Frequency,M2a to BHD,M2b to BHD,DARM to BHD,M6 to BHD,M7 to BHD,M9 to BHD,M2a to PDH_A,M2b to PDH_B,DARM to PDH,M6 to PDH_A,M6 to PDH_B,M7 to PDH_A,M7 to PDH_B,M9 to PDH_A,M9 to PDH_B,
1.340069e+04,25043814931.0890350341796875-21762485046.3475761413574219j,-25043893323.6058654785156250+21762565186.4029617309570312j,-25043854127.3474502563476562+21762525116.3752670288085938j,7842017.5614112000912428-8016383.8389374315738678j,7220219.7196285976096988-7380737.6612157439813018j,-93.0258501770642425+78.2618129937160916j,-15605019.6442855391651392+34230560.6140815168619156j,-15760514.4848893322050571+34571265.6371336653828621j,77747.4203018965199590-170352.5115260742604733j,0.0000000003409309-0.0000000012939964j,-26486.0510688642352761-12072.2020778936857823j,24144.7553442169664777+11005.4909586993144330j,-0.0000000003170170+0.0000000012033698j,-0.0000000001760905-0.0000000005960765j,-0.0000000001809835-0.0000000006029498j,
1.352481e+04,24741442193.3646697998046875-21803284704.3679351806640625j,-24741519500.2498283386230469+21803364961.0151596069335938j,-24741480846.8072509765625000+21803324832.6915473937988281j,7733450.6074594426900148-8028071.9653020212426782j,7120265.9731046194210649-7391503.1145358532667160j,-93.3183827821697918+79.6370392268536307j,-15368106.6273398902267218+34023514.7241930589079857j,-15521243.4159052725881338+34362158.9703465476632118j,76568.3942826911807060-169322.1230767443776131j,0.0000000003114386-0.0000000012595520j,-26569.6833865453190811-11999.0067144419263059j,24220.9947921904422401+10938.7699367140685354j,-0.0000000002898781+0.0000000011712633j,-0.0000000001761655-0.0000000005770604j,-0.0000000001816369-0.0000000005819351j,
1.365008e+04,24440372626.0540657043457031-21839673309.0905418395996094j,-24440448852.2372703552246094+21839753666.8486785888671875j,-24440410739.1456680297851562+21839713487.9696121215820312j,7625374.0044201547279954-8038213.2979362150654197j,7020763.6682855961844325-7400844.5126986242830753j,-93.6073346851024297+81.0230728575012904j,-15134062.1230739075690508+33816101.3208025097846985j,-15284869.4105997569859028+34152681.1321062669157982j,75403.6437629247084260-168289.9056518785655499j,0.0000000002838696-0.0000000012257759j,-26652.3030935842070903-11925.6806303686844331j,24296.3111416416941211+10871.9297871367289190j,-0.0000000002642630+0.0000000011398857j,-0.0000000001790250-0.0000000005553822j,-0.0000000001816175-0.0000000005619137j,
1.377651e+04,24140675850.6454582214355469-21871719749.6577682495117188j,-24140751001.2486991882324219+21871800193.3158950805664062j,-24140713425.9470787048339844+21871759971.4868316650390625j,7517811.9326681755483150-8046832.4164623944088817j,6921735.0674343043938279-7408784.4856643648818135j,-93.8927100742378542+82.4199706751573729j,-14902873.4144095946103334+33608362.0213191732764244j,-15051379.6253085620701313+33942874.1540615409612656j,74253.1054494837298989-167256.0663711838424206j,0.0000000002575614-0.0000000011926854j,-26733.9146792103711050-11852.2385078607530886j,24370.7084849621132889+10804.9838946334748471j,-0.0000000002397339+0.0000000011089739j,-0.0000000001783196-0.0000000005364039j,-0.0000000001816571-0.0000000005422983j,
1.390411e+04,23842419082.5518951416015625-21899493670.2170906066894531j,-23842493162.9570007324218750+21899574184.7959403991699219j,-23842456122.7544479370117188+21899533927.5065155029296875j,7410787.7236901829019189-8053954.1563508212566376j,6823201.6512664342299104-7415345.8989403117448092j,-94.1745310298632745+83.8277719277623419j,-14674527.1336627136915922+33400337.7845169939100742j,-14820760.5593060273677111+33732779.4026474431157112j,73116.7128216568380594-166220.8090652246028185j,0.0000000002829721-0.0000000011232391j,-26814.5228623125476588-11778.6947965055969689j,24444.1911239103792468+10737.9454318454118038j,-0.0000000002164969+0.0000000010784641j,-0.0000000001786889-0.0000000005179036j,-0.0000000001817914-0.0000000005228891j,
1.403289e+04,23545667145.4092330932617188-21923065392.6465950012207031j,-23545740161.2221984863281250+21923145963.4236602783203125j,-23545703653.3157157897949219+21923105678.0351257324218750j,7304323.8653405066579580-8059603.5818416699767113j,6725184.1237909290939569-7420551.8286548070609570j,-94.4528141612837828+85.2465246016967200j,-14449009.2853383831679821+33192068.9037413075566292j,-14592998.0777888782322407+33522437.5722672678530216j,71994.3962252475321293-165184.3342629801481962j,0.0000000002093761-0.0000000011275975j,-26894.1325834201416001-11705.0637109216204408j,24516.7635622766974848+10670.8273572017587867j,-0.0000000001947188+0.0000000010485443j,-0.0000000001762146-0.0000000004982508j,-0.0000000001809129-0.0000000005045647j,
1.416287e+04,23250482487.5199661254882812-21942505841.0744438171386719j,-23250554444.5662498474121094+21942586453.5750846862792969j,-23250518466.0431060791015625+21942546147.3247642517089844j,7198442.0078692352399230-8063805.9594582784920931j,6627702.4178592385724187-7424425.5371928224340081j,-94.7275783795991231+86.6762767784365735j,-14226305.2687808386981487+32983595.0008412525057793j,-14368077.4347817320376635+33311888.6791291385889053j,70886.0830004466697574-164146.8391439430415630j,0.0000000001871180-0.0000000010958511j,-26972.7489966672474111-11631.3592285747599817j,24588.4304985954659060+10603.6424129660899780j,-0.0000000001707715+0.0000000010341724j,-0.0000000001703919-0.0000000004814836j,-0.0000000001801480-0.0000000004866078j,
1.429405e+04,22956925200.4209632873535156-21957886468.2178573608398438j,-22956996104.7293815612792969+21957967108.2231559753417969j,-22956960652.5751724243164062+21957926788.2205047607421875j,7093162.9706856096163392-8066586.7322203936055303j,6530775.7013941435143352-7426990.4494361719116569j,-94.9988391873005611+88.1170826812609960j,-14006399.9006717428565025+32774955.0207819230854511j,-14145983.2958465609699488+33101172.0558298788964748j,69791.6975874090567231-163108.5175239779055119j,0.0000000001659332-0.0000000010643998j,-27050.3774618848146929-11557.5950879129140958j,24659.1968188982900756+10536.4031235044076311j,-0.0000000001545800+0.0000000009896939j,-0.0000000001720405-0.0000000004638723j,-0.0000000001791653-0.0000000004696948j,
1.442644e+04,22665053039.4594650268554688-21969279183.5169868469238281j,-22665122897.2489776611328125+21969359837.0765342712402344j,-22665087968.3542213439941406+21969319510.2967605590820312j,6988506.7498179133981466-8067971.4944615839049220j,6434422.3842532997950912-7428270.1295772669836879j,-95.2666149301551428+89.5689959149864166j,-13789277.4373999945819378+32566187.2269219644367695j,-13926699.7606556210666895+32890326.3465833142399788j,68711.1616278132423759-162069.5598306749016047j,0.0000000001463049-0.0000000010337075j,-27127.0235366958404484-11483.7847866831125430j,24729.0675895291096822+10469.1217937595392868j,-0.0000000001358932+0.0000000009614434j,-0.0000000001703515-0.0000000004470860j,-0.0000000001781158-0.0000000004524798j,
1.456006e+04,22374921446.2258071899414062-21976756283.3387069702148438j,-22374990263.9277267456054688+21976836936.7430305480957031j,-22374955855.0767669677734375+21976796610.0408706665039062j,6884492.5260337432846427-8067985.9673741133883595j,6338660.1257097842171788-7428288.2586171645671129j,-95.5309280055498959+91.0320683567468620j,-13574921.5970806758850813+32357329.1970738433301449j,-13710210.3852866720408201+32679389.5032037310302258j,67644.3941029980778694-161030.1530649438500404j,0.0000000001273187-0.0000000010037930j,-27202.6929687255142198-11409.9415805296775943j,24798.0480500472513086+10401.8105079904253216j,-0.0000000001184228+0.0000000009334073j,-0.0000000001693752-0.0000000004298305j,-0.0000000001766340-0.0000000004363102j,
1.469492e+04,22086583572.8579177856445312-21980390382.9223327636718750j,-22086651357.0676841735839844+21980471022.7163429260253906j,-22086617464.9627990722656250+21980430702.8193359375000000j,6781138.6735816849395633-8066655.9751895936205983j,6243505.8424980193376541-7427068.6124184057116508j,-95.7917986772290391+92.5063566264185368j,-13363315.5815117396414280+32148417.8200835399329662j,-13496498.2043398078531027+32468398.7817033678293228j,66591.3114140341058373-159990.4808099139481783j,0.0000000001097836-0.0000000009741884j,-27277.3916878706659190-11336.0784818040701794j,24866.1436061553722539+10334.4811286551466765j,-0.0000000001019521+0.0000000009059273j,-0.0000000001745022-0.0000000004156309j,-0.0000000001753900-0.0000000004205106j,
1.483103e+04,21800090307.9056167602539062-21980254350.3971138000488281j,-21800157065.4084587097167969+21980334963.4038658142089844j,-21800123686.6570358276367188+21980294656.9004898071289062j,6678462.7695187740027905-8064007.4220881294459105j,6148975.7174016917124391-7424635.0404645279049873j,-96.0492465618054894+93.9919203839480417j,-13154442.0977992936968803+31939489.2931361794471741j,-13285545.7527828365564346+32257390.7395637556910515j,65551.8274917714297771-158950.7232137881219387j,0.0000000000932126-0.0000000009455707j,-27351.1257986642413016-11262.2082586103551876j,24933.3598227654147195+10267.1452955696022400j,-0.0000000000866819+0.0000000008789922j,-0.0000000001707925-0.0000000004021497j,-0.0000000001738416-0.0000000004054182j,
1.496839e+04,21515490303.9056816101074219-21976421242.7377395629882812j,-21515556041.6460456848144531+21976501816.0287132263183594j,-21515523172.7758636474609375+21976461529.3832244873046875j,6576481.6035878155380487-8060066.2697661835700274j,6055085.2083472367376089-7421011.4451988283544779j,-96.3032913902480345+95.4888214754000302j,-12948283.3797444514930248+31730579.1196625940501690j,-13077335.0875967089086771+32046401.2335767112672329j,64525.8539261287078261-157911.0569570586085320j,0.0000000000776202-0.0000000009170353j,-27423.9015727087316918-11188.3434340484800487j,24999.7024170901640900+10199.8144252063648310j,-0.0000000000719025+0.0000000008529249j,-0.0000000001628415-0.0000000003865290j,-0.0000000001720445-0.0000000003905409j,
1.510703e+04,21232830006.3332557678222656-21968964243.7163619995117188j,-21232894731.4199981689453125+21969044764.6254615783691406j,-21232862368.8766250610351562+21969004504.1709136962890625j,6475211.1886068601161242-8054858.5157611537724733j,5961849.0579696139320731-7416221.7620596196502447j,-96.5539596953556298+96.9971174820749127j,-12744821.2089608889073133+31521722.1078284308314323j,-12871847.8090678732842207+31835465.4183642715215683j,63513.3000534921884537-156871.6552679203450680j,0.0000000000629314-0.0000000008894311j,-27495.7254412376787513-11114.4962857022565004j,25065.1772518588550156+10132.4997102247434668j,-0.0000000000583940+0.0000000008270601j,-0.0000000001693097-0.0000000003735036j,-0.0000000001701467-0.0000000003763390j,
1.524696e+04,20952153684.0022239685058594-21957956603.8703269958496094j,-20952217403.6906661987304688+21958037059.9952850341796875j,-20952185543.8464431762695312+21957996831.9328079223632812j,6374666.7713391128927469-8048410.1724202008917928j,5869281.3036190820857882-7410289.9401356941089034j,-96.8012691285867959+98.5168769887109192j,-12544036.9357448220252991+31312952.3696227930486202j,-12669065.0818541329354048+31624617.7454464472830296j,62514.0730546554550529-155832.6879118271172047j,0.0000000000488630-0.0000000008622082j,-27566.6039877449875348-11040.6788453003755421j,25129.7903286023611145+10065.2121191660808108j,-0.0000000000453211+0.0000000008018853j,-0.0000000001633095-0.0000000003600331j,-0.0000000001685135-0.0000000003625725j,
1.538818e+04,20673503460.6911468505859375-21943471582.4232101440429688j,-20673566182.3898735046386719+21943551961.6088104248046875j,-20673534821.5405120849609375+21943511772.0160102844238281j,6274862.8438057769089937-8040747.2466215044260025j,5777395.2877770271152258-7403239.9234832357615232j,-97.0452457221833384+100.0481627650665928j,-12345911.4995942916721106+31104303.3204901106655598j,-12468967.6557593923062086+31413891.9628431983292103j,61528.0780825503170490-154794.3211765438318253j,0.0000000000358830-0.0000000008358291j,-27636.5439407310223032-10966.9028985887198360j,25193.5477810460470209+9997.9623963426602131j,-0.0000000000335885+0.0000000007772610j,-0.0000000001614049-0.0000000003454215j,-0.0000000001662174-0.0000000003493517j,
1.553071e+04,20396919347.9998550415039062-21925582391.2861824035644531j,-20396981079.2520294189453125+21925662681.6434936523437500j,-20396950213.6259422302246094+21925622536.4648361206054688j,6175813.1550089819356799-8031895.7201973879709840j,5686203.6688489494845271-7395095.6331034544855356j,-97.2859123680049009+101.5910429838324518j,-12150425.4494786802679300+30895807.6795044131577015j,-12271535.8861436955630779+31203321.1152976676821709j,60555.2183325076475739-153756.7178966272622347j,0.0000000000239698-0.0000000008097775j,-27705.5521665649830538-10893.1799854013588629j,25256.4558685890551715+9930.7610618889029865j,-0.0000000000222046+0.0000000007531604j,-0.0000000001613572-0.0000000003336021j,-0.0000000001641370-0.0000000003364425j,
1.567455e+04,20122439279.2707519531250000-21904362141.0104026794433594j,-20122500027.7487258911132812+21904442330.9180717468261719j,-20122469653.5097389221191406+21904402235.9642372131347656j,6077530.7230337718501687-8021881.5310494173318148j,5595718.4323064014315605-7385880.9495564196258783j,-97.5232929477532338+103.1455870988987584j,-11957558.9637523908168077+30687497.4700820334255695j,-12076749.7540597356855869+30992937.5449742972850800j,59595.3951536724343896-152720.0374461319297552j,0.0000000000125359-0.0000000007845272j,-27773.6356624472900876-10819.5213999049574340j,25318.5209698954749911+9863.6184119908521097j,-0.0000000000118504+0.0000000007294802j,-0.0000000001589331-0.0000000003200372j,-0.0000000001619392-0.0000000003238331j,
1.581973e+04,19850099144.5142173767089844-21879883788.8468666076660156j,-19850158918.0099411010742188+21879963866.9353218078613281j,-19850129031.2620773315429688+21879923827.8910942077636719j,5980027.8474926222115755-8010730.5550016574561596j,5505950.9021434392780066-7375619.6962612308561802j,-97.7574108007371478+104.7118673556785495j,-11767291.8697000611573458+30479404.0212391726672649j,-11884588.8860199488699436+30782772.8927035257220268j,58648.5081599438562989-151684.4357321765273809j,0.0000000000020361-0.0000000007598676j,-27840.8015495004365221-10745.9381910328993399j,25379.7495766046886274+9796.5445192900406255j,-0.0000000000017383+0.0000000007065635j,-0.0000000001525652-0.0000000003055588j,-0.0000000001596831-0.0000000003117873j,
1.596626e+04,19579932826.2481575012207031-21852220088.6141242980957031j,-19579991632.6778678894042969+21852300043.7674827575683594j,-19579962229.4630126953125000+21852260066.1908035278320312j,5883316.1222893958911300-7998468.5883061010390520j,5416911.7526290118694305-7364335.6233784966170788j,-97.9882927426865109+106.2899550508474391j,-11579603.6628958769142628+30271557.9691952168941498j,-11695032.5735166966915131+30572858.0996312648057938j,57714.4553104098886251-150650.0652180239558220j,-0.0000000000079169-0.0000000007357738j,-27907.0570659460317984-10672.4411630609720305j,25440.1482871014268312+9729.5492333986858284j,0.0000000000073220+0.0000000006842287j,-0.0000000001503649-0.0000000002949608j,-0.0000000001572488-0.0000000003003601j,
1.611414e+04,19311972236.1659889221191406-21821443542.7673721313476562j,-19312030083.5443687438964844+21821523364.1356391906738281j,-19312001159.8551788330078125+21821483453.4515075683593750j,5787406.4486598065122962-7985121.3309144545346498j,5328611.0203123074024916-7352052.3924149228259921j,-98.2159614015833853+107.8799275200806989j,-11394473.5260369777679443+30063989.2596102356910706j,-11508059.7920373994857073+30363223.4094830900430679j,56793.1330002108588815-149617.0749364271759987j,-0.0000000000168208-0.0000000007122156j,-27972.4095604585018009-10599.0408763978884963j,25499.7238004554055806+9662.6421816186120850j,0.0000000001024712+0.0000000005852615j,-0.0000000001457003-0.0000000002865033j,-0.0000000001551597-0.0000000002888352j,
1.626340e+04,19046247352.5186004638671875-21787626356.3245353698730469j,-19046304248.9708557128906250+21787706033.3063621520996094j,-19046275800.7447280883789062+21787666194.8154487609863281j,5692309.0484703136608005-7970714.3704002359881997j,5241058.1162670124322176-7338793.5614196145907044j,-98.4404436594267764+109.4818604322766049j,-11211880.3475205451250076+29856727.1501784846186638j,-11323649.2198559138923883+30153898.3711585290730000j,55884.4361676843836904-148585.6104900222271681j,-0.0000000000251855-0.0000000006893009j,-28036.8664855969327618-10525.7476484910657746j,25558.4829104404561804+9595.8327697758177237j,0.0000000000235970+0.0000000006409599j,-0.0000000001497693-0.0000000002741871j,-0.0000000001524948-0.0000000002782687j,
1.641403e+04,18782786258.1943817138671875-21750840392.7109603881835938j,-18782842211.9456596374511719+21750919914.9646224975585938j,-18782814235.0700225830078125+21750880153.8377914428710938j,5598033.4777433415874839-7955273.1665697628632188j,5154261.8385431291535497-7324582.5708149885758758j,-98.6617685551994441+111.0958298758598914j,-11031802.7396925967186689+29649800.2136337012052536j,-11141779.2564404737204313+29944911.8417797535657883j,54988.2583739385008812-147555.8140730261802673j,-0.0000000000332400-0.0000000006668416j,-28100.4353913708873733-10452.5715548914795363j,25616.4324996715113230+9529.1301831877444783j,0.0000000000307985+0.0000000006201004j,-0.0000000001428509-0.0000000002654458j,-0.0000000001499671-0.0000000002677320j,
1.656606e+04,18521615179.3468933105468750-21711157131.6473274230957031j,-18521670198.6943931579589844+21711236489.0848655700683594j,-18521642689.0206451416015625+21711196810.3660964965820312j,5504588.6403778037056327-7938823.0367710553109646j,5068230.3847987698391080-7309442.7298759836703539j,-98.8799558100901805+112.7219221706558159j,-10854219.0566390790045261+29443236.3412269465625286j,-10962428.0404267087578773+29736291.9902130886912346j,54104.4918938148766756-146527.8244930710643530j,-0.0000000000405775-0.0000000006451211j,-28163.1239189583684492-10379.5224304834409850j,25673.5795338628413447+9462.5433877766135993j,0.0000000000375388+0.0000000005998554j,-0.0000000001403869-0.0000000002533982j,-0.0000000001474202-0.0000000002578156j,
1.671950e+04,18262758524.5131187438964844-21668647628.9156799316406250j,-18262812617.8514404296875000+21668726811.6932449340820312j,-18262785571.1822814941406250+21668687220.3044624328613281j,5411982.8020374784246087-7921389.1418891027569771j,4982971.3650876702740788-7293397.2038287715986371j,-99.0950361541435569+114.3602162480297153j,-10679107.4116499833762646+29237062.7465831115841866j,-10785573.4672706797719002+29528066.3009375557303429j,53233.0278103481978178-145501.7771772220730782j,-0.0000000000472319-0.0000000006238310j,-28224.9397945354976400-10306.6098708359531884j,25729.9310562232712982+9396.0811313162430451j,0.0000000000438937+0.0000000005800828j,-0.0000000001379815-0.0000000002467703j,-0.0000000001448569-0.0000000002480323j,
1.687436e+04,18006238924.2102661132812500-21623382477.9155921936035156j,-18006292100.0041580200195312+21623461476.4457817077636719j,-18006265512.1072120666503906+21623421977.1806869506835938j,5320223.6041933745145798-7902996.4729558099061251j,4898491.8147869305685163-7276469.0015272507444024j,-99.3070342990774861+116.0107986409039995j,-10506445.6943826563656330+29031305.9698504507541656j,-10611193.2065543457865715+29320261.5782684385776520j,52373.7560858447104692-144477.8042089939117432j,-0.0000000000534838-0.0000000006031755j,-28285.8908232288958970-10233.8432336783916980j,25785.4941819257655879+9329.7519447627946647j,0.0000000000496604+0.0000000005609819j,-0.0000000001518736-0.0000000002806473j,-0.0000000001185178-0.0000000002515723j,
1.703065e+04,17752077270.8267555236816406-21575431773.2673263549804688j,-17752129537.6089515686035156+21575510578.2077827453613281j,-17752103404.2178535461425781+21575471175.7375564575195312j,5229318.0782742081210017-7883669.8384799100458622j,4814798.2076246486976743-7258680.9637887720018625j,-99.5159780069335653+117.6737542823994858j,-10336211.5874837376177311+28825991.8823520950973034j,-10439264.7187917809933424+29112903.9510299190878868j,51526.5656540216878057-143456.0343389119952917j,-0.0000000000154048-0.0000000006111874j,-28345.9848832349634904-10161.2316405302663043j,25840.2760927597882983+9263.5641437516605947j,0.0000000000550233+0.0000000005421630j,-0.0000000001370579-0.0000000002284958j,-0.0000000001398519-0.0000000002292239j,
1.718839e+04,17500292758.8439712524414062-21524865076.0682487487792969j,-17500344125.2217483520507812+21524943678.3253479003906250j,-17500318442.0328598022460938+21524904377.1968002319335938j,5139272.6599226063117385-7863433.8523674663156271j,4731896.4688067371025681-7240055.7522673588246107j,-99.7218959997530590+119.3491711513372309j,-10168382.5830087196081877+28621145.6914239451289177j,-10269765.2720120716840029+28906018.8774567991495132j,50691.3445016760379076-142436.5930164270102978j,-0.0000000000640034-0.0000000005635509j,-28405.2299200387387828-10088.7839784200477879j,25894.2840318473718071+9197.5258301534031489j,0.0000000000596581+0.0000000005239637j,-0.0000000001324348-0.0000000002179527j,-0.0000000001372389-0.0000000002205164j,
1.734759e+04,17250902925.2712173461914062-21471751381.0630607604980469j,-17250953399.9002914428710938+21471829771.7862930297851562j,-17250928162.5857543945312500+21471790576.4246749877929688j,5050093.2033206988126040-7842312.9225035076960921j,4649791.9882030142471194-7220615.8389512607827783j,-99.9248127521215821+121.0371416701418354j,-10002935.9983286578208208+28416791.9456828050315380j,-10102671.9578226618468761+28699631.1505009010434151j,49867.9797470020130277-141419.6024090480059385j,-0.0000000000688535-0.0000000005444685j,-28463.6339407805098745-10016.5089017300433625j,25947.5252985244151205+9131.6448937683435361j,0.0000000000640771+0.0000000005063073j,-0.0000000001256473-0.0000000002097958j,-0.0000000001346762-0.0000000002121769j,
1.750827e+04,17003923690.2204666137695312-21416159085.5565834045410156j,-17003973281.8166332244873047+21416237256.1333541870117188j,-17003948486.0185508728027344+21416198170.8449707031250000j,4961784.9955640621483326-7820331.2399572450667620j,4568489.6335838548839092-7200383.4962146757170558j,-100.1247581028043498+122.7377562423469470j,-9839848.9917098525911570+28212954.5405490547418594j,-9937961.7071450073271990+28493764.9034159667789936j,49056.3577175773680210-140405.1814334560185671j,-0.0000000000732059-0.0000000005258468j,-28521.2050087687894120-9944.4148341543732386j,26000.0072433268760506+9065.9290141027759091j,0.0000000000679156+0.0000000004891943j,-0.0000000001254304-0.0000000002022715j,-0.0000000001321000-0.0000000002038368j,
1.767044e+04,16759369397.6039428710937500-21358155960.0656013488769531j,-16759418114.9221420288085938+21358233902.1290397644042969j,-16759393756.2630424499511719+21358194931.0973205566406250j,4874352.7710675792768598-7797512.7687943931668997j,4487993.7638816172257066-7179380.7874432690441608j,-100.3217576037175434+124.4511107685030140j,-9679098.5774936787784100+28009656.7240682393312454j,-9775611.3055308870971203+28288443.6156472750008106j,48256.3640186041593552-139393.4457895178347826j,-0.0000000000770240-0.0000000005079553j,-28577.9512381219719828-9872.5099707537629001j,26051.7372631060170534+9000.3856622415987658j,0.0000000000715354+0.0000000004723969j,-0.0000000001268925-0.0000000001947872j,-0.0000000001294115-0.0000000001961470j,
1.783410e+04,16517252855.8542728424072266-21297809120.6441116333007812j,-16517300707.7022361755371094+21297886826.0618705749511719j,-16517276781.7782554626464844+21297847973.3529891967773438j,4787800.7259836234152317-7773881.2364748995751143j,4408308.2424659850075841-7157629.5581906698644161j,-100.5158421482138351+126.1772990033649648j,-9520661.6409065220504999+27806921.1029899008572102j,-9615597.4081409834325314+28083690.1189538538455963j,47467.8836172306910157-138384.5079819764941931j,-0.0000000000503000-0.0000000004688125j,-28633.8807885343412636-9800.8022800951603131j,26102.7227962624019710+8935.0221028036648931j,0.0000000000749570+0.0000000004561966j,-0.0000000001178228-0.0000000001859136j,-0.0000000001268439-0.0000000001885032j,
1.799929e+04,16277585378.6508388519287109-21235185002.9400634765625000j,-16277632373.8559188842773438+21235262463.8159065246582031j,-16277608876.2533798217773438+21235223733.3779830932617188j,4702132.5326042417436838-7749460.1248635761439800j,4329436.4504017774015665-7135151.4279075814411044j,-100.7070346571587720+127.9164229420458980j,-9364514.9524293541908264+27604769.6491436548531055j,-9457896.5542503073811531+27879526.6038538366556168j,46690.8009104765951633-137378.4773550909012556j,-0.0000000000834905-0.0000000004735805j,-28689.0018602024501888-9729.2995065024151700j,26152.9713181218066893+8869.8453959926700918j,0.0000000000776561+0.0000000004404041j,-0.0000000001217156-0.0000000001805495j,-0.0000000001242133-0.0000000001811533j,
1.816600e+04,16040376825.5400810241699219-21170349337.8235015869140625j,-16040422972.9815883636474609+21170426546.4915695190429688j,-16040399899.2608337402343750+21170387942.1575355529785156j,4617351.3537402953952551-7724272.6617893818765879j,4251381.2996905045583844-7111967.7821619706228375j,-100.8953692205671899+129.6685779558141007j,-9210635.1818615179508924+27403223.7059904970228672j,-9302485.1814440190792084+27675974.6262472532689571j,45924.9997912505641580-136375.4601283781230450j,-0.0000000000862309-0.0000000004572001j,-28743.3226888702229189-9658.0091723724272015j,26202.4903364092861011+8804.8623997045560827j,0.0000000000802874+0.0000000004250783j,-0.0000000001170174-0.0000000001720639j,-0.0000000001216769-0.0000000001741514j,
1.833425e+04,15805635642.5038642883300781-21103367128.6182136535644531j,-15805680951.0725612640380859+21103444077.6420440673828125j,-15805658296.7882118225097656+21103405603.1301269531250000j,4533459.8570559713989496-7698341.8131682937964797j,4174145.2464635139331222-7088099.7653988311067224j,-101.0808693433128411+131.4338695654016931j,-9058998.9119262676686049+27202303.9954547323286533j,-9149339.6393726710230112+27473055.1143048703670502j,45170.3637232016772032-135375.5594250690191984j,-0.0000000000887169-0.0000000004412352j,-28796.8515410141808388-9586.9385805797173816j,26251.2873868710375973+8740.0797717251371068j,0.0000000000821546+0.0000000004319292j,-0.0000000001167427-0.0000000001652506j,-0.0000000001369153-0.0000000001928079j,
1.850407e+04,15573368902.2902164459228516-21034302629.9229621887207031j,-15573413380.9110412597656250+21034379312.0893363952636719j,-15573391141.6006278991699219+21034340971.0061492919921875j,4450460.2293346123769879-7671690.2756900787353516j,4097730.3041208330541849-7063568.2741926079615951j,-101.2635675547887786+133.2123985034495206j,-8909582.6515321694314480+27002030.6249347180128098j,-8998436.2031330075114965+27270788.3755573108792305j,44426.7758004190400243-134378.8753112964332104j,-0.0000000000907384-0.0000000004257050j,-28849.5967091697821161-9516.0948169542716641j,26299.3700290063388820+8675.5039719846918160j,0.0000000000845240+0.0000000003958087j,-0.0000000001161529-0.0000000001601443j,-0.0000000001166266-0.0000000001607717j,
1.867546e+04,15343582344.5907135009765625-20963219327.8991279602050781j,-15343626002.1992435455322266+20963295736.2260169982910156j,-15343604173.3949775695800781+20963257532.0625724792480469j,4368354.1906748674809933-7644340.4700115565210581j,4022138.0563965728506446-7038393.9509946787729859j,-101.4434882524111146+135.0042735054888396j,-8762362.8486279882490635+26802423.0945186167955399j,-8849751.0862511005252600+27069194.1041879504919052j,43694.1188115561380982-133385.5048346668481827j,-0.0000000000926971-0.0000000004106999j,-28901.5665073929485516-9445.4847528296049859j,26346.7458419324830174+8611.1412648821187759j,0.0000000000861335+0.0000000003818542j,-0.0000000001157134-0.0000000001542475j,-0.0000000001139090-0.0000000001544951j,
1.884843e+04,15116280415.9597167968750000-20890179922.0432815551757812j,-15116323261.4970664978027344+20890256049.7693290710449219j,-15116301838.7283916473388672+20890217985.9063034057617188j,4287143.0085927620530128-7616314.5344750536605716j,3947369.6703459466807544-7012597.1783388042822480j,-101.6206600401074098+136.8096021429093412j,-8617315.9027212653309107+26603500.3043655343353748j,-8703260.4533291216939688+26868291.3884732052683830j,42972.2753039281815290-132395.5420538354665041j,-0.0000000000942014-0.0000000003961281j,-28952.7692668394192879-9375.1150476420189079j,26393.4224203530393424+8546.9977216532388411j,0.0000000000877226+0.0000000003683649j,-0.0000000001047067-0.0000000001462870j,-0.0000000001115012-0.0000000001483714j,
1.902301e+04,14891466309.3997421264648438-20815246308.4289016723632812j,-14891508351.8267555236816406+20815322149.0091438293457031j,-14891487330.6132488250732422+20815284228.7190246582031250j,4206827.5120129194110632-7587634.3193435333669186j,3873425.9092250908724964-6986198.0735390344634652j,-101.7951138548273065+138.6284923346039761j,-8474418.1769462134689093+26405280.5622835047543049j,-8558940.4322406798601151+26668098.7184422090649605j,42261.1276472331956029-131409.0780793521553278j,-0.0000000000956277-0.0000000003820239j,-29003.2133315022219904-9304.9921516070407961j,26439.4073706780509383+8483.0792228152859025j,0.0000000000670840+0.0000000003622966j,-0.0000000000959984-0.0000000001400337j,-0.0000000001090833-0.0000000001424833j,
1.919921e+04,14669142003.6773376464843750-20738479564.3059349060058594j,-14669183251.9541606903076172+20738555111.4083786010742188j,-14669162627.8157501220703125+20738517337.8571548461914062j,4127408.1051461403258145-7558321.3815074097365141j,3800307.1452660788781941-6959216.4838169701397419j,-101.9668762497466616+140.4610570937725242j,-8333646.0097972350195050+26207781.5914463028311729j,-8416767.1259777192026377+26468633.9936674199998379j,41560.5580902420915663-130426.2011105585843325j,-0.0000000000862058-0.0000000003720637j,-29052.9070540708016779-9235.1223084413086326j,26484.7083072439963871+8419.3914606426569662j,0.0000000000706620+0.0000000003493216j,-0.0000000001021601-0.0000000001343962j,-0.0000000001065821-0.0000000001368514j,
