DARM offset (m),AS  X -68178606 (W),AS  X -56815505 (W),AS  X -45452404 (W),AS  X -11363101 (W),        AS  X 0 (W), AS  X 11363101 (W), AS  X 45452404 (W), AS  X 56815505 (W), AS  X 68178606 (W),Arm X -68178606 (W),Arm X -56815505 (W),Arm X -45452404 (W),Arm X -11363101 (W),        Arm X 0 (W), Arm X 11363101 (W), Arm X 45452404 (W), Arm X 56815505 (W), Arm X 68178606 (W),Arm Y -68178606 (W),Arm Y -56815505 (W),Arm Y -45452404 (W),Arm Y -11363101 (W),        Arm Y 0 (W), Arm Y 11363101 (W), Arm Y 45452404 (W), Arm Y 56815505 (W), Arm Y 68178606 (W),AS total (W),
-4.794795e-11,3.906414e-10,3.374411e-04,1.014045e-08,6.066077e-05,1.108209e+00,6.076579e-05,1.014079e-08,3.374477e-04,3.906467e-10,1.910852e-10,7.594595e-04,6.923512e-10,8.236249e-03,3.511198e+03,8.219998e-03,6.921021e-10,7.592754e-04,1.910575e-10,2.511641e-10,7.134757e-04,1.947319e-10,9.049192e-03,3.510496e+03,9.066348e-03,1.948023e-10,7.136482e-04,2.512006e-10,1.109005e+00,
-4.774775e-11,3.906414e-10,3.374411e-04,1.014045e-08,6.066099e-05,1.111159e+00,6.076557e-05,1.014079e-08,3.374477e-04,3.906467e-10,1.910852e-10,7.594591e-04,6.923506e-10,8.236215e-03,3.538205e+03,8.220032e-03,6.921026e-10,7.592758e-04,1.910576e-10,2.511642e-10,7.134761e-04,1.947321e-10,9.049228e-03,3.537497e+03,9.066312e-03,1.948021e-10,7.136479e-04,2.512005e-10,1.111956e+00,
-4.754755e-11,3.906414e-10,3.374412e-04,1.014045e-08,6.066121e-05,1.114095e+00,6.076535e-05,1.014079e-08,3.374477e-04,3.906467e-10,1.910851e-10,7.594587e-04,6.923501e-10,8.236181e-03,3.565481e+03,8.220066e-03,6.921032e-10,7.592762e-04,1.910576e-10,2.511643e-10,7.134764e-04,1.947322e-10,9.049264e-03,3.564768e+03,9.066276e-03,1.948020e-10,7.136475e-04,2.512004e-10,1.114892e+00,
-4.734735e-11,3.906414e-10,3.374412e-04,1.014045e-08,6.066143e-05,1.117015e+00,6.076513e-05,1.014079e-08,3.374477e-04,3.906467e-10,1.910851e-10,7.594584e-04,6.923496e-10,8.236147e-03,3.593030e+03,8.220100e-03,6.921037e-10,7.592765e-04,1.910577e-10,2.511644e-10,7.134768e-04,1.947324e-10,9.049299e-03,3.592311e+03,9.066240e-03,1.948018e-10,7.136472e-04,2.512003e-10,1.117812e+00,
-4.714715e-11,3.906414e-10,3.374412e-04,1.014045e-08,6.066165e-05,1.119919e+00,6.076491e-05,1.014079e-08,3.374477e-04,3.906467e-10,1.910850e-10,7.594580e-04,6.923491e-10,8.236113e-03,3.620854e+03,8.220134e-03,6.921042e-10,7.592769e-04,1.910578e-10,2.511644e-10,7.134772e-04,1.947325e-10,9.049335e-03,3.620130e+03,9.066204e-03,1.948017e-10,7.136468e-04,2.512003e-10,1.120716e+00,
-4.694695e-11,3.906414e-10,3.374412e-04,1.014045e-08,6.066187e-05,1.122806e+00,6.076469e-05,1.014079e-08,3.374477e-04,3.906466e-10,1.910850e-10,7.594576e-04,6.923486e-10,8.236079e-03,3.648958e+03,8.220168e-03,6.921047e-10,7.592773e-04,1.910578e-10,2.511645e-10,7.134775e-04,1.947327e-10,9.049371e-03,3.648228e+03,9.066168e-03,1.948016e-10,7.136464e-04,2.512002e-10,1.123603e+00,
-4.674675e-11,3.906415e-10,3.374412e-04,1.014045e-08,6.066209e-05,1.125676e+00,6.076447e-05,1.014079e-08,3.374476e-04,3.906466e-10,1.910849e-10,7.594572e-04,6.923480e-10,8.236045e-03,3.677342e+03,8.220202e-03,6.921052e-10,7.592777e-04,1.910579e-10,2.511646e-10,7.134779e-04,1.947328e-10,9.049407e-03,3.676607e+03,9.066133e-03,1.948014e-10,7.136461e-04,2.512001e-10,1.126472e+00,
-4.654655e-11,3.906415e-10,3.374412e-04,1.014045e-08,6.066230e-05,1.128527e+00,6.076426e-05,1.014079e-08,3.374476e-04,3.906466e-10,1.910848e-10,7.594568e-04,6.923475e-10,8.236011e-03,3.706012e+03,8.220236e-03,6.921058e-10,7.592781e-04,1.910579e-10,2.511647e-10,7.134782e-04,1.947330e-10,9.049442e-03,3.705271e+03,9.066097e-03,1.948013e-10,7.136457e-04,2.512000e-10,1.129324e+00,
-4.634635e-11,3.906415e-10,3.374412e-04,1.014045e-08,6.066252e-05,1.131360e+00,6.076404e-05,1.014079e-08,3.374476e-04,3.906466e-10,1.910848e-10,7.594564e-04,6.923470e-10,8.235977e-03,3.734969e+03,8.220270e-03,6.921063e-10,7.592785e-04,1.910580e-10,2.511647e-10,7.134786e-04,1.947331e-10,9.049478e-03,3.734222e+03,9.066061e-03,1.948011e-10,7.136454e-04,2.512000e-10,1.132156e+00,
-4.614615e-11,3.906415e-10,3.374413e-04,1.014045e-08,6.066274e-05,1.134173e+00,6.076382e-05,1.014079e-08,3.374476e-04,3.906466e-10,1.910847e-10,7.594561e-04,6.923465e-10,8.235943e-03,3.764217e+03,8.220303e-03,6.921068e-10,7.592789e-04,1.910580e-10,2.511648e-10,7.134790e-04,1.947333e-10,9.049514e-03,3.763465e+03,9.066025e-03,1.948010e-10,7.136450e-04,2.511999e-10,1.134969e+00,
-4.594595e-11,3.906415e-10,3.374413e-04,1.014045e-08,6.066296e-05,1.136966e+00,6.076360e-05,1.014078e-08,3.374476e-04,3.906466e-10,1.910847e-10,7.594557e-04,6.923460e-10,8.235909e-03,3.793759e+03,8.220337e-03,6.921073e-10,7.592792e-04,1.910581e-10,2.511649e-10,7.134793e-04,1.947334e-10,9.049550e-03,3.793001e+03,9.065989e-03,1.948008e-10,7.136446e-04,2.511998e-10,1.137762e+00,
-4.574575e-11,3.906415e-10,3.374413e-04,1.014045e-08,6.066318e-05,1.139738e+00,6.076338e-05,1.014078e-08,3.374476e-04,3.906466e-10,1.910846e-10,7.594553e-04,6.923454e-10,8.235875e-03,3.823599e+03,8.220371e-03,6.921078e-10,7.592796e-04,1.910582e-10,2.511650e-10,7.134797e-04,1.947336e-10,9.049586e-03,3.822834e+03,9.065953e-03,1.948007e-10,7.136443e-04,2.511997e-10,1.140534e+00,
-4.554555e-11,3.906415e-10,3.374413e-04,1.014045e-08,6.066340e-05,1.142489e+00,6.076316e-05,1.014078e-08,3.374476e-04,3.906466e-10,1.910845e-10,7.594549e-04,6.923449e-10,8.235841e-03,3.853738e+03,8.220405e-03,6.921084e-10,7.592800e-04,1.910582e-10,2.511651e-10,7.134800e-04,1.947337e-10,9.049621e-03,3.852967e+03,9.065917e-03,1.948005e-10,7.136439e-04,2.511997e-10,1.143285e+00,
-4.534535e-11,3.906415e-10,3.374413e-04,1.014046e-08,6.066362e-05,1.145217e+00,6.076294e-05,1.014078e-08,3.374475e-04,3.906466e-10,1.910845e-10,7.594545e-04,6.923444e-10,8.235807e-03,3.884181e+03,8.220439e-03,6.921089e-10,7.592804e-04,1.910583e-10,2.511651e-10,7.134804e-04,1.947338e-10,9.049657e-03,3.883404e+03,9.065882e-03,1.948004e-10,7.136436e-04,2.511996e-10,1.146013e+00,
-4.514515e-11,3.906415e-10,3.374413e-04,1.014046e-08,6.066384e-05,1.147922e+00,6.076272e-05,1.014078e-08,3.374475e-04,3.906465e-10,1.910844e-10,7.594541e-04,6.923439e-10,8.235773e-03,3.914931e+03,8.220473e-03,6.921094e-10,7.592808e-04,1.910583e-10,2.511652e-10,7.134808e-04,1.947340e-10,9.049693e-03,3.914148e+03,9.065846e-03,1.948002e-10,7.136432e-04,2.511995e-10,1.148719e+00,
-4.494494e-11,3.906416e-10,3.374413e-04,1.014046e-08,6.066406e-05,1.150604e+00,6.076250e-05,1.014078e-08,3.374475e-04,3.906465e-10,1.910844e-10,7.594538e-04,6.923434e-10,8.235739e-03,3.945990e+03,8.220507e-03,6.921099e-10,7.592812e-04,1.910584e-10,2.511653e-10,7.134811e-04,1.947341e-10,9.049729e-03,3.945201e+03,9.065810e-03,1.948001e-10,7.136428e-04,2.511994e-10,1.151400e+00,
-4.474474e-11,3.906416e-10,3.374414e-04,1.014046e-08,6.066428e-05,1.153261e+00,6.076228e-05,1.014078e-08,3.374475e-04,3.906465e-10,1.910843e-10,7.594534e-04,6.923428e-10,8.235705e-03,3.977363e+03,8.220541e-03,6.921104e-10,7.592815e-04,1.910585e-10,2.511654e-10,7.134815e-04,1.947343e-10,9.049765e-03,3.976568e+03,9.065774e-03,1.947999e-10,7.136425e-04,2.511993e-10,1.154058e+00,
-4.454454e-11,3.906416e-10,3.374414e-04,1.014046e-08,6.066450e-05,1.155893e+00,6.076206e-05,1.014078e-08,3.374475e-04,3.906465e-10,1.910843e-10,7.594530e-04,6.923423e-10,8.235671e-03,4.009053e+03,8.220575e-03,6.921110e-10,7.592819e-04,1.910585e-10,2.511654e-10,7.134818e-04,1.947344e-10,9.049800e-03,4.008251e+03,9.065738e-03,1.947998e-10,7.136421e-04,2.511993e-10,1.156689e+00,
-4.434434e-11,3.906416e-10,3.374414e-04,1.014046e-08,6.066472e-05,1.158499e+00,6.076184e-05,1.014078e-08,3.374475e-04,3.906465e-10,1.910842e-10,7.594526e-04,6.923418e-10,8.235637e-03,4.041062e+03,8.220608e-03,6.921115e-10,7.592823e-04,1.910586e-10,2.511655e-10,7.134822e-04,1.947346e-10,9.049836e-03,4.040253e+03,9.065702e-03,1.947996e-10,7.136418e-04,2.511992e-10,1.159295e+00,
-4.414414e-11,3.906416e-10,3.374414e-04,1.014046e-08,6.066494e-05,1.161078e+00,6.076162e-05,1.014078e-08,3.374475e-04,3.906465e-10,1.910841e-10,7.594522e-04,6.923413e-10,8.235603e-03,4.073394e+03,8.220642e-03,6.921120e-10,7.592827e-04,1.910586e-10,2.511656e-10,7.134826e-04,1.947347e-10,9.049872e-03,4.072579e+03,9.065667e-03,1.947995e-10,7.136414e-04,2.511991e-10,1.161874e+00,
-4.394394e-11,3.906416e-10,3.374414e-04,1.014046e-08,6.066516e-05,1.163630e+00,6.076141e-05,1.014078e-08,3.374475e-04,3.906465e-10,1.910841e-10,7.594518e-04,6.923407e-10,8.235569e-03,4.106053e+03,8.220676e-03,6.921125e-10,7.592831e-04,1.910587e-10,2.511657e-10,7.134829e-04,1.947349e-10,9.049908e-03,4.105232e+03,9.065631e-03,1.947993e-10,7.136410e-04,2.511990e-10,1.164426e+00,
-4.374374e-11,3.906416e-10,3.374414e-04,1.014046e-08,6.066537e-05,1.166153e+00,6.076119e-05,1.014078e-08,3.374474e-04,3.906465e-10,1.910840e-10,7.594514e-04,6.923402e-10,8.235536e-03,4.139042e+03,8.220710e-03,6.921130e-10,7.592835e-04,1.910587e-10,2.511657e-10,7.134833e-04,1.947350e-10,9.049943e-03,4.138214e+03,9.065595e-03,1.947992e-10,7.136407e-04,2.511990e-10,1.166949e+00,
-4.354354e-11,3.906416e-10,3.374414e-04,1.014046e-08,6.066559e-05,1.168646e+00,6.076097e-05,1.014078e-08,3.374474e-04,3.906465e-10,1.910840e-10,7.594511e-04,6.923397e-10,8.235502e-03,4.172364e+03,8.220744e-03,6.921136e-10,7.592839e-04,1.910588e-10,2.511658e-10,7.134836e-04,1.947352e-10,9.049979e-03,4.171530e+03,9.065559e-03,1.947991e-10,7.136403e-04,2.511989e-10,1.169443e+00,
-4.334334e-11,3.906416e-10,3.374414e-04,1.014046e-08,6.066581e-05,1.171110e+00,6.076075e-05,1.014078e-08,3.374474e-04,3.906464e-10,1.910839e-10,7.594507e-04,6.923392e-10,8.235468e-03,4.206023e+03,8.220778e-03,6.921141e-10,7.592842e-04,1.910589e-10,2.511659e-10,7.134840e-04,1.947353e-10,9.050015e-03,4.205182e+03,9.065523e-03,1.947989e-10,7.136400e-04,2.511988e-10,1.171906e+00,
-4.314314e-11,3.906417e-10,3.374415e-04,1.014046e-08,6.066603e-05,1.173543e+00,6.076053e-05,1.014077e-08,3.374474e-04,3.906464e-10,1.910839e-10,7.594503e-04,6.923387e-10,8.235434e-03,4.240023e+03,8.220812e-03,6.921146e-10,7.592846e-04,1.910589e-10,2.511660e-10,7.134844e-04,1.947355e-10,9.050051e-03,4.239175e+03,9.065487e-03,1.947988e-10,7.136396e-04,2.511987e-10,1.174339e+00,
-4.294294e-11,3.906417e-10,3.374415e-04,1.014046e-08,6.066625e-05,1.175943e+00,6.076031e-05,1.014077e-08,3.374474e-04,3.906464e-10,1.910838e-10,7.594499e-04,6.923381e-10,8.235400e-03,4.274366e+03,8.220846e-03,6.921151e-10,7.592850e-04,1.910590e-10,2.511660e-10,7.134847e-04,1.947356e-10,9.050087e-03,4.273511e+03,9.065451e-03,1.947986e-10,7.136392e-04,2.511987e-10,1.176740e+00,
-4.274274e-11,3.906417e-10,3.374415e-04,1.014046e-08,6.066647e-05,1.178311e+00,6.076009e-05,1.014077e-08,3.374474e-04,3.906464e-10,1.910837e-10,7.594495e-04,6.923376e-10,8.235366e-03,4.309057e+03,8.220880e-03,6.921156e-10,7.592854e-04,1.910590e-10,2.511661e-10,7.134851e-04,1.947358e-10,9.050122e-03,4.308195e+03,9.065416e-03,1.947985e-10,7.136389e-04,2.511986e-10,1.179108e+00,
-4.254254e-11,3.906417e-10,3.374415e-04,1.014047e-08,6.066669e-05,1.180646e+00,6.075987e-05,1.014077e-08,3.374474e-04,3.906464e-10,1.910837e-10,7.594491e-04,6.923371e-10,8.235332e-03,4.344098e+03,8.220913e-03,6.921162e-10,7.592858e-04,1.910591e-10,2.511662e-10,7.134854e-04,1.947359e-10,9.050158e-03,4.343229e+03,9.065380e-03,1.947983e-10,7.136385e-04,2.511985e-10,1.181442e+00,
-4.234234e-11,3.906417e-10,3.374415e-04,1.014047e-08,6.066691e-05,1.182946e+00,6.075965e-05,1.014077e-08,3.374473e-04,3.906464e-10,1.910836e-10,7.594488e-04,6.923366e-10,8.235298e-03,4.379494e+03,8.220947e-03,6.921167e-10,7.592862e-04,1.910591e-10,2.511663e-10,7.134858e-04,1.947360e-10,9.050194e-03,4.378618e+03,9.065344e-03,1.947982e-10,7.136382e-04,2.511984e-10,1.183742e+00,
-4.214214e-11,3.906417e-10,3.374415e-04,1.014047e-08,6.066713e-05,1.185210e+00,6.075943e-05,1.014077e-08,3.374473e-04,3.906464e-10,1.910836e-10,7.594484e-04,6.923361e-10,8.235264e-03,4.415248e+03,8.220981e-03,6.921172e-10,7.592865e-04,1.910592e-10,2.511663e-10,7.134862e-04,1.947362e-10,9.050230e-03,4.414365e+03,9.065308e-03,1.947980e-10,7.136378e-04,2.511984e-10,1.186006e+00,
-4.194194e-11,3.906417e-10,3.374415e-04,1.014047e-08,6.066735e-05,1.187438e+00,6.075921e-05,1.014077e-08,3.374473e-04,3.906464e-10,1.910835e-10,7.594480e-04,6.923355e-10,8.235230e-03,4.451364e+03,8.221015e-03,6.921177e-10,7.592869e-04,1.910593e-10,2.511664e-10,7.134865e-04,1.947363e-10,9.050265e-03,4.450473e+03,9.065272e-03,1.947979e-10,7.136374e-04,2.511983e-10,1.188234e+00,
-4.174174e-11,3.906417e-10,3.374416e-04,1.014047e-08,6.066757e-05,1.189628e+00,6.075899e-05,1.014077e-08,3.374473e-04,3.906464e-10,1.910834e-10,7.594476e-04,6.923350e-10,8.235196e-03,4.487844e+03,8.221049e-03,6.921182e-10,7.592873e-04,1.910593e-10,2.511665e-10,7.134869e-04,1.947365e-10,9.050301e-03,4.486947e+03,9.065236e-03,1.947977e-10,7.136371e-04,2.511982e-10,1.190425e+00,
-4.154154e-11,3.906417e-10,3.374416e-04,1.014047e-08,6.066779e-05,1.191780e+00,6.075877e-05,1.014077e-08,3.374473e-04,3.906463e-10,1.910834e-10,7.594472e-04,6.923345e-10,8.235162e-03,4.524694e+03,8.221083e-03,6.921188e-10,7.592877e-04,1.910594e-10,2.511666e-10,7.134872e-04,1.947366e-10,9.050337e-03,4.523789e+03,9.065200e-03,1.947976e-10,7.136367e-04,2.511981e-10,1.192577e+00,
-4.134134e-11,3.906418e-10,3.374416e-04,1.014047e-08,6.066801e-05,1.193893e+00,6.075855e-05,1.014077e-08,3.374473e-04,3.906463e-10,1.910833e-10,7.594468e-04,6.923340e-10,8.235128e-03,4.561916e+03,8.221117e-03,6.921193e-10,7.592881e-04,1.910594e-10,2.511666e-10,7.134876e-04,1.947368e-10,9.050373e-03,4.561004e+03,9.065165e-03,1.947974e-10,7.136364e-04,2.511981e-10,1.194689e+00,
-4.114114e-11,3.906418e-10,3.374416e-04,1.014047e-08,6.066822e-05,1.195965e+00,6.075834e-05,1.014077e-08,3.374473e-04,3.906463e-10,1.910833e-10,7.594464e-04,6.923335e-10,8.235094e-03,4.599514e+03,8.221151e-03,6.921198e-10,7.592885e-04,1.910595e-10,2.511667e-10,7.134880e-04,1.947369e-10,9.050409e-03,4.598595e+03,9.065129e-03,1.947973e-10,7.136360e-04,2.511980e-10,1.196762e+00,
-4.094094e-11,3.906418e-10,3.374416e-04,1.014047e-08,6.066844e-05,1.197996e+00,6.075812e-05,1.014077e-08,3.374472e-04,3.906463e-10,1.910832e-10,7.594461e-04,6.923329e-10,8.235060e-03,4.637493e+03,8.221185e-03,6.921203e-10,7.592888e-04,1.910595e-10,2.511668e-10,7.134883e-04,1.947371e-10,9.050444e-03,4.636565e+03,9.065093e-03,1.947971e-10,7.136356e-04,2.511979e-10,1.198793e+00,
-4.074074e-11,3.906418e-10,3.374416e-04,1.014047e-08,6.066866e-05,1.199985e+00,6.075790e-05,1.014077e-08,3.374472e-04,3.906463e-10,1.910832e-10,7.594457e-04,6.923324e-10,8.235026e-03,4.675855e+03,8.221218e-03,6.921208e-10,7.592892e-04,1.910596e-10,2.511669e-10,7.134887e-04,1.947372e-10,9.050480e-03,4.674919e+03,9.065057e-03,1.947970e-10,7.136353e-04,2.511978e-10,1.200781e+00,
-4.054054e-11,3.906418e-10,3.374416e-04,1.014047e-08,6.066888e-05,1.201930e+00,6.075768e-05,1.014077e-08,3.374472e-04,3.906463e-10,1.910831e-10,7.594453e-04,6.923319e-10,8.234992e-03,4.714604e+03,8.221252e-03,6.921214e-10,7.592896e-04,1.910597e-10,2.511670e-10,7.134890e-04,1.947374e-10,9.050516e-03,4.713661e+03,9.065021e-03,1.947969e-10,7.136349e-04,2.511978e-10,1.202726e+00,
-4.034034e-11,3.906418e-10,3.374417e-04,1.014047e-08,6.066910e-05,1.203831e+00,6.075746e-05,1.014076e-08,3.374472e-04,3.906463e-10,1.910830e-10,7.594449e-04,6.923314e-10,8.234958e-03,4.753744e+03,8.221286e-03,6.921219e-10,7.592900e-04,1.910597e-10,2.511670e-10,7.134894e-04,1.947375e-10,9.050552e-03,4.752793e+03,9.064985e-03,1.947967e-10,7.136346e-04,2.511977e-10,1.204627e+00,
-4.014014e-11,3.906418e-10,3.374417e-04,1.014047e-08,6.066932e-05,1.205686e+00,6.075724e-05,1.014076e-08,3.374472e-04,3.906463e-10,1.910830e-10,7.594445e-04,6.923309e-10,8.234924e-03,4.793279e+03,8.221320e-03,6.921224e-10,7.592904e-04,1.910598e-10,2.511671e-10,7.134898e-04,1.947377e-10,9.050587e-03,4.792321e+03,9.064949e-03,1.947966e-10,7.136342e-04,2.511976e-10,1.206482e+00,
-3.993994e-11,3.906418e-10,3.374417e-04,1.014047e-08,6.066954e-05,1.207494e+00,6.075702e-05,1.014076e-08,3.374472e-04,3.906463e-10,1.910829e-10,7.594441e-04,6.923303e-10,8.234890e-03,4.833213e+03,8.221354e-03,6.921229e-10,7.592908e-04,1.910598e-10,2.511672e-10,7.134901e-04,1.947378e-10,9.050623e-03,4.832247e+03,9.064914e-03,1.947964e-10,7.136338e-04,2.511975e-10,1.208291e+00,
-3.973974e-11,3.906418e-10,3.374417e-04,1.014048e-08,6.066976e-05,1.209255e+00,6.075680e-05,1.014076e-08,3.374472e-04,3.906462e-10,1.910829e-10,7.594438e-04,6.923298e-10,8.234856e-03,4.873549e+03,8.221388e-03,6.921234e-10,7.592912e-04,1.910599e-10,2.511673e-10,7.134905e-04,1.947380e-10,9.050659e-03,4.872575e+03,9.064878e-03,1.947963e-10,7.136335e-04,2.511974e-10,1.210051e+00,
-3.953954e-11,3.906419e-10,3.374417e-04,1.014048e-08,6.066998e-05,1.210967e+00,6.075658e-05,1.014076e-08,3.374472e-04,3.906462e-10,1.910828e-10,7.594434e-04,6.923293e-10,8.234822e-03,4.914292e+03,8.221422e-03,6.921240e-10,7.592915e-04,1.910600e-10,2.511673e-10,7.134908e-04,1.947381e-10,9.050695e-03,4.913309e+03,9.064842e-03,1.947961e-10,7.136331e-04,2.511974e-10,1.211763e+00,
-3.933934e-11,3.906419e-10,3.374417e-04,1.014048e-08,6.067020e-05,1.212628e+00,6.075636e-05,1.014076e-08,3.374471e-04,3.906462e-10,1.910828e-10,7.594430e-04,6.923288e-10,8.234788e-03,4.955444e+03,8.221456e-03,6.921245e-10,7.592919e-04,1.910600e-10,2.511674e-10,7.134912e-04,1.947383e-10,9.050731e-03,4.954453e+03,9.064806e-03,1.947960e-10,7.136327e-04,2.511973e-10,1.213425e+00,
-3.913914e-11,3.906419e-10,3.374417e-04,1.014048e-08,6.067042e-05,1.214239e+00,6.075614e-05,1.014076e-08,3.374471e-04,3.906462e-10,1.910827e-10,7.594426e-04,6.923283e-10,8.234754e-03,4.997010e+03,8.221490e-03,6.921250e-10,7.592923e-04,1.910601e-10,2.511675e-10,7.134916e-04,1.947384e-10,9.050766e-03,4.996011e+03,9.064770e-03,1.947958e-10,7.136324e-04,2.511972e-10,1.215035e+00,
-3.893894e-11,3.906419e-10,3.374418e-04,1.014048e-08,6.067064e-05,1.215797e+00,6.075592e-05,1.014076e-08,3.374471e-04,3.906462e-10,1.910826e-10,7.594422e-04,6.923277e-10,8.234721e-03,5.038994e+03,8.221523e-03,6.921255e-10,7.592927e-04,1.910601e-10,2.511676e-10,7.134919e-04,1.947385e-10,9.050802e-03,5.037986e+03,9.064734e-03,1.947957e-10,7.136320e-04,2.511971e-10,1.216593e+00,
-3.873874e-11,3.906419e-10,3.374418e-04,1.014048e-08,6.067086e-05,1.217302e+00,6.075570e-05,1.014076e-08,3.374471e-04,3.906462e-10,1.910826e-10,7.594418e-04,6.923272e-10,8.234687e-03,5.081399e+03,8.221557e-03,6.921260e-10,7.592931e-04,1.910602e-10,2.511676e-10,7.134923e-04,1.947387e-10,9.050838e-03,5.080383e+03,9.064699e-03,1.947955e-10,7.136317e-04,2.511971e-10,1.218098e+00,
-3.853854e-11,3.906419e-10,3.374418e-04,1.014048e-08,6.067107e-05,1.218751e+00,6.075549e-05,1.014076e-08,3.374471e-04,3.906462e-10,1.910825e-10,7.594414e-04,6.923267e-10,8.234653e-03,5.124230e+03,8.221591e-03,6.921266e-10,7.592935e-04,1.910602e-10,2.511677e-10,7.134926e-04,1.947388e-10,9.050874e-03,5.123205e+03,9.064663e-03,1.947954e-10,7.136313e-04,2.511970e-10,1.219548e+00,
-3.833834e-11,3.906419e-10,3.374418e-04,1.014048e-08,6.067129e-05,1.220146e+00,6.075527e-05,1.014076e-08,3.374471e-04,3.906462e-10,1.910825e-10,7.594411e-04,6.923262e-10,8.234619e-03,5.167489e+03,8.221625e-03,6.921271e-10,7.592938e-04,1.910603e-10,2.511678e-10,7.134930e-04,1.947390e-10,9.050910e-03,5.166456e+03,9.064627e-03,1.947952e-10,7.136309e-04,2.511969e-10,1.220942e+00,
-3.813814e-11,3.906419e-10,3.374418e-04,1.014048e-08,6.067151e-05,1.221482e+00,6.075505e-05,1.014076e-08,3.374471e-04,3.906462e-10,1.910824e-10,7.594407e-04,6.923257e-10,8.234585e-03,5.211182e+03,8.221659e-03,6.921276e-10,7.592942e-04,1.910604e-10,2.511679e-10,7.134934e-04,1.947391e-10,9.050945e-03,5.210140e+03,9.064591e-03,1.947951e-10,7.136306e-04,2.511968e-10,1.222279e+00,
-3.793794e-11,3.906419e-10,3.374418e-04,1.014048e-08,6.067173e-05,1.222761e+00,6.075483e-05,1.014076e-08,3.374470e-04,3.906461e-10,1.910823e-10,7.594403e-04,6.923251e-10,8.234551e-03,5.255311e+03,8.221693e-03,6.921281e-10,7.592946e-04,1.910604e-10,2.511679e-10,7.134937e-04,1.947393e-10,9.050981e-03,5.254260e+03,9.064555e-03,1.947949e-10,7.136302e-04,2.511968e-10,1.223557e+00,
-3.773774e-11,3.906420e-10,3.374418e-04,1.014048e-08,6.067195e-05,1.223980e+00,6.075461e-05,1.014076e-08,3.374470e-04,3.906461e-10,1.910823e-10,7.594399e-04,6.923246e-10,8.234517e-03,5.299881e+03,8.221727e-03,6.921286e-10,7.592950e-04,1.910605e-10,2.511680e-10,7.134941e-04,1.947394e-10,9.051017e-03,5.298821e+03,9.064519e-03,1.947948e-10,7.136299e-04,2.511967e-10,1.224776e+00,
-3.753754e-11,3.906420e-10,3.374418e-04,1.014048e-08,6.067217e-05,1.225138e+00,6.075439e-05,1.014075e-08,3.374470e-04,3.906461e-10,1.910822e-10,7.594395e-04,6.923241e-10,8.234483e-03,5.344896e+03,8.221761e-03,6.921292e-10,7.592954e-04,1.910605e-10,2.511681e-10,7.134944e-04,1.947396e-10,9.051053e-03,5.343827e+03,9.064483e-03,1.947946e-10,7.136295e-04,2.511966e-10,1.225935e+00,
-3.733734e-11,3.906420e-10,3.374419e-04,1.014048e-08,6.067239e-05,1.226234e+00,6.075417e-05,1.014075e-08,3.374470e-04,3.906461e-10,1.910822e-10,7.594391e-04,6.923236e-10,8.234449e-03,5.390358e+03,8.221795e-03,6.921297e-10,7.592958e-04,1.910606e-10,2.511682e-10,7.134948e-04,1.947397e-10,9.051088e-03,5.389280e+03,9.064448e-03,1.947945e-10,7.136291e-04,2.511965e-10,1.227031e+00,
-3.713714e-11,3.906420e-10,3.374419e-04,1.014048e-08,6.067261e-05,1.227267e+00,6.075395e-05,1.014075e-08,3.374470e-04,3.906461e-10,1.910821e-10,7.594388e-04,6.923231e-10,8.234415e-03,5.436273e+03,8.221829e-03,6.921302e-10,7.592961e-04,1.910606e-10,2.511682e-10,7.134952e-04,1.947399e-10,9.051124e-03,5.435186e+03,9.064412e-03,1.947944e-10,7.136288e-04,2.511965e-10,1.228063e+00,
-3.693694e-11,3.906420e-10,3.374419e-04,1.014049e-08,6.067283e-05,1.228235e+00,6.075373e-05,1.014075e-08,3.374470e-04,3.906461e-10,1.910821e-10,7.594384e-04,6.923225e-10,8.234381e-03,5.482644e+03,8.221862e-03,6.921307e-10,7.592965e-04,1.910607e-10,2.511683e-10,7.134955e-04,1.947400e-10,9.051160e-03,5.481547e+03,9.064376e-03,1.947942e-10,7.136284e-04,2.511964e-10,1.229031e+00,
-3.673674e-11,3.906420e-10,3.374419e-04,1.014049e-08,6.067305e-05,1.229137e+00,6.075351e-05,1.014075e-08,3.374470e-04,3.906461e-10,1.910820e-10,7.594380e-04,6.923220e-10,8.234347e-03,5.529474e+03,8.221896e-03,6.921312e-10,7.592969e-04,1.910608e-10,2.511684e-10,7.134959e-04,1.947402e-10,9.051196e-03,5.528368e+03,9.064340e-03,1.947941e-10,7.136281e-04,2.511963e-10,1.229933e+00,
-3.653654e-11,3.906420e-10,3.374419e-04,1.014049e-08,6.067327e-05,1.229971e+00,6.075329e-05,1.014075e-08,3.374469e-04,3.906461e-10,1.910819e-10,7.594376e-04,6.923215e-10,8.234313e-03,5.576768e+03,8.221930e-03,6.921318e-10,7.592973e-04,1.910608e-10,2.511685e-10,7.134962e-04,1.947403e-10,9.051232e-03,5.575652e+03,9.064304e-03,1.947939e-10,7.136277e-04,2.511962e-10,1.230767e+00,
