PRM transmissivity,Reflected power,
8.168168e-01,2.643133e+00,
8.178178e-01,2.644016e+00,
8.188188e-01,2.644897e+00,
8.198198e-01,2.645778e+00,
8.208208e-01,2.646658e+00,
8.218218e-01,2.647537e+00,
8.228228e-01,2.648415e+00,
8.238238e-01,2.649293e+00,
8.248248e-01,2.650169e+00,
8.258258e-01,2.651045e+00,
8.268268e-01,2.651920e+00,
8.278278e-01,2.652794e+00,
8.288288e-01,2.653667e+00,
8.298298e-01,2.654540e+00,
8.308308e-01,2.655412e+00,
8.318318e-01,2.656283e+00,
8.328328e-01,2.657153e+00,
8.338338e-01,2.658023e+00,
8.348348e-01,2.658892e+00,
8.358358e-01,2.659760e+00,
8.368368e-01,2.660628e+00,
8.378378e-01,2.661495e+00,
8.388388e-01,2.662361e+00,
8.398398e-01,2.663227e+00,
8.408408e-01,2.664092e+00,
8.418418e-01,2.664956e+00,
8.428428e-01,2.665820e+00,
8.438438e-01,2.666683e+00,
8.448448e-01,2.667546e+00,
8.458458e-01,2.668408e+00,
8.468468e-01,2.669269e+00,
8.478478e-01,2.670130e+00,
8.488488e-01,2.670991e+00,
8.498498e-01,2.671851e+00,
8.508509e-01,2.672710e+00,
8.518519e-01,2.673569e+00,
8.528529e-01,2.674428e+00,
8.538539e-01,2.675286e+00,
8.548549e-01,2.676144e+00,
8.558559e-01,2.677001e+00,
8.568569e-01,2.677858e+00,
8.578579e-01,2.678714e+00,
8.588589e-01,2.679570e+00,
8.598599e-01,2.680426e+00,
8.608609e-01,2.681282e+00,
8.618619e-01,2.682137e+00,
8.628629e-01,2.682992e+00,
8.638639e-01,2.683846e+00,
8.648649e-01,2.684701e+00,
8.658659e-01,2.685555e+00,
8.668669e-01,2.686409e+00,
8.678679e-01,2.687262e+00,
8.688689e-01,2.688116e+00,
8.698699e-01,2.688969e+00,
8.708709e-01,2.689822e+00,
8.718719e-01,2.690675e+00,
8.728729e-01,2.691528e+00,
8.738739e-01,2.692381e+00,
8.748749e-01,2.693233e+00,
8.758759e-01,2.694086e+00,
8.768769e-01,2.694939e+00,
8.778779e-01,2.695791e+00,
8.788789e-01,2.696644e+00,
8.798799e-01,2.697496e+00,
8.808809e-01,2.698349e+00,
8.818819e-01,2.699202e+00,
8.828829e-01,2.700055e+00,
8.838839e-01,2.700908e+00,
8.848849e-01,2.701761e+00,
8.858859e-01,2.702614e+00,
8.868869e-01,2.703467e+00,
8.878879e-01,2.704321e+00,
8.888889e-01,2.705175e+00,
8.898899e-01,2.706029e+00,
8.908909e-01,2.706884e+00,
8.918919e-01,2.707738e+00,
8.928929e-01,2.708594e+00,
8.938939e-01,2.709449e+00,
8.948949e-01,2.710305e+00,
8.958959e-01,2.711161e+00,
8.968969e-01,2.712018e+00,
8.978979e-01,2.712876e+00,
8.988989e-01,2.713733e+00,
8.998999e-01,2.714592e+00,
9.009009e-01,2.715451e+00,
9.019019e-01,2.716310e+00,
9.029029e-01,2.717171e+00,
9.039039e-01,2.718032e+00,
9.049049e-01,2.718893e+00,
9.059059e-01,2.719756e+00,
9.069069e-01,2.720619e+00,
9.079079e-01,2.721483e+00,
9.089089e-01,2.722348e+00,
9.099099e-01,2.723214e+00,
9.109109e-01,2.724081e+00,
9.119119e-01,2.724949e+00,
9.129129e-01,2.725818e+00,
9.139139e-01,2.726688e+00,
9.149149e-01,2.727559e+00,
9.159159e-01,2.728431e+00,
9.169169e-01,2.729304e+00,
9.179179e-01,2.730179e+00,
9.189189e-01,2.731055e+00,
9.199199e-01,2.731933e+00,
9.209209e-01,2.732812e+00,
9.219219e-01,2.733692e+00,
9.229229e-01,2.734574e+00,
9.239239e-01,2.735458e+00,
9.249249e-01,2.736343e+00,
9.259259e-01,2.737230e+00,
9.269269e-01,2.738119e+00,
9.279279e-01,2.739010e+00,
9.289289e-01,2.739902e+00,
9.299299e-01,2.740797e+00,
9.309309e-01,2.741694e+00,
9.319319e-01,2.742593e+00,
9.329329e-01,2.743494e+00,
9.339339e-01,2.744397e+00,
9.349349e-01,2.745303e+00,
9.359359e-01,2.746211e+00,
9.369369e-01,2.747122e+00,
9.379379e-01,2.748036e+00,
9.389389e-01,2.748952e+00,
9.399399e-01,2.749872e+00,
9.409409e-01,2.750794e+00,
9.419419e-01,2.751719e+00,
9.429429e-01,2.752648e+00,
9.439439e-01,2.753580e+00,
9.449449e-01,2.754515e+00,
9.459459e-01,2.755455e+00,
9.469469e-01,2.756397e+00,
9.479479e-01,2.757344e+00,
9.489489e-01,2.758295e+00,
9.499499e-01,2.759250e+00,
9.509510e-01,2.760210e+00,
9.519520e-01,2.761174e+00,
9.529530e-01,2.762142e+00,
9.539540e-01,2.763116e+00,
9.549550e-01,2.764095e+00,
9.559560e-01,2.765079e+00,
9.569570e-01,2.766069e+00,
9.579580e-01,2.767065e+00,
9.589590e-01,2.768067e+00,
9.599600e-01,2.769075e+00,
9.609610e-01,2.770090e+00,
9.619620e-01,2.771112e+00,
9.629630e-01,2.772141e+00,
9.639640e-01,2.773178e+00,
9.649650e-01,2.774223e+00,
9.659660e-01,2.775277e+00,
9.669670e-01,2.776339e+00,
9.679680e-01,2.777411e+00,
9.689690e-01,2.778493e+00,
9.699700e-01,2.779586e+00,
9.709710e-01,2.780689e+00,
9.719720e-01,2.781804e+00,
9.729730e-01,2.782932e+00,
9.739740e-01,2.784073e+00,
9.749750e-01,2.785228e+00,
9.759760e-01,2.786397e+00,
9.769770e-01,2.787583e+00,
9.779780e-01,2.788787e+00,
9.789790e-01,2.790009e+00,
9.799800e-01,2.791250e+00,
9.809810e-01,2.792514e+00,
9.819820e-01,2.793800e+00,
9.829830e-01,2.795113e+00,
9.839840e-01,2.796453e+00,
9.849850e-01,2.797825e+00,
9.859860e-01,2.799230e+00,
9.869870e-01,2.800674e+00,
9.879880e-01,2.802160e+00,
9.889890e-01,2.803695e+00,
9.899900e-01,2.805285e+00,
9.909910e-01,2.806940e+00,
9.919920e-01,2.808671e+00,
9.929930e-01,2.810493e+00,
9.939940e-01,2.812427e+00,
9.949950e-01,2.814503e+00,
9.959960e-01,2.816768e+00,
9.969970e-01,2.819301e+00,
9.979980e-01,2.822256e+00,
9.989990e-01,2.826040e+00,
1.000000e+00,2.834519e+00,
