DARM offset (m),AS  X -68178606 (W),AS  X -56815505 (W),AS  X -45452404 (W),AS  X -11363101 (W),        AS  X 0 (W), AS  X 11363101 (W), AS  X 45452404 (W), AS  X 56815505 (W), AS  X 68178606 (W),Arm X -68178606 (W),Arm X -56815505 (W),Arm X -45452404 (W),Arm X -11363101 (W),        Arm X 0 (W), Arm X 11363101 (W), Arm X 45452404 (W), Arm X 56815505 (W), Arm X 68178606 (W),Arm Y -68178606 (W),Arm Y -56815505 (W),Arm Y -45452404 (W),Arm Y -11363101 (W),        Arm Y 0 (W), Arm Y 11363101 (W), Arm Y 45452404 (W), Arm Y 56815505 (W), Arm Y 68178606 (W),AS total (W),
-1.000000e-10,5.578643e-10,7.559669e-04,7.582261e-11,1.371432e-05,1.883946e-01,8.281065e-06,8.224062e-11,5.139161e-03,1.856608e-10,2.613882e-10,5.567356e-04,3.751302e-10,9.033128e-03,1.517272e+04,8.825015e-03,3.566620e-10,6.527446e-05,2.301904e-10,1.823783e-10,7.213373e-04,3.604085e-10,8.722725e-03,1.761278e+04,8.839689e-03,3.789785e-10,6.836801e-05,2.102111e-10,1.943117e-01,
-9.979980e-11,5.578643e-10,7.559669e-04,7.582261e-11,1.371437e-05,1.877367e-01,8.281034e-06,8.224062e-11,5.139161e-03,1.856608e-10,2.613881e-10,5.567353e-04,3.751299e-10,9.033093e-03,1.518281e+04,8.825050e-03,3.566623e-10,6.527449e-05,2.301905e-10,1.823784e-10,7.213377e-04,3.604088e-10,8.722759e-03,1.761922e+04,8.839654e-03,3.789782e-10,6.836798e-05,2.102111e-10,1.936539e-01,
-9.959960e-11,5.578643e-10,7.559669e-04,7.582262e-11,1.371442e-05,1.870793e-01,8.281003e-06,8.224061e-11,5.139161e-03,1.856608e-10,2.613880e-10,5.567350e-04,3.751296e-10,9.033058e-03,1.519289e+04,8.825084e-03,3.566626e-10,6.527453e-05,2.301906e-10,1.823784e-10,7.213380e-04,3.604091e-10,8.722794e-03,1.762564e+04,8.839619e-03,3.789779e-10,6.836795e-05,2.102110e-10,1.929964e-01,
-9.939940e-11,5.578644e-10,7.559670e-04,7.582263e-11,1.371447e-05,1.864224e-01,8.280973e-06,8.224061e-11,5.139161e-03,1.856608e-10,2.613879e-10,5.567347e-04,3.751293e-10,9.033022e-03,1.520294e+04,8.825119e-03,3.566629e-10,6.527456e-05,2.301906e-10,1.823785e-10,7.213384e-04,3.604093e-10,8.722828e-03,1.763202e+04,8.839584e-03,3.789776e-10,6.836792e-05,2.102110e-10,1.923395e-01,
-9.919920e-11,5.578644e-10,7.559670e-04,7.582263e-11,1.371452e-05,1.857659e-01,8.280942e-06,8.224060e-11,5.139161e-03,1.856608e-10,2.613879e-10,5.567344e-04,3.751290e-10,9.032987e-03,1.521297e+04,8.825154e-03,3.566631e-10,6.527460e-05,2.301907e-10,1.823786e-10,7.213388e-04,3.604096e-10,8.722863e-03,1.763837e+04,8.839549e-03,3.789773e-10,6.836789e-05,2.102109e-10,1.916830e-01,
-9.899900e-11,5.578644e-10,7.559670e-04,7.582264e-11,1.371458e-05,1.851099e-01,8.280912e-06,8.224059e-11,5.139161e-03,1.856608e-10,2.613878e-10,5.567341e-04,3.751287e-10,9.032952e-03,1.522298e+04,8.825189e-03,3.566634e-10,6.527464e-05,2.301908e-10,1.823786e-10,7.213391e-04,3.604099e-10,8.722897e-03,1.764470e+04,8.839515e-03,3.789770e-10,6.836786e-05,2.102108e-10,1.910270e-01,
-9.879880e-11,5.578644e-10,7.559670e-04,7.582264e-11,1.371463e-05,1.844544e-01,8.280881e-06,8.224059e-11,5.139161e-03,1.856607e-10,2.613877e-10,5.567338e-04,3.751284e-10,9.032917e-03,1.523297e+04,8.825224e-03,3.566637e-10,6.527467e-05,2.301908e-10,1.823787e-10,7.213395e-04,3.604102e-10,8.722931e-03,1.765100e+04,8.839480e-03,3.789768e-10,6.836782e-05,2.102108e-10,1.903715e-01,
-9.859860e-11,5.578644e-10,7.559671e-04,7.582265e-11,1.371468e-05,1.837994e-01,8.280851e-06,8.224058e-11,5.139161e-03,1.856607e-10,2.613876e-10,5.567335e-04,3.751281e-10,9.032881e-03,1.524294e+04,8.825259e-03,3.566640e-10,6.527471e-05,2.301909e-10,1.823787e-10,7.213398e-04,3.604105e-10,8.722966e-03,1.765727e+04,8.839445e-03,3.789765e-10,6.836779e-05,2.102107e-10,1.897165e-01,
-9.839840e-11,5.578644e-10,7.559671e-04,7.582265e-11,1.371473e-05,1.831449e-01,8.280820e-06,8.224058e-11,5.139161e-03,1.856607e-10,2.613875e-10,5.567333e-04,3.751279e-10,9.032846e-03,1.525289e+04,8.825293e-03,3.566642e-10,6.527475e-05,2.301910e-10,1.823788e-10,7.213402e-04,3.604107e-10,8.723000e-03,1.766351e+04,8.839410e-03,3.789762e-10,6.836776e-05,2.102106e-10,1.890620e-01,
-9.819820e-11,5.578645e-10,7.559671e-04,7.582266e-11,1.371478e-05,1.824908e-01,8.280790e-06,8.224057e-11,5.139162e-03,1.856607e-10,2.613875e-10,5.567330e-04,3.751276e-10,9.032811e-03,1.526281e+04,8.825328e-03,3.566645e-10,6.527478e-05,2.301910e-10,1.823788e-10,7.213406e-04,3.604110e-10,8.723034e-03,1.766972e+04,8.839375e-03,3.789759e-10,6.836773e-05,2.102106e-10,1.884080e-01,
-9.799800e-11,5.578645e-10,7.559671e-04,7.582266e-11,1.371483e-05,1.818373e-01,8.280759e-06,8.224056e-11,5.139162e-03,1.856607e-10,2.613874e-10,5.567327e-04,3.751273e-10,9.032776e-03,1.527272e+04,8.825363e-03,3.566648e-10,6.527482e-05,2.301911e-10,1.823789e-10,7.213409e-04,3.604113e-10,8.723069e-03,1.767590e+04,8.839340e-03,3.789756e-10,6.836770e-05,2.102105e-10,1.877544e-01,
-9.779780e-11,5.578645e-10,7.559672e-04,7.582267e-11,1.371488e-05,1.811843e-01,8.280729e-06,8.224056e-11,5.139162e-03,1.856607e-10,2.613873e-10,5.567324e-04,3.751270e-10,9.032740e-03,1.528261e+04,8.825398e-03,3.566651e-10,6.527485e-05,2.301912e-10,1.823789e-10,7.213413e-04,3.604116e-10,8.723103e-03,1.768205e+04,8.839305e-03,3.789753e-10,6.836767e-05,2.102105e-10,1.871014e-01,
-9.759760e-11,5.578645e-10,7.559672e-04,7.582267e-11,1.371493e-05,1.805318e-01,8.280698e-06,8.224055e-11,5.139162e-03,1.856607e-10,2.613872e-10,5.567321e-04,3.751267e-10,9.032705e-03,1.529248e+04,8.825433e-03,3.566653e-10,6.527489e-05,2.301912e-10,1.823790e-10,7.213416e-04,3.604118e-10,8.723137e-03,1.768818e+04,8.839270e-03,3.789750e-10,6.836764e-05,2.102104e-10,1.864490e-01,
-9.739740e-11,5.578645e-10,7.559672e-04,7.582268e-11,1.371498e-05,1.798799e-01,8.280668e-06,8.224055e-11,5.139162e-03,1.856607e-10,2.613872e-10,5.567318e-04,3.751264e-10,9.032670e-03,1.530233e+04,8.825468e-03,3.566656e-10,6.527493e-05,2.301913e-10,1.823790e-10,7.213420e-04,3.604121e-10,8.723172e-03,1.769427e+04,8.839235e-03,3.789747e-10,6.836760e-05,2.102103e-10,1.857970e-01,
-9.719720e-11,5.578645e-10,7.559672e-04,7.582268e-11,1.371503e-05,1.792284e-01,8.280637e-06,8.224054e-11,5.139162e-03,1.856607e-10,2.613871e-10,5.567315e-04,3.751261e-10,9.032635e-03,1.531215e+04,8.825502e-03,3.566659e-10,6.527496e-05,2.301914e-10,1.823791e-10,7.213424e-04,3.604124e-10,8.723206e-03,1.770034e+04,8.839200e-03,3.789744e-10,6.836757e-05,2.102103e-10,1.851456e-01,
-9.699700e-11,5.578646e-10,7.559673e-04,7.582269e-11,1.371509e-05,1.785775e-01,8.280606e-06,8.224053e-11,5.139162e-03,1.856607e-10,2.613870e-10,5.567312e-04,3.751258e-10,9.032599e-03,1.532196e+04,8.825537e-03,3.566662e-10,6.527500e-05,2.301914e-10,1.823792e-10,7.213427e-04,3.604127e-10,8.723240e-03,1.770638e+04,8.839166e-03,3.789741e-10,6.836754e-05,2.102102e-10,1.844947e-01,
-9.679680e-11,5.578646e-10,7.559673e-04,7.582270e-11,1.371514e-05,1.779272e-01,8.280576e-06,8.224053e-11,5.139162e-03,1.856607e-10,2.613869e-10,5.567310e-04,3.751255e-10,9.032564e-03,1.533175e+04,8.825572e-03,3.566664e-10,6.527503e-05,2.301915e-10,1.823792e-10,7.213431e-04,3.604130e-10,8.723275e-03,1.771238e+04,8.839131e-03,3.789738e-10,6.836751e-05,2.102101e-10,1.838443e-01,
-9.659660e-11,5.578646e-10,7.559673e-04,7.582270e-11,1.371519e-05,1.772774e-01,8.280545e-06,8.224052e-11,5.139163e-03,1.856607e-10,2.613868e-10,5.567307e-04,3.751253e-10,9.032529e-03,1.534151e+04,8.825607e-03,3.566667e-10,6.527507e-05,2.301916e-10,1.823793e-10,7.213435e-04,3.604132e-10,8.723309e-03,1.771837e+04,8.839096e-03,3.789735e-10,6.836748e-05,2.102101e-10,1.831945e-01,
-9.639640e-11,5.578646e-10,7.559673e-04,7.582271e-11,1.371524e-05,1.766281e-01,8.280515e-06,8.224052e-11,5.139163e-03,1.856607e-10,2.613868e-10,5.567304e-04,3.751250e-10,9.032493e-03,1.535126e+04,8.825642e-03,3.566670e-10,6.527511e-05,2.301917e-10,1.823793e-10,7.213438e-04,3.604135e-10,8.723343e-03,1.772432e+04,8.839061e-03,3.789732e-10,6.836745e-05,2.102100e-10,1.825452e-01,
-9.619620e-11,5.578646e-10,7.559674e-04,7.582271e-11,1.371529e-05,1.759794e-01,8.280484e-06,8.224051e-11,5.139163e-03,1.856607e-10,2.613867e-10,5.567301e-04,3.751247e-10,9.032458e-03,1.536098e+04,8.825677e-03,3.566673e-10,6.527514e-05,2.301917e-10,1.823794e-10,7.213442e-04,3.604138e-10,8.723378e-03,1.773024e+04,8.839026e-03,3.789729e-10,6.836742e-05,2.102099e-10,1.818965e-01,
-9.599600e-11,5.578646e-10,7.559674e-04,7.582272e-11,1.371534e-05,1.753313e-01,8.280454e-06,8.224051e-11,5.139163e-03,1.856607e-10,2.613866e-10,5.567298e-04,3.751244e-10,9.032423e-03,1.537069e+04,8.825711e-03,3.566675e-10,6.527518e-05,2.301918e-10,1.823794e-10,7.213445e-04,3.604141e-10,8.723412e-03,1.773614e+04,8.838991e-03,3.789726e-10,6.836738e-05,2.102099e-10,1.812484e-01,
-9.579580e-11,5.578647e-10,7.559674e-04,7.582272e-11,1.371539e-05,1.746837e-01,8.280423e-06,8.224050e-11,5.139163e-03,1.856607e-10,2.613865e-10,5.567295e-04,3.751241e-10,9.032388e-03,1.538037e+04,8.825746e-03,3.566678e-10,6.527521e-05,2.301919e-10,1.823795e-10,7.213449e-04,3.604143e-10,8.723447e-03,1.774200e+04,8.838956e-03,3.789724e-10,6.836735e-05,2.102098e-10,1.806008e-01,
-9.559560e-11,5.578647e-10,7.559674e-04,7.582273e-11,1.371544e-05,1.740367e-01,8.280393e-06,8.224049e-11,5.139163e-03,1.856607e-10,2.613865e-10,5.567292e-04,3.751238e-10,9.032352e-03,1.539004e+04,8.825781e-03,3.566681e-10,6.527525e-05,2.301919e-10,1.823795e-10,7.213453e-04,3.604146e-10,8.723481e-03,1.774784e+04,8.838921e-03,3.789721e-10,6.836732e-05,2.102098e-10,1.799538e-01,
-9.539540e-11,5.578647e-10,7.559675e-04,7.582273e-11,1.371549e-05,1.733903e-01,8.280362e-06,8.224049e-11,5.139163e-03,1.856607e-10,2.613864e-10,5.567289e-04,3.751235e-10,9.032317e-03,1.539968e+04,8.825816e-03,3.566684e-10,6.527529e-05,2.301920e-10,1.823796e-10,7.213456e-04,3.604149e-10,8.723515e-03,1.775365e+04,8.838886e-03,3.789718e-10,6.836729e-05,2.102097e-10,1.793074e-01,
-9.519520e-11,5.578647e-10,7.559675e-04,7.582274e-11,1.371554e-05,1.727445e-01,8.280332e-06,8.224048e-11,5.139163e-03,1.856607e-10,2.613863e-10,5.567286e-04,3.751232e-10,9.032282e-03,1.540930e+04,8.825851e-03,3.566686e-10,6.527532e-05,2.301921e-10,1.823796e-10,7.213460e-04,3.604152e-10,8.723550e-03,1.775943e+04,8.838851e-03,3.789715e-10,6.836726e-05,2.102096e-10,1.786616e-01,
-9.499499e-11,5.578647e-10,7.559675e-04,7.582274e-11,1.371560e-05,1.720992e-01,8.280301e-06,8.224048e-11,5.139163e-03,1.856606e-10,2.613862e-10,5.567284e-04,3.751229e-10,9.032247e-03,1.541891e+04,8.825886e-03,3.566689e-10,6.527536e-05,2.301921e-10,1.823797e-10,7.213463e-04,3.604155e-10,8.723584e-03,1.776518e+04,8.838816e-03,3.789712e-10,6.836723e-05,2.102096e-10,1.780164e-01,
-9.479479e-11,5.578647e-10,7.559675e-04,7.582275e-11,1.371565e-05,1.714546e-01,8.280271e-06,8.224047e-11,5.139164e-03,1.856606e-10,2.613861e-10,5.567281e-04,3.751227e-10,9.032211e-03,1.542849e+04,8.825920e-03,3.566692e-10,6.527539e-05,2.301922e-10,1.823798e-10,7.213467e-04,3.604157e-10,8.723618e-03,1.777091e+04,8.838782e-03,3.789709e-10,6.836720e-05,2.102095e-10,1.773717e-01,
-9.459459e-11,5.578647e-10,7.559676e-04,7.582276e-11,1.371570e-05,1.708106e-01,8.280240e-06,8.224046e-11,5.139164e-03,1.856606e-10,2.613861e-10,5.567278e-04,3.751224e-10,9.032176e-03,1.543805e+04,8.825955e-03,3.566695e-10,6.527543e-05,2.301923e-10,1.823798e-10,7.213471e-04,3.604160e-10,8.723653e-03,1.777660e+04,8.838747e-03,3.789706e-10,6.836716e-05,2.102094e-10,1.767277e-01,
-9.439439e-11,5.578648e-10,7.559676e-04,7.582276e-11,1.371575e-05,1.701671e-01,8.280210e-06,8.224046e-11,5.139164e-03,1.856606e-10,2.613860e-10,5.567275e-04,3.751221e-10,9.032141e-03,1.544759e+04,8.825990e-03,3.566697e-10,6.527547e-05,2.301923e-10,1.823799e-10,7.213474e-04,3.604163e-10,8.723687e-03,1.778227e+04,8.838712e-03,3.789703e-10,6.836713e-05,2.102094e-10,1.760843e-01,
-9.419419e-11,5.578648e-10,7.559676e-04,7.582277e-11,1.371580e-05,1.695243e-01,8.280179e-06,8.224045e-11,5.139164e-03,1.856606e-10,2.613859e-10,5.567272e-04,3.751218e-10,9.032106e-03,1.545712e+04,8.826025e-03,3.566700e-10,6.527550e-05,2.301924e-10,1.823799e-10,7.213478e-04,3.604166e-10,8.723721e-03,1.778791e+04,8.838677e-03,3.789700e-10,6.836710e-05,2.102093e-10,1.754415e-01,
-9.399399e-11,5.578648e-10,7.559676e-04,7.582277e-11,1.371585e-05,1.688821e-01,8.280148e-06,8.224045e-11,5.139164e-03,1.856606e-10,2.613858e-10,5.567269e-04,3.751215e-10,9.032070e-03,1.546662e+04,8.826060e-03,3.566703e-10,6.527554e-05,2.301925e-10,1.823800e-10,7.213481e-04,3.604168e-10,8.723756e-03,1.779352e+04,8.838642e-03,3.789697e-10,6.836707e-05,2.102093e-10,1.747993e-01,
-9.379379e-11,5.578648e-10,7.559677e-04,7.582278e-11,1.371590e-05,1.682406e-01,8.280118e-06,8.224044e-11,5.139164e-03,1.856606e-10,2.613858e-10,5.567266e-04,3.751212e-10,9.032035e-03,1.547610e+04,8.826095e-03,3.566706e-10,6.527557e-05,2.301926e-10,1.823800e-10,7.213485e-04,3.604171e-10,8.723790e-03,1.779910e+04,8.838607e-03,3.789694e-10,6.836704e-05,2.102092e-10,1.741577e-01,
-9.359359e-11,5.578648e-10,7.559677e-04,7.582278e-11,1.371595e-05,1.675996e-01,8.280087e-06,8.224044e-11,5.139164e-03,1.856606e-10,2.613857e-10,5.567263e-04,3.751209e-10,9.032000e-03,1.548556e+04,8.826129e-03,3.566708e-10,6.527561e-05,2.301926e-10,1.823801e-10,7.213489e-04,3.604174e-10,8.723824e-03,1.780466e+04,8.838572e-03,3.789691e-10,6.836701e-05,2.102091e-10,1.735167e-01,
-9.339339e-11,5.578648e-10,7.559677e-04,7.582279e-11,1.371600e-05,1.669593e-01,8.280057e-06,8.224043e-11,5.139164e-03,1.856606e-10,2.613856e-10,5.567261e-04,3.751206e-10,9.031965e-03,1.549500e+04,8.826164e-03,3.566711e-10,6.527565e-05,2.301927e-10,1.823801e-10,7.213492e-04,3.604177e-10,8.723859e-03,1.781018e+04,8.838537e-03,3.789688e-10,6.836698e-05,2.102091e-10,1.728764e-01,
-9.319319e-11,5.578649e-10,7.559677e-04,7.582279e-11,1.371605e-05,1.663196e-01,8.280026e-06,8.224042e-11,5.139165e-03,1.856606e-10,2.613855e-10,5.567258e-04,3.751203e-10,9.031929e-03,1.550442e+04,8.826199e-03,3.566714e-10,6.527568e-05,2.301928e-10,1.823802e-10,7.213496e-04,3.604180e-10,8.723893e-03,1.781568e+04,8.838502e-03,3.789685e-10,6.836694e-05,2.102090e-10,1.722368e-01,
-9.299299e-11,5.578649e-10,7.559677e-04,7.582280e-11,1.371611e-05,1.656806e-01,8.279996e-06,8.224042e-11,5.139165e-03,1.856606e-10,2.613854e-10,5.567255e-04,3.751200e-10,9.031894e-03,1.551382e+04,8.826234e-03,3.566717e-10,6.527572e-05,2.301928e-10,1.823802e-10,7.213499e-04,3.604182e-10,8.723928e-03,1.782115e+04,8.838467e-03,3.789683e-10,6.836691e-05,2.102089e-10,1.715978e-01,
-9.279279e-11,5.578649e-10,7.559678e-04,7.582280e-11,1.371616e-05,1.650423e-01,8.279965e-06,8.224041e-11,5.139165e-03,1.856606e-10,2.613854e-10,5.567252e-04,3.751198e-10,9.031859e-03,1.552321e+04,8.826269e-03,3.566719e-10,6.527576e-05,2.301929e-10,1.823803e-10,7.213503e-04,3.604185e-10,8.723962e-03,1.782659e+04,8.838433e-03,3.789680e-10,6.836688e-05,2.102089e-10,1.709594e-01,
-9.259259e-11,5.578649e-10,7.559678e-04,7.582281e-11,1.371621e-05,1.644046e-01,8.279935e-06,8.224041e-11,5.139165e-03,1.856606e-10,2.613853e-10,5.567249e-04,3.751195e-10,9.031823e-03,1.553257e+04,8.826304e-03,3.566722e-10,6.527579e-05,2.301930e-10,1.823803e-10,7.213507e-04,3.604188e-10,8.723996e-03,1.783201e+04,8.838398e-03,3.789677e-10,6.836685e-05,2.102088e-10,1.703217e-01,
-9.239239e-11,5.578649e-10,7.559678e-04,7.582281e-11,1.371626e-05,1.637675e-01,8.279904e-06,8.224040e-11,5.139165e-03,1.856606e-10,2.613852e-10,5.567246e-04,3.751192e-10,9.031788e-03,1.554191e+04,8.826338e-03,3.566725e-10,6.527583e-05,2.301930e-10,1.823804e-10,7.213510e-04,3.604191e-10,8.724031e-03,1.783739e+04,8.838363e-03,3.789674e-10,6.836682e-05,2.102087e-10,1.696846e-01,
-9.219219e-11,5.578649e-10,7.559678e-04,7.582282e-11,1.371631e-05,1.631311e-01,8.279874e-06,8.224039e-11,5.139165e-03,1.856606e-10,2.613851e-10,5.567243e-04,3.751189e-10,9.031753e-03,1.555123e+04,8.826373e-03,3.566728e-10,6.527586e-05,2.301931e-10,1.823805e-10,7.213514e-04,3.604193e-10,8.724065e-03,1.784275e+04,8.838328e-03,3.789671e-10,6.836679e-05,2.102087e-10,1.690483e-01,
-9.199199e-11,5.578650e-10,7.559679e-04,7.582283e-11,1.371636e-05,1.624954e-01,8.279843e-06,8.224039e-11,5.139165e-03,1.856606e-10,2.613851e-10,5.567240e-04,3.751186e-10,9.031718e-03,1.556053e+04,8.826408e-03,3.566731e-10,6.527590e-05,2.301932e-10,1.823805e-10,7.213517e-04,3.604196e-10,8.724099e-03,1.784808e+04,8.838293e-03,3.789668e-10,6.836676e-05,2.102086e-10,1.684126e-01,
-9.179179e-11,5.578650e-10,7.559679e-04,7.582283e-11,1.371641e-05,1.618604e-01,8.279813e-06,8.224038e-11,5.139165e-03,1.856606e-10,2.613850e-10,5.567237e-04,3.751183e-10,9.031682e-03,1.556980e+04,8.826443e-03,3.566733e-10,6.527594e-05,2.301932e-10,1.823806e-10,7.213521e-04,3.604199e-10,8.724134e-03,1.785339e+04,8.838258e-03,3.789665e-10,6.836672e-05,2.102086e-10,1.677775e-01,
-9.159159e-11,5.578650e-10,7.559679e-04,7.582284e-11,1.371646e-05,1.612261e-01,8.279782e-06,8.224038e-11,5.139165e-03,1.856606e-10,2.613849e-10,5.567235e-04,3.751180e-10,9.031647e-03,1.557906e+04,8.826478e-03,3.566736e-10,6.527597e-05,2.301933e-10,1.823806e-10,7.213525e-04,3.604202e-10,8.724168e-03,1.785866e+04,8.838223e-03,3.789662e-10,6.836669e-05,2.102085e-10,1.671432e-01,
-9.139139e-11,5.578650e-10,7.559679e-04,7.582284e-11,1.371651e-05,1.605924e-01,8.279752e-06,8.224037e-11,5.139166e-03,1.856606e-10,2.613848e-10,5.567232e-04,3.751177e-10,9.031612e-03,1.558830e+04,8.826513e-03,3.566739e-10,6.527601e-05,2.301934e-10,1.823807e-10,7.213528e-04,3.604205e-10,8.724202e-03,1.786391e+04,8.838188e-03,3.789659e-10,6.836666e-05,2.102084e-10,1.665095e-01,
-9.119119e-11,5.578650e-10,7.559680e-04,7.582285e-11,1.371656e-05,1.599594e-01,8.279721e-06,8.224036e-11,5.139166e-03,1.856605e-10,2.613847e-10,5.567229e-04,3.751174e-10,9.031577e-03,1.559752e+04,8.826547e-03,3.566742e-10,6.527604e-05,2.301935e-10,1.823807e-10,7.213532e-04,3.604207e-10,8.724237e-03,1.786913e+04,8.838153e-03,3.789656e-10,6.836663e-05,2.102084e-10,1.658766e-01,
-9.099099e-11,5.578650e-10,7.559680e-04,7.582285e-11,1.371662e-05,1.593272e-01,8.279690e-06,8.224036e-11,5.139166e-03,1.856605e-10,2.613847e-10,5.567226e-04,3.751172e-10,9.031541e-03,1.560672e+04,8.826582e-03,3.566744e-10,6.527608e-05,2.301935e-10,1.823808e-10,7.213536e-04,3.604210e-10,8.724271e-03,1.787432e+04,8.838118e-03,3.789653e-10,6.836660e-05,2.102083e-10,1.652443e-01,
-9.079079e-11,5.578650e-10,7.559680e-04,7.582286e-11,1.371667e-05,1.586956e-01,8.279660e-06,8.224035e-11,5.139166e-03,1.856605e-10,2.613846e-10,5.567223e-04,3.751169e-10,9.031506e-03,1.561590e+04,8.826617e-03,3.566747e-10,6.527612e-05,2.301936e-10,1.823808e-10,7.213539e-04,3.604213e-10,8.724305e-03,1.787948e+04,8.838084e-03,3.789650e-10,6.836657e-05,2.102082e-10,1.646128e-01,
-9.059059e-11,5.578651e-10,7.559680e-04,7.582286e-11,1.371672e-05,1.580648e-01,8.279629e-06,8.224035e-11,5.139166e-03,1.856605e-10,2.613845e-10,5.567220e-04,3.751166e-10,9.031471e-03,1.562506e+04,8.826652e-03,3.566750e-10,6.527615e-05,2.301937e-10,1.823809e-10,7.213543e-04,3.604216e-10,8.724340e-03,1.788462e+04,8.838049e-03,3.789647e-10,6.836654e-05,2.102082e-10,1.639819e-01,
-9.039039e-11,5.578651e-10,7.559681e-04,7.582287e-11,1.371677e-05,1.574346e-01,8.279599e-06,8.224034e-11,5.139166e-03,1.856605e-10,2.613844e-10,5.567217e-04,3.751163e-10,9.031436e-03,1.563420e+04,8.826687e-03,3.566753e-10,6.527619e-05,2.301937e-10,1.823809e-10,7.213546e-04,3.604219e-10,8.724374e-03,1.788972e+04,8.838014e-03,3.789644e-10,6.836650e-05,2.102081e-10,1.633518e-01,
-9.019019e-11,5.578651e-10,7.559681e-04,7.582287e-11,1.371682e-05,1.568052e-01,8.279568e-06,8.224034e-11,5.139166e-03,1.856605e-10,2.613843e-10,5.567214e-04,3.751160e-10,9.031400e-03,1.564332e+04,8.826722e-03,3.566755e-10,6.527622e-05,2.301938e-10,1.823810e-10,7.213550e-04,3.604221e-10,8.724409e-03,1.789480e+04,8.837979e-03,3.789642e-10,6.836647e-05,2.102081e-10,1.627224e-01,
-8.998999e-11,5.578651e-10,7.559681e-04,7.582288e-11,1.371687e-05,1.561766e-01,8.279538e-06,8.224033e-11,5.139166e-03,1.856605e-10,2.613843e-10,5.567212e-04,3.751157e-10,9.031365e-03,1.565242e+04,8.826756e-03,3.566758e-10,6.527626e-05,2.301939e-10,1.823811e-10,7.213554e-04,3.604224e-10,8.724443e-03,1.789986e+04,8.837944e-03,3.789639e-10,6.836644e-05,2.102080e-10,1.620937e-01,
-8.978979e-11,5.578651e-10,7.559681e-04,7.582288e-11,1.371692e-05,1.555486e-01,8.279507e-06,8.224032e-11,5.139167e-03,1.856605e-10,2.613842e-10,5.567209e-04,3.751154e-10,9.031330e-03,1.566149e+04,8.826791e-03,3.566761e-10,6.527630e-05,2.301939e-10,1.823811e-10,7.213557e-04,3.604227e-10,8.724477e-03,1.790488e+04,8.837909e-03,3.789636e-10,6.836641e-05,2.102079e-10,1.614657e-01,
-8.958959e-11,5.578651e-10,7.559682e-04,7.582289e-11,1.371697e-05,1.549214e-01,8.279477e-06,8.224032e-11,5.139167e-03,1.856605e-10,2.613841e-10,5.567206e-04,3.751151e-10,9.031295e-03,1.567055e+04,8.826826e-03,3.566764e-10,6.527633e-05,2.301940e-10,1.823812e-10,7.213561e-04,3.604230e-10,8.724512e-03,1.790988e+04,8.837874e-03,3.789633e-10,6.836638e-05,2.102079e-10,1.608385e-01,
-8.938939e-11,5.578652e-10,7.559682e-04,7.582290e-11,1.371702e-05,1.542949e-01,8.279446e-06,8.224031e-11,5.139167e-03,1.856605e-10,2.613840e-10,5.567203e-04,3.751148e-10,9.031259e-03,1.567959e+04,8.826861e-03,3.566766e-10,6.527637e-05,2.301941e-10,1.823812e-10,7.213564e-04,3.604232e-10,8.724546e-03,1.791485e+04,8.837839e-03,3.789630e-10,6.836635e-05,2.102078e-10,1.602120e-01,
-8.918919e-11,5.578652e-10,7.559682e-04,7.582290e-11,1.371707e-05,1.536692e-01,8.279416e-06,8.224031e-11,5.139167e-03,1.856605e-10,2.613840e-10,5.567200e-04,3.751146e-10,9.031224e-03,1.568861e+04,8.826896e-03,3.566769e-10,6.527640e-05,2.301941e-10,1.823813e-10,7.213568e-04,3.604235e-10,8.724580e-03,1.791980e+04,8.837804e-03,3.789627e-10,6.836632e-05,2.102077e-10,1.595863e-01,
-8.898899e-11,5.578652e-10,7.559682e-04,7.582291e-11,1.371713e-05,1.530442e-01,8.279385e-06,8.224030e-11,5.139167e-03,1.856605e-10,2.613839e-10,5.567197e-04,3.751143e-10,9.031189e-03,1.569761e+04,8.826931e-03,3.566772e-10,6.527644e-05,2.301942e-10,1.823813e-10,7.213572e-04,3.604238e-10,8.724615e-03,1.792471e+04,8.837769e-03,3.789624e-10,6.836628e-05,2.102077e-10,1.589613e-01,
-8.878879e-11,5.578652e-10,7.559683e-04,7.582291e-11,1.371718e-05,1.524200e-01,8.279355e-06,8.224029e-11,5.139167e-03,1.856605e-10,2.613838e-10,5.567194e-04,3.751140e-10,9.031154e-03,1.570659e+04,8.826965e-03,3.566775e-10,6.527648e-05,2.301943e-10,1.823814e-10,7.213575e-04,3.604241e-10,8.724649e-03,1.792960e+04,8.837735e-03,3.789621e-10,6.836625e-05,2.102076e-10,1.583371e-01,
-8.858859e-11,5.578652e-10,7.559683e-04,7.582292e-11,1.371723e-05,1.517965e-01,8.279324e-06,8.224029e-11,5.139167e-03,1.856605e-10,2.613837e-10,5.567191e-04,3.751137e-10,9.031118e-03,1.571555e+04,8.827000e-03,3.566777e-10,6.527651e-05,2.301943e-10,1.823814e-10,7.213579e-04,3.604244e-10,8.724683e-03,1.793446e+04,8.837700e-03,3.789618e-10,6.836622e-05,2.102075e-10,1.577137e-01,
