"Frequency [Hz]" "ET-D-LF" "ET-D-HF" "Combined"
13.605398 1.1660113E-024 9.5789521E-024 1.1574676E-024
13.647246 1.165439E-024 9.5106213E-024 1.1567861E-024
13.689223 1.164855E-024 9.4427596E-024 1.1560918E-024
13.731329 1.1642584E-024 9.3753639E-024 1.1553837E-024
13.773565 1.163649E-024 9.3084307E-024 1.1546617E-024
13.81593 1.1630295E-024 9.2419568E-024 1.1539284E-024
13.858426 1.1623995E-024 9.1759389E-024 1.1531834E-024
13.901052 1.1617593E-024 9.1103737E-024 1.152427E-024
13.94381 1.1611124E-024 9.0452582E-024 1.1516625E-024
13.986699 1.1604588E-024 8.9805892E-024 1.1508901E-024
14.02972 1.1597998E-024 8.9163635E-024 1.1501109E-024
14.072874 1.1591405E-024 8.8525781E-024 1.1493298E-024
14.11616 1.1584821E-024 8.7892298E-024 1.1485482E-024
14.159579 1.1578281E-024 8.7263157E-024 1.1477692E-024
14.203132 1.157187E-024 8.6638328E-024 1.1470011E-024
14.246819 1.1565636E-024 8.6017781E-024 1.1462488E-024
14.29064 1.1559661E-024 8.5401487E-024 1.14552E-024
14.334596 1.1554128E-024 8.4789416E-024 1.1448325E-024
14.378687 1.1549192E-024 8.4181539E-024 1.1442012E-024
14.422914 1.1545081E-024 8.3577829E-024 1.1436484E-024
14.467277 1.1542291E-024 8.2978256E-024 1.143222E-024
14.511776 1.1541389E-024 8.2382792E-024 1.1429771E-024
14.556412 1.1543186E-024 8.179141E-024 1.142992E-024
14.601186 1.1549561E-024 8.1204082E-024 1.1434485E-024
14.646097 1.1563505E-024 8.0620781E-024 1.1446364E-024
14.691146 1.1588829E-024 8.004148E-024 1.1469239E-024
14.736334 1.1638243E-024 7.9466151E-024 1.1515401E-024
14.781661 1.1746315E-024 7.8894768E-024 1.161825E-024
14.827127 1.2780245E-024 7.8327305E-024 1.2613446E-024
14.872734 1.8466289E-024 7.7763735E-024 1.7966663E-024
14.91848 2.4545355E-024 7.7204032E-024 2.3391613E-024
14.964367 2.3229291E-024 7.6648172E-024 2.2230791E-024
15.010395 1.6690223E-024 7.6096127E-024 1.63027E-024
15.056565 1.2376661E-024 7.5547873E-024 1.2213844E-024
15.102877 1.1786124E-024 7.5003385E-024 1.1643246E-024
15.149331 1.1587417E-024 7.4462638E-024 1.1449616E-024
15.195929 1.14845E-024 7.3925607E-024 1.1348374E-024
15.242669 1.1425151E-024 7.3392267E-024 1.1289179E-024
15.289553 1.1383719E-024 7.2862594E-024 1.1247276E-024
15.336582 1.1352492E-024 7.2336564E-024 1.1215216E-024
15.383755 1.1326793E-024 7.1814153E-024 1.1188481E-024
15.431073 1.1304454E-024 7.1295338E-024 1.1164977E-024
15.478537 1.1284421E-024 7.0780094E-024 1.1143686E-024
15.526147 1.126588E-024 7.0268399E-024 1.1123821E-024
15.573903 1.1248303E-024 6.9760228E-024 1.1104871E-024
15.621806 1.1231421E-024 6.925556E-024 1.1086578E-024
15.669857 1.1215011E-024 6.8754371E-024 1.1068724E-024
15.718055 1.1198899E-024 6.8256638E-024 1.1051143E-024
15.766401 1.1182994E-024 6.7762339E-024 1.1033747E-024
15.814897 1.1167216E-024 6.7271452E-024 1.1016459E-024
15.863541 1.1151496E-024 6.6783954E-024 1.0999211E-024
15.912335 1.1135796E-024 6.6299824E-024 1.0981968E-024
15.961279 1.1120084E-024 6.5819039E-024 1.0964698E-024
16.010374 1.1104327E-024 6.5341578E-024 1.0947369E-024
16.059619 1.1088508E-024 6.4867419E-024 1.0929967E-024
16.109016 1.1072613E-024 6.4396541E-024 1.0912475E-024
16.158565 1.1056623E-024 6.3928923E-024 1.0894879E-024
16.208267 1.1040533E-024 6.3464544E-024 1.087717E-024
16.258121 1.1024333E-024 6.3003382E-024 1.0859341E-024
16.308129 1.1008015E-024 6.2545417E-024 1.0841384E-024
16.35829 1.0991575E-024 6.2090628E-024 1.0823295E-024
16.408606 1.097501E-024 6.1638995E-024 1.0805071E-024
16.459077 1.0958314E-024 6.1190498E-024 1.0786706E-024
16.509702 1.0941485E-024 6.0745116E-024 1.07682E-024
16.560484 1.0924523E-024 6.0302829E-024 1.0749551E-024
16.611422 1.0907424E-024 5.9863618E-024 1.0730755E-024
16.662516 1.0890187E-024 5.9427462E-024 1.0711814E-024
16.713768 1.0872813E-024 5.8994341E-024 1.0692727E-024
16.765177 1.0855299E-024 5.8564238E-024 1.0673492E-024
16.816744 1.0837647E-024 5.8137131E-024 1.0654109E-024
16.86847 1.0819857E-024 5.7713002E-024 1.0634581E-024
16.920355 1.0801927E-024 5.7291832E-024 1.0614904E-024
16.9724 1.0783859E-024 5.6873602E-024 1.0595082E-024
17.024604 1.0765655E-024 5.6458293E-024 1.0575115E-024
17.07697 1.0747312E-024 5.6045886E-024 1.0555002E-024
17.129496 1.0728834E-024 5.5636363E-024 1.0534746E-024
17.182184 1.0710223E-024 5.5229704E-024 1.0514349E-024
17.235034 1.0691475E-024 5.4825893E-024 1.0493808E-024
17.288046 1.0672597E-024 5.4424911E-024 1.0473129E-024
17.341222 1.0653593E-024 5.4026739E-024 1.0452315E-024
17.394561 1.0634454E-024 5.3631359E-024 1.043136E-024
17.448064 1.0615188E-024 5.3238755E-024 1.041027E-024
17.501732 1.0595801E-024 5.2848907E-024 1.0389053E-024
17.555565 1.0576289E-024 5.2461799E-024 1.0367703E-024
17.609563 1.0556652E-024 5.2077413E-024 1.034622E-024
17.663728 1.0536892E-024 5.1695731E-024 1.0324608E-024
17.718059 1.0517022E-024 5.1316737E-024 1.0302878E-024
17.772557 1.0497038E-024 5.0940413E-024 1.0281027E-024
17.827223 1.0476938E-024 5.0566742E-024 1.0259052E-024
17.882057 1.0456732E-024 5.0195707E-024 1.0236965E-024
17.93706 1.0436419E-024 4.9827292E-024 1.0214763E-024
17.992231 1.0416001E-024 4.946148E-024 1.0192448E-024
18.047573 1.0395484E-024 4.9098253E-024 1.0170028E-024
18.103085 1.0374871E-024 4.8737596E-024 1.0147503E-024
18.158767 1.0354162E-024 4.8379493E-024 1.0124876E-024
18.214621 1.0333365E-024 4.8023926E-024 1.0102153E-024
18.270647 1.0312482E-024 4.7670881E-024 1.0079336E-024
18.326845 1.0291516E-024 4.732034E-024 1.0056428E-024
18.383215 1.0270473E-024 4.6972288E-024 1.0033435E-024
18.439759 1.0249357E-024 4.6626708E-024 1.0010362E-024
18.496478 1.0228172E-024 4.6283586E-024 9.9872096E-025
18.55337 1.0206924E-024 4.5942906E-024 9.9639871E-025
18.610438 1.0185619E-024 4.5604651E-024 9.9406976E-025
18.667681 1.0164259E-024 4.5268807E-024 9.9173454E-025
18.7251 1.0142856E-024 4.4935359E-024 9.8939389E-025
18.782696 1.0121412E-024 4.460429E-024 9.8704827E-025
18.840468 1.0099935E-024 4.4275585E-024 9.8469824E-025
18.898419 1.0078434E-024 4.3949231E-024 9.8234474E-025
18.956548 1.0056916E-024 4.3625211E-024 9.799884E-025
19.014856 1.0035389E-024 4.3303511E-024 9.7762992E-025
19.073343 1.0013864E-024 4.2984116E-024 9.7527046E-025
19.132009 9.9923522E-025 4.2667012E-024 9.7291085E-025
19.190857 9.9708624E-025 4.2352183E-024 9.7055203E-025
19.249885 9.949411E-025 4.2039615E-024 9.6819547E-025
19.309095 9.9280107E-025 4.1729295E-024 9.6584233E-025
19.368487 9.906676E-025 4.1421207E-024 9.6349395E-025
19.428062 9.8854287E-025 4.1115337E-024 9.611523E-025
19.48782 9.864288E-025 4.0811671E-024 9.5881913E-025
19.547762 9.8432756E-025 4.0510195E-024 9.5649641E-025
19.607888 9.8224237E-025 4.0210896E-024 9.5418705E-025
19.668199 9.801763E-025 3.9913758E-024 9.5189383E-025
19.728695 9.7813291E-025 3.961877E-024 9.4961997E-025
19.789378 9.7611735E-025 3.9325916E-024 9.473701E-025
19.850247 9.7413508E-025 3.9035182E-024 9.4514915E-025
19.911304 9.7219248E-025 3.8746557E-024 9.4296284E-025
19.972548 9.7029876E-025 3.8460026E-024 9.4081948E-025
20.033981 9.6846474E-025 3.8175575E-024 9.3872878E-025
20.095603 9.6670326E-025 3.7893192E-024 9.3670225E-025
20.157414 9.6503326E-025 3.7612863E-024 9.3475691E-025
20.219415 9.6347938E-025 3.7334575E-024 9.3291484E-025
20.281607 9.620715E-025 3.7058315E-024 9.312028E-025
20.343991 9.6085606E-025 3.6784071E-024 9.2966237E-025
20.406566 9.5990072E-025 3.6511828E-024 9.2835414E-025
20.469333 9.5929016E-025 3.6241575E-024 9.273537E-025
20.532294 9.5916899E-025 3.5973299E-024 9.2679022E-025
20.595449 9.5978268E-025 3.5706986E-024 9.2688281E-025
20.658797 9.6144685E-025 3.5442625E-024 9.2791188E-025
20.722341 9.6481186E-025 3.5180203E-024 9.3045534E-025
20.78608 9.7131209E-025 3.4919708E-024 9.357853E-025
20.850015 9.8393395E-025 3.4661127E-024 9.4653519E-025
20.914147 1.0115445E-024 3.4404447E-024 9.704677E-025
20.978475 1.0666671E-024 3.4149658E-024 1.0181556E-024
21.043002 1.2510343E-024 3.3896746E-024 1.1736513E-024
21.107728 1.8759363E-024 3.3645699E-024 1.63847E-024
21.172652 2.4863701E-024 3.3396507E-024 1.9943487E-024
21.237776 2.3884907E-024 3.3149156E-024 1.9378566E-024
21.3031 1.6293541E-024 3.2903634E-024 1.4601372E-024
21.368626 1.0539017E-024 3.2659931E-024 1.0029754E-024
21.434353 9.7188588E-025 3.2418034E-024 9.3094961E-025
21.500282 9.5038671E-025 3.2177933E-024 9.1146269E-025
21.566413 9.3827733E-025 3.1939614E-024 9.0023655E-025
21.632749 9.2995039E-025 3.1703067E-024 8.9235203E-025
21.699288 9.2381957E-025 3.1468281E-024 8.8641152E-025
21.766032 9.1911644E-025 3.1235244E-024 8.8173552E-025
21.832981 9.1526873E-025 3.1003944E-024 8.7781713E-025
21.900136 9.1199915E-025 3.0774371E-024 8.7441022E-025
21.967498 9.0915105E-025 3.0546514E-024 8.7137549E-025
22.035067 9.0660477E-025 3.0320361E-024 8.6860654E-025
22.102844 9.04288E-025 3.0095902E-024 8.6603899E-025
22.170829 9.021564E-025 2.9873125E-024 8.6363322E-025
22.239023 9.0017461E-025 2.9652019E-024 8.6135766E-025
22.307427 8.9831846E-025 2.9432575E-024 8.5919064E-025
22.376042 8.965727E-025 2.921478E-024 8.5711841E-025
22.444867 8.9492487E-025 2.8998625E-024 8.5512967E-025
22.513904 8.9336579E-025 2.8784099E-024 8.5321608E-025
22.583154 8.9188985E-025 2.8571191E-024 8.513724E-025
22.652617 8.9049244E-025 2.8359891E-024 8.4959429E-025
22.722293 8.8917007E-025 2.8150189E-024 8.4787841E-025
22.792183 8.8792088E-025 2.7942073E-024 8.4622284E-025
22.862289 8.8674346E-025 2.7735535E-024 8.4462601E-025
22.93261 8.8563678E-025 2.7530562E-024 8.4308673E-025
23.003147 8.8460065E-025 2.7327147E-024 8.4160449E-025
23.073902 8.8363509E-025 2.7125277E-024 8.4017899E-025
23.144874 8.8274025E-025 2.6924944E-024 8.3880999E-025
23.216064 8.8191675E-025 2.6726137E-024 8.3749768E-025
23.287474 8.8116531E-025 2.6528846E-024 8.3624229E-025
23.359102 8.8048666E-025 2.6333062E-024 8.3504406E-025
23.430952 8.7988183E-025 2.6138774E-024 8.3390348E-025
23.503022 8.793519E-025 2.5945974E-024 8.3282102E-025
23.575314 8.7889789E-025 2.575465E-024 8.3179714E-025
23.647828 8.7852102E-025 2.5564794E-024 8.3083241E-025
23.720566 8.7822253E-025 2.5376397E-024 8.2992739E-025
23.793527 8.7800358E-025 2.5189447E-024 8.2908257E-025
23.866712 8.7786548E-025 2.5003937E-024 8.2829853E-025
23.940123 8.7780948E-025 2.4819857E-024 8.275758E-025
24.013759 8.7783683E-025 2.4637196E-024 8.2691483E-025
24.087622 8.7794879E-025 2.4455947E-024 8.263161E-025
24.161712 8.7814662E-025 2.42761E-024 8.2578005E-025
24.23603 8.7843152E-025 2.4097645E-024 8.2530703E-025
24.310577 8.7880472E-025 2.3920574E-024 8.2489739E-025
24.385353 8.7926739E-025 2.3744877E-024 8.2455142E-025
24.460359 8.7982068E-025 2.3570545E-024 8.2426931E-025
24.535595 8.8046572E-025 2.339757E-024 8.2405125E-025
24.611063 8.8120358E-025 2.3225942E-024 8.2389734E-025
24.686763 8.8203531E-025 2.3055653E-024 8.2380761E-025
24.762696 8.8296191E-025 2.2886694E-024 8.2378203E-025
24.838863 8.8398437E-025 2.2719056E-024 8.2382053E-025
24.915264 8.851036E-025 2.255273E-024 8.2392291E-025
24.9919 8.8632048E-025 2.2387709E-024 8.2408896E-025
25.068771 8.8763586E-025 2.2223982E-024 8.2431837E-025
25.145879 8.8905054E-025 2.2061542E-024 8.2461074E-025
25.223224 8.9056527E-025 2.190038E-024 8.2496564E-025
25.300807 8.9218078E-025 2.1740487E-024 8.2538255E-025
25.378629 8.9389774E-025 2.1581856E-024 8.2586086E-025
25.45669 8.9571679E-025 2.1424478E-024 8.2639993E-025
25.534991 8.9763853E-025 2.1268345E-024 8.2699901E-025
25.613533 8.9966354E-025 2.1113448E-024 8.2765731E-025
25.692317 9.0179233E-025 2.0959779E-024 8.2837396E-025
25.771343 9.0402543E-025 2.080733E-024 8.2914804E-025
25.850612 9.0636331E-025 2.0656093E-024 8.2997854E-025
25.930124 9.0880641E-025 2.050606E-024 8.3086441E-025
26.009882 9.1135517E-025 2.0357223E-024 8.3180453E-025
26.089885 9.1400999E-025 2.0209573E-024 8.3279774E-025
26.170133 9.1677128E-025 2.0063104E-024 8.338428E-025
26.250629 9.196394E-025 1.9917807E-024 8.3493843E-025
26.331372 9.2261472E-025 1.9773674E-024 8.3608329E-025
26.412364 9.256976E-025 1.9630698E-024 8.3727601E-025
26.493604 9.2888839E-025 1.948887E-024 8.3851515E-025
26.575095 9.3218745E-025 1.9348184E-024 8.3979923E-025
26.656836 9.3559512E-025 1.9208631E-024 8.4112673E-025
26.738829 9.3911175E-025 1.9070204E-024 8.4249609E-025
26.821074 9.427377E-025 1.8932895E-024 8.4390569E-025
26.903571 9.4647333E-025 1.8796697E-024 8.4535389E-025
26.986323 9.50319E-025 1.8661603E-024 8.4683901E-025
27.069329 9.542751E-025 1.8527604E-024 8.4835932E-025
27.152591 9.58342E-025 1.8394694E-024 8.4991306E-025
27.236108 9.6252012E-025 1.8262865E-024 8.5149844E-025
27.319882 9.6680986E-025 1.8132111E-024 8.5311363E-025
27.403915 9.7121165E-025 1.8002423E-024 8.5475677E-025
27.488205 9.7572593E-025 1.7873794E-024 8.5642595E-025
27.572755 9.8035314E-025 1.7746218E-024 8.5811925E-025
27.657565 9.8509377E-025 1.7619687E-024 8.598347E-025
27.742636 9.8994828E-025 1.7494194E-024 8.6157032E-025
27.827968 9.9491718E-025 1.7369733E-024 8.6332406E-025
27.913563 1.000001E-024 1.7246295E-024 8.6509388E-025
27.999421 1.0052002E-024 1.7123875E-024 8.6687769E-025
28.085543 1.0105153E-024 1.7002464E-024 8.6867336E-025
28.17193 1.0159469E-024 1.6882058E-024 8.7047876E-025
28.258583 1.0214956E-024 1.6762647E-024 8.7229171E-025
28.345503 1.0271618E-024 1.6644227E-024 8.7411001E-025
28.432689 1.0329462E-024 1.6526789E-024 8.7593142E-025
28.520144 1.0388493E-024 1.6410328E-024 8.777537E-025
28.607868 1.0448718E-024 1.6294836E-024 8.7957456E-025
28.695862 1.0510141E-024 1.6180307E-024 8.8139171E-025
28.784126 1.0572769E-024 1.6066735E-024 8.8320282E-025
28.872662 1.0636607E-024 1.5954112E-024 8.8500556E-025
28.96147 1.0701661E-024 1.5842432E-024 8.8679757E-025
29.050552 1.0767938E-024 1.5731689E-024 8.8857647E-025
29.139907 1.0835442E-024 1.5621877E-024 8.9033988E-025
29.229537 1.090418E-024 1.5512988E-024 8.9208543E-025
29.319443 1.0974157E-024 1.5405017E-024 8.9381069E-025
29.409626 1.1045378E-024 1.5297957E-024 8.9551328E-025
29.500085 1.111785E-024 1.5191801E-024 8.971908E-025
29.590824 1.1191577E-024 1.5086545E-024 8.9884085E-025
29.681841 1.1266566E-024 1.498218E-024 9.0046105E-025
29.773138 1.134282E-024 1.4878702E-024 9.02049E-025
29.864716 1.1420345E-024 1.4776103E-024 9.0360237E-025
29.956575 1.1499147E-024 1.4674379E-024 9.051188E-025
30.048718 1.1579229E-024 1.4573522E-024 9.0659598E-025
30.141143 1.1660597E-024 1.4473526E-024 9.0803163E-025
30.233853 1.1743255E-024 1.4374387E-024 9.0942348E-025
30.326848 1.1827208E-024 1.4276096E-024 9.1076933E-025
30.420129 1.191246E-024 1.417865E-024 9.1206699E-025
30.513697 1.1999014E-024 1.4082041E-024 9.1331434E-025
30.607553 1.2086876E-024 1.3986264E-024 9.145093E-025
30.701697 1.2176049E-024 1.3891313E-024 9.1564984E-025
30.796131 1.2266537E-024 1.3797182E-024 9.1673402E-025
30.890856 1.2358342E-024 1.3703865E-024 9.1775992E-025
30.985872 1.245147E-024 1.3611357E-024 9.1872573E-025
31.08118 1.2545922E-024 1.3519652E-024 9.1962968E-025
31.176781 1.2641703E-024 1.3428743E-024 9.2047008E-025
31.272677 1.2738815E-024 1.3338627E-024 9.2124535E-025
31.368867 1.2837261E-024 1.3249295E-024 9.2195396E-025
31.465353 1.2937044E-024 1.3160745E-024 9.2259448E-025
31.562136 1.3038167E-024 1.3072968E-024 9.2316557E-025
31.659217 1.3140631E-024 1.2985961E-024 9.2366597E-025
31.756596 1.3244441E-024 1.2899717E-024 9.2409453E-025
31.854275 1.3349597E-024 1.2814231E-024 9.244502E-025
31.952254 1.3456102E-024 1.2729498E-024 9.2473201E-025
32.050535 1.3563959E-024 1.2645512E-024 9.249391E-025
32.149118 1.3673169E-024 1.2562268E-024 9.2507071E-025
32.248004 1.3783734E-024 1.247976E-024 9.251262E-025
32.347194 1.3895656E-024 1.2397983E-024 9.25105E-025
32.446689 1.4008938E-024 1.2316932E-024 9.2500666E-025
32.546491 1.412358E-024 1.2236601E-024 9.2483084E-025
32.646599 1.4239584E-024 1.2156985E-024 9.245773E-025
32.747015 1.4356953E-024 1.207808E-024 9.242459E-025
32.847741 1.4475687E-024 1.1999879E-024 9.2383658E-025
32.948776 1.4595788E-024 1.1922377E-024 9.2334943E-025
33.050121 1.4717257E-024 1.184557E-024 9.2278459E-025
33.151779 1.4840097E-024 1.1769452E-024 9.2214233E-025
33.253749 1.4964308E-024 1.1694019E-024 9.2142299E-025
33.356033 1.5089892E-024 1.1619265E-024 9.2062702E-025
33.458631 1.5216849E-024 1.1545184E-024 9.1975495E-025
33.561545 1.5345183E-024 1.1471773E-024 9.1880742E-025
33.664776 1.5474893E-024 1.1399026E-024 9.1778512E-025
33.768324 1.5605981E-024 1.1326938E-024 9.1668884E-025
33.87219 1.5738448E-024 1.1255504E-024 9.1551945E-025
33.976376 1.5872296E-024 1.118472E-024 9.142779E-025
34.080883 1.6007527E-024 1.111458E-024 9.1296519E-025
34.185711 1.614414E-024 1.104508E-024 9.1158242E-025
34.290861 1.6282139E-024 1.0976214E-024 9.1013072E-025
34.396335 1.6421523E-024 1.0907978E-024 9.086113E-025
34.502133 1.6562295E-024 1.0840368E-024 9.0702543E-025
34.608257 1.6704455E-024 1.0773378E-024 9.0537442E-025
34.714707 1.6848006E-024 1.0707003E-024 9.0365963E-025
34.821485 1.6992949E-024 1.064124E-024 9.0188248E-025
34.92859 1.7139284E-024 1.0576083E-024 9.0004442E-025
35.036026 1.7287015E-024 1.0511527E-024 8.9814694E-025
35.143792 1.7436142E-024 1.0447569E-024 8.9619155E-025
35.251889 1.7586666E-024 1.0384202E-024 8.9417982E-025
35.360319 1.773859E-024 1.0321424E-024 8.9211332E-025
35.469082 1.7891916E-024 1.0259229E-024 8.8999364E-025
35.57818 1.8046644E-024 1.0197613E-024 8.8782242E-025
35.687613 1.8202777E-024 1.0136571E-024 8.8560128E-025
35.797383 1.8360317E-024 1.0076098E-024 8.8333187E-025
35.907491 1.8519265E-024 1.0016191E-024 8.8101586E-025
36.017937 1.8679623E-024 9.9568449E-025 8.786549E-025
36.128724 1.8841394E-024 9.898055E-025 8.7625066E-025
36.23985 1.900458E-024 9.839817E-025 8.738048E-025
36.351319 1.9169182E-024 9.7821267E-025 8.71319E-025
36.46313 1.9335203E-024 9.7249797E-025 8.687949E-025
36.575286 1.9502644E-024 9.6683715E-025 8.6623416E-025
36.687786 1.967151E-024 9.612298E-025 8.6363842E-025
36.800633 1.9841801E-024 9.5567548E-025 8.6100931E-025
36.913826 2.001352E-024 9.5017378E-025 8.5834844E-025
37.027368 2.0186669E-024 9.4472425E-025 8.5565741E-025
37.141259 2.0361252E-024 9.3932648E-025 8.529378E-025
37.2555 2.0537271E-024 9.3398006E-025 8.5019118E-025
37.370093 2.0714728E-024 9.2868456E-025 8.4741907E-025
37.485038 2.0893626E-024 9.2343957E-025 8.4462301E-025
37.600336 2.1073969E-024 9.1824467E-025 8.4180447E-025
37.71599 2.1255759E-024 9.1309946E-025 8.3896494E-025
37.831999 2.1438999E-024 9.0800352E-025 8.3610584E-025
37.948365 2.1623692E-024 9.0295645E-025 8.332286E-025
38.065088 2.1809841E-024 8.9795785E-025 8.3033461E-025
38.182171 2.1997449E-024 8.930073E-025 8.2742521E-025
38.299614 2.2186521E-024 8.8810441E-025 8.2450175E-025
38.417418 2.2377058E-024 8.8324879E-025 8.2156551E-025
38.535585 2.2569065E-024 8.7844003E-025 8.1861777E-025
38.654115 2.2762544E-024 8.7367774E-025 8.1565976E-025
38.773009 2.29575E-024 8.6896152E-025 8.1269269E-025
38.89227 2.3153937E-024 8.64291E-025 8.0971774E-025
39.011897 2.3351857E-024 8.5966578E-025 8.0673605E-025
39.131892 2.3551265E-024 8.5508547E-025 8.0374874E-025
39.252256 2.3752164E-024 8.5054969E-025 8.0075688E-025
39.37299 2.3954559E-024 8.4605805E-025 7.9776152E-025
39.494096 2.4158453E-024 8.4161019E-025 7.9476368E-025
39.615574 2.4363851E-024 8.3720572E-025 7.9176436E-025
39.737426 2.4570757E-024 8.3284426E-025 7.887645E-025
39.859653 2.4779174E-024 8.2852544E-025 7.8576504E-025
39.982255 2.4989108E-024 8.2424888E-025 7.8276686E-025
40.105235 2.5200562E-024 8.2001423E-025 7.7977083E-025
40.228593 2.5413542E-024 8.1582111E-025 7.767778E-025
40.352331 2.5628052E-024 8.1166915E-025 7.7378855E-025
40.476449 2.5844096E-024 8.07558E-025 7.7080388E-025
40.600948 2.6061679E-024 8.0348728E-025 7.6782453E-025
40.725831 2.6280806E-024 7.9945665E-025 7.6485122E-025
40.851098 2.6501482E-024 7.9546573E-025 7.6188464E-025
40.97675 2.6723712E-024 7.9151418E-025 7.5892547E-025
41.102789 2.6947502E-024 7.8760165E-025 7.5597433E-025
41.229215 2.7172855E-024 7.8372777E-025 7.5303185E-025
41.35603 2.7399779E-024 7.7989221E-025 7.5009861E-025
41.483236 2.7628277E-024 7.760946E-025 7.4717517E-025
41.610832 2.7858357E-024 7.7233462E-025 7.4426208E-025
41.738821 2.8090023E-024 7.6861191E-025 7.4135985E-025
41.867204 2.8323281E-024 7.6492613E-025 7.3846897E-025
41.995982 2.8558139E-024 7.6127694E-025 7.3558991E-025
42.125155 2.8794601E-024 7.5766401E-025 7.3272312E-025
42.254726 2.9032675E-024 7.5408699E-025 7.2986903E-025
42.384696 2.9272368E-024 7.5054555E-025 7.2702803E-025
42.515065 2.9513686E-024 7.4703937E-025 7.2420052E-025
42.645835 2.9756638E-024 7.4356811E-025 7.2138687E-025
42.777008 3.0001232E-024 7.4013145E-025 7.1858741E-025
42.908584 3.0247475E-024 7.3672905E-025 7.1580247E-025
43.040565 3.049538E-024 7.3336059E-025 7.1303238E-025
43.172951 3.0744955E-024 7.3002576E-025 7.1027741E-025
43.305745 3.0996214E-024 7.2672423E-025 7.0753785E-025
43.438947 3.124917E-024 7.2345568E-025 7.0481397E-025
43.572559 3.1503841E-024 7.2021979E-025 7.02106E-025
43.706582 3.1760246E-024 7.1701626E-025 6.9941419E-025
43.841018 3.2018414E-024 7.1384477E-025 6.9673875E-025
43.975866 3.2278376E-024 7.1070501E-025 6.9407991E-025
44.11113 3.2540178E-024 7.0759668E-025 6.9143786E-025
44.24681 3.2803891E-024 7.0451946E-025 6.8881283E-025
44.382906 3.3069604E-024 7.0147304E-025 6.8620501E-025
44.519422 3.3337456E-024 6.9845714E-025 6.8361465E-025
44.656357 3.3607725E-024 6.9547145E-025 6.8104207E-025
44.793714 3.3880783E-024 6.9251567E-025 6.784876E-025
44.931493 3.4157322E-024 6.895895E-025 6.7595182E-025
45.069696 3.4439464E-024 6.8669265E-025 6.7343627E-025
45.208324 3.4738756E-024 6.8382482E-025 6.7094905E-025
45.347378 3.5134311E-024 6.8098573E-025 6.6854373E-025
45.48686 3.5595249E-024 6.7817509E-025 6.6619169E-025
45.626772 3.5913886E-024 6.7539261E-025 6.6375732E-025
45.767113 3.6138703E-024 6.7263801E-025 6.6128109E-025
45.907886 3.6343458E-024 6.69911E-025 6.5881234E-025
46.049092 3.6553936E-024 6.672113E-025 6.5636698E-025
46.190733 3.6754296E-024 6.6453864E-025 6.5393579E-025
46.332809 3.698644E-024 6.6189274E-025 6.5154211E-025
46.475322 3.725917E-024 6.5927331E-025 6.4918901E-025
46.618273 3.7544488E-024 6.566801E-025 6.468601E-025
46.761665 3.7834609E-024 6.5411283E-025 6.4455092E-025
46.905497 3.8128016E-024 6.5157122E-025 6.4226057E-025
47.049772 3.8424095E-024 6.4905502E-025 6.3998867E-025
47.19449 3.8722576E-024 6.4656396E-025 6.3773501E-025
47.339654 3.9023259E-024 6.4409777E-025 6.3549945E-025
47.485264 3.9326036E-024 6.416562E-025 6.3328188E-025
47.631321 3.9630848E-024 6.3923898E-025 6.3108222E-025
47.777829 3.9937654E-024 6.3684587E-025 6.2890038E-025
47.924786 4.0246428E-024 6.3447659E-025 6.2673629E-025
48.072196 4.0557157E-024 6.3213091E-025 6.2458989E-025
48.22006 4.0869833E-024 6.2980856E-025 6.2246109E-025
48.368378 4.1184452E-024 6.275093E-025 6.2034982E-025
48.517152 4.1501013E-024 6.2523289E-025 6.1825601E-025
48.666384 4.1819518E-024 6.2297907E-025 6.1617958E-025
48.816075 4.2139969E-024 6.2074761E-025 6.1412044E-025
48.966226 4.2462372E-024 6.1853826E-025 6.1207851E-025
49.116839 4.2786731E-024 6.1635078E-025 6.1005369E-025
49.267916 4.3113053E-024 6.1418494E-025 6.080459E-025
49.419457 4.3441343E-024 6.120405E-025 6.0605505E-025
49.571464 4.3771608E-024 6.0991722E-025 6.0408104E-025
49.723939 4.4103856E-024 6.0781488E-025 6.0212376E-025
49.876882 4.4438094E-024 6.0573324E-025 6.0018312E-025
50.030297 4.4774329E-024 6.0367208E-025 5.9825902E-025
50.184183 4.5112571E-024 6.0163117E-025 5.9635135E-025
50.338542 4.5452825E-024 5.9961029E-025 5.9446E-025
50.493376 4.5795101E-024 5.9760921E-025 5.9258486E-025
50.648687 4.6139407E-024 5.9562771E-025 5.9072582E-025
50.804475 4.6485751E-024 5.9366559E-025 5.8888278E-025
50.960742 4.6834143E-024 5.9172261E-025 5.8705561E-025
51.11749 4.7184589E-024 5.8979856E-025 5.852442E-025
51.27472 4.7537099E-024 5.8789324E-025 5.8344844E-025
51.432434 4.7891683E-024 5.8600644E-025 5.816682E-025
51.590633 4.8248348E-024 5.8413793E-025 5.7990337E-025
51.749319 4.8607103E-024 5.8228752E-025 5.7815382E-025
51.908492 4.8967958E-024 5.80455E-025 5.7641944E-025
52.068155 4.9330921E-024 5.7864017E-025 5.7470011E-025
52.228309 4.9696002E-024 5.7684283E-025 5.7299569E-025
52.388956 5.0063209E-024 5.7506278E-025 5.7130608E-025
