"Frequency [Hz]" "ET-D-LF" "ET-D-HF" "Combined"
3.6212037 1.102594E-023 1.6798985E-020 1.1025938E-023
3.632342 1.0903643E-023 1.6964549E-020 1.0903641E-023
3.6435145 1.0782788E-023 1.7131155E-020 1.0782786E-023
3.6547215 1.0663355E-023 1.7286484E-020 1.0663353E-023
3.6659629 1.0545323E-023 1.7454327E-020 1.0545321E-023
3.6772389 1.0428681E-023 1.7630682E-020 1.0428679E-023
3.6885495 1.0313409E-023 1.777134E-020 1.0313407E-023
3.699895 1.0199487E-023 1.7830016E-020 1.0199485E-023
3.7112753 1.0086903E-023 1.7822521E-020 1.0086902E-023
3.7226907 9.9756398E-024 1.7800489E-020 9.9756383E-024
3.7341412 9.8656772E-024 1.7765365E-020 9.8656756E-024
3.7456268 9.7570041E-024 1.7718623E-020 9.7570026E-024
3.7571479 9.6496029E-024 1.7572124E-020 9.6496015E-024
3.7687043 9.5434551E-024 1.7245172E-020 9.5434536E-024
3.7802963 9.4385497E-024 1.6809912E-020 9.4385482E-024
3.791924 9.3348699E-024 1.6337166E-020 9.3348684E-024
3.8035874 9.2323977E-024 1.5815435E-020 9.2323961E-024
3.8152867 9.1311227E-024 1.5170198E-020 9.131121E-024
3.827022 9.0310286E-024 1.4461116E-020 9.0310268E-024
3.8387933 8.9320981E-024 1.3743848E-020 8.9320962E-024
3.8506009 8.8343212E-024 1.3031255E-020 8.8343191E-024
3.8624448 8.7376822E-024 1.2285412E-020 8.73768E-024
3.8743251 8.6421645E-024 1.1539751E-020 8.6421621E-024
3.886242 8.5477585E-024 1.0824375E-020 8.5477559E-024
3.8981955 8.4544491E-024 1.0150398E-020 8.4544462E-024
3.9101858 8.3622202E-024 9.4976757E-021 8.362217E-024
3.922213 8.2710626E-024 8.8758343E-021 8.271059E-024
3.9342772 8.1809618E-024 8.2940496E-021 8.1809578E-024
3.9463785 8.0919023E-024 7.7554099E-021 8.0918979E-024
3.958517 8.0038753E-024 7.2500271E-021 8.0038704E-024
3.9706928 7.9168667E-024 6.7780729E-021 7.9168613E-024
3.9829061 7.8308618E-024 6.3402924E-021 7.8308558E-024
3.9951569 7.7458519E-024 5.9360175E-021 7.7458453E-024
4.0074455 7.6618236E-024 5.5604593E-021 7.6618163E-024
4.0197718 7.5787627E-024 5.2117611E-021 7.5787547E-024
4.0321361 7.4966608E-024 4.8885804E-021 7.496652E-024
4.0445383 7.4155051E-024 4.5894164E-021 7.4154955E-024
4.0569788 7.3352819E-024 4.3117759E-021 7.3352713E-024
4.0694575 7.255983E-024 4.0539097E-021 7.2559714E-024
4.0819745 7.1775963E-024 3.8143611E-021 7.1775835E-024
4.0945301 7.1001083E-024 3.5917686E-021 7.1000944E-024
4.1071243 7.0235115E-024 3.3847071E-021 7.0234963E-024
4.1197572 6.9477939E-024 3.1918902E-021 6.9477774E-024
4.132429 6.8729428E-024 3.0121698E-021 6.8729249E-024
4.1451398 6.7989507E-024 2.8445069E-021 6.7989313E-024
4.1578896 6.7258063E-024 2.6880188E-021 6.7257853E-024
4.1706787 6.6534974E-024 2.5418185E-021 6.6534746E-024
4.1835071 6.5820166E-024 2.4050724E-021 6.5819919E-024
4.196375 6.5113531E-024 2.2770284E-021 6.5113265E-024
4.2092825 6.4414951E-024 2.1571048E-021 6.4414664E-024
4.2222296 6.3724357E-024 2.044698E-021 6.3724047E-024
4.2352166 6.3041643E-024 1.9392153E-021 6.304131E-024
4.2482435 6.2366696E-024 1.8401191E-021 6.2366338E-024
4.2613105 6.1699449E-024 1.7470081E-021 6.1699065E-024
4.2744177 6.1039802E-024 1.6594692E-021 6.1039389E-024
4.2875652 6.0387645E-024 1.5770804E-021 6.0387202E-024
4.3007531 5.9742914E-024 1.4994568E-021 5.974244E-024
4.3139816 5.9105512E-024 1.4263111E-021 5.9105004E-024
4.3272508 5.8475333E-024 1.3573573E-021 5.847479E-024
4.3405608 5.7852316E-024 1.2922921E-021 5.7851737E-024
4.3539118 5.7236369E-024 1.2308371E-021 5.723575E-024
4.3673038 5.6627388E-024 1.1727811E-021 5.6626728E-024
4.380737 5.6025316E-024 1.1179231E-021 5.6024613E-024
4.3942115 5.5430063E-024 1.0660423E-021 5.5429313E-024
4.4077275 5.484153E-024 1.016935E-021 5.4840733E-024
4.4212851 5.4259662E-024 9.7044244E-022 5.4258814E-024
4.4348843 5.3684372E-024 9.2642129E-022 5.368347E-024
4.4485254 5.3115566E-024 8.8470849E-022 5.3114608E-024
4.4622084 5.2553189E-024 8.4515325E-022 5.2552173E-024
4.4759335 5.1997158E-024 8.0763431E-022 5.1996081E-024
4.4897009 5.1447385E-024 7.7204753E-022 5.1446242E-024
4.5035105 5.0903814E-024 7.3827112E-022 5.0902604E-024
4.5173627 5.0366368E-024 7.0619191E-022 5.0365087E-024
4.5312575 4.9834959E-024 6.7571632E-022 4.9833603E-024
4.545195 4.9309536E-024 6.4676717E-022 4.9308103E-024
4.5591753 4.8790023E-024 6.1925254E-022 4.8788509E-024
4.5731987 4.8276338E-024 5.9308642E-022 4.8274738E-024
4.5872652 4.7768429E-024 5.6819592E-022 4.7766741E-024
4.601375 4.7266226E-024 5.4452275E-022 4.7264445E-024
4.6155282 4.6769646E-024 5.2199684E-022 4.6767769E-024
4.6297249 4.6278644E-024 5.0055211E-022 4.6276666E-024
4.6439653 4.5793148E-024 4.8013125E-022 4.5791065E-024
4.6582494 4.5313082E-024 4.606895E-022 4.531089E-024
4.6725776 4.4838399E-024 4.4217294E-022 4.4836094E-024
4.6869497 4.4369034E-024 4.2453024E-022 4.4366611E-024
4.7013661 4.3904911E-024 4.0771604E-022 4.3902366E-024
4.7158269 4.3445986E-024 3.9169536E-022 4.3443314E-024
4.7303321 4.2992196E-024 3.7642636E-022 4.2989392E-024
4.7448819 4.2543468E-024 3.6186878E-022 4.2540528E-024
4.7594765 4.2099761E-024 3.4798645E-022 4.209668E-024
4.774116 4.1661012E-024 3.3475159E-022 4.1657786E-024
4.7888005 4.1227153E-024 3.2213147E-022 4.1223777E-024
4.8035301 4.0798143E-024 3.1009421E-022 4.0794613E-024
4.8183051 4.0373923E-024 2.9861076E-022 4.0370234E-024
4.8331255 3.9954427E-024 2.8765876E-022 3.9950574E-024
4.8479915 3.9539616E-024 2.7721233E-022 3.9535594E-024
4.8629033 3.9129432E-024 2.6724604E-022 3.9125239E-024
4.8778609 3.8723813E-024 2.5773639E-022 3.8719443E-024
4.8928645 3.8322721E-024 2.4866508E-022 3.831817E-024
4.9079142 3.7926101E-024 2.4001151E-022 3.7921366E-024
4.9230103 3.7533892E-024 2.3175517E-022 3.752897E-024
4.9381528 3.7146058E-024 2.2387692E-022 3.7140946E-024
4.9533418 3.6762547E-024 2.1636159E-022 3.6757241E-024
4.9685776 3.63833E-024 2.0919259E-022 3.6377798E-024
4.9838602 3.6008283E-024 2.0235325E-022 3.6002583E-024
4.9991899 3.5637445E-024 1.9582786E-022 3.5631545E-024
5.0145667 3.5270731E-024 1.8960367E-022 3.5264629E-024
5.0299908 3.4908106E-024 1.8366719E-022 3.4901803E-024
5.0454623 3.4549523E-024 1.7800471E-022 3.4543017E-024
5.0609814 3.4194928E-024 1.7260326E-022 3.418822E-024
5.0765483 3.384429E-024 1.67452E-022 3.3837379E-024
5.092163 3.3497561E-024 1.6253982E-022 3.349045E-024
5.1078258 3.3154691E-024 1.5785537E-022 3.314738E-024
5.1235368 3.2815648E-024 1.5338785E-022 3.2808141E-024
5.139296 3.248039E-024 1.4912796E-022 3.2472688E-024
5.1551038 3.2148865E-024 1.4506646E-022 3.2140973E-024
5.1709601 3.1821045E-024 1.4119386E-022 3.1812967E-024
5.1868653 3.1496889E-024 1.3750112E-022 3.1488629E-024
5.2028193 3.1176348E-024 1.3398023E-022 3.1167911E-024
5.2188225 3.0859394E-024 1.3062344E-022 3.0850786E-024
5.2348748 3.0545988E-024 1.2742277E-022 3.0537215E-024
5.2509766 3.0236084E-024 1.2437062E-022 3.0227152E-024
5.2671278 2.9929655E-024 1.2146008E-022 2.9920572E-024
5.2833288 2.9626663E-024 1.1868462E-022 2.9617437E-024
5.2995795 2.9327066E-024 1.1603752E-022 2.9317704E-024
5.3158803 2.9030836E-024 1.1351238E-022 2.9021347E-024
5.3322312 2.873794E-024 1.111033E-022 2.8728331E-024
5.3486324 2.8448334E-024 1.0880472E-022 2.8438615E-024
5.365084 2.8161995E-024 1.0661102E-022 2.8152174E-024
5.3815862 2.7878888E-024 1.0451683E-022 2.7868976E-024
5.3981392 2.7598975E-024 1.0251712E-022 2.7588979E-024
5.4147431 2.7322232E-024 1.0060722E-022 2.7312162E-024
5.4313981 2.7048627E-024 9.878244E-023 2.7038493E-024
5.4481043 2.6778123E-024 9.7038289E-023 2.6767933E-024
5.4648619 2.6510698E-024 9.5370563E-023 2.6500462E-024
5.4816711 2.6246322E-024 9.3775334E-023 2.6236048E-024
5.4985319 2.598496E-024 9.2248724E-023 2.5974657E-024
5.5154446 2.5726591E-024 9.0787035E-023 2.5716268E-024
5.5324093 2.5471187E-024 8.9386781E-023 2.5460852E-024
5.5494262 2.5218714E-024 8.8044704E-023 2.5208376E-024
5.5664955 2.4969155E-024 8.6757632E-023 2.4958821E-024
5.5836172 2.4722483E-024 8.5522548E-023 2.471216E-024
5.6007916 2.4478666E-024 8.4336602E-023 2.4468362E-024
5.6180189 2.4237688E-024 8.3197125E-023 2.4227409E-024
5.6352991 2.3999524E-024 8.2101553E-023 2.3989277E-024
5.6526325 2.3764144E-024 8.1047452E-023 2.3753935E-024
5.6700192 2.3531534E-024 8.0032524E-023 2.3521369E-024
5.6874594 2.3301672E-024 7.9054612E-023 2.3291556E-024
5.7049532 2.3074529E-024 7.8111664E-023 2.3064468E-024
5.7225008 2.2850093E-024 7.720174E-023 2.2840091E-024
5.7401024 2.2628343E-024 7.6323008E-023 2.2618404E-024
5.7577581 2.2409255E-024 7.5473748E-023 2.2399383E-024
5.7754682 2.2192816E-024 7.4652335E-023 2.2183016E-024
5.7932327 2.1979009E-024 7.3857239E-023 2.1969283E-024
5.8110519 2.176781E-024 7.3087016E-023 2.1758162E-024
5.8289258 2.1559211E-024 7.2340308E-023 2.1549643E-024
5.8468548 2.1353195E-024 7.1615841E-023 2.1343709E-024
5.8648389 2.1149741E-024 7.0912419E-023 2.114034E-024
5.8828783 2.0948842E-024 7.0228917E-023 2.0939528E-024
5.9009732 2.0750484E-024 6.9564273E-023 2.0741258E-024
5.9191237 2.0554649E-024 6.8917495E-023 2.0545513E-024
5.9373301 2.036133E-024 6.8287658E-023 2.0352285E-024
5.9555925 2.0170517E-024 6.767389E-023 2.0161564E-024
5.9739111 1.9982193E-024 6.707537E-023 1.9973332E-024
5.992286 1.9796355E-024 6.6491332E-023 1.9787587E-024
6.0107174 1.9612992E-024 6.5921063E-023 1.9604317E-024
6.0292055 1.9432092E-024 6.5363897E-023 1.942351E-024
6.0477505 1.9253651E-024 6.4819201E-023 1.9245163E-024
6.0663525 1.9077663E-024 6.4286388E-023 1.9069268E-024
6.0850117 1.8904115E-024 6.3764915E-023 1.8895813E-024
6.1037284 1.8733008E-024 6.3254273E-023 1.8724798E-024
6.1225026 1.8564334E-024 6.2753982E-023 1.8556216E-024
6.1413345 1.8398085E-024 6.2263594E-023 1.8390059E-024
6.1602244 1.8234262E-024 6.1782699E-023 1.8226326E-024
6.1791724 1.8072859E-024 6.1310913E-023 1.8065013E-024
6.1981786 1.791387E-024 6.0847873E-023 1.7906112E-024
6.2172433 1.7757295E-024 6.0393243E-023 1.7749624E-024
6.2363667 1.760313E-024 5.9946715E-023 1.7595546E-024
6.2555489 1.7451371E-024 5.9508004E-023 1.7443871E-024
6.2747901 1.7302017E-024 5.9076839E-023 1.7294602E-024
6.2940904 1.7155067E-024 5.8652972E-023 1.7147734E-024
6.3134501 1.7010515E-024 5.8236176E-023 1.7003263E-024
6.3328694 1.6868362E-024 5.7826244E-023 1.686119E-024
6.3523484 1.6728606E-024 5.7422978E-023 1.6721512E-024
6.3718874 1.659124E-024 5.70262E-023 1.6584222E-024
6.3914864 1.6456266E-024 5.6635748E-023 1.6449324E-024
6.4111457 1.632368E-024 5.6251475E-023 1.6316812E-024
6.4308655 1.6193476E-024 5.5873247E-023 1.6186679E-024
6.4506459 1.6065653E-024 5.5500939E-023 1.6058927E-024
6.4704871 1.5940207E-024 5.5134445E-023 1.5933549E-024
6.4903894 1.5817129E-024 5.4773669E-023 1.5810538E-024
6.510353 1.5696417E-024 5.4418526E-023 1.5689891E-024
6.5303779 1.5578064E-024 5.406894E-023 1.5571602E-024
6.5504644 1.5462059E-024 5.3724851E-023 1.545566E-024
6.5706127 1.5348398E-024 5.3386208E-023 1.5342059E-024
6.590823 1.5237071E-024 5.305297E-023 1.5230791E-024
6.6110954 1.5128065E-024 5.2725106E-023 1.5121842E-024
6.6314302 1.5021371E-024 5.2402597E-023 1.5015203E-024
6.6518275 1.4916976E-024 5.2085434E-023 1.4910862E-024
6.6722876 1.4814863E-024 5.1773621E-023 1.4808801E-024
6.6928106 1.4715021E-024 5.1467166E-023 1.470901E-024
6.7133968 1.4617432E-024 5.1166096E-023 1.4611471E-024
6.7340462 1.4522077E-024 5.0870444E-023 1.4516163E-024
6.7547592 1.4428938E-024 5.0580258E-023 1.4423071E-024
6.7755359 1.4337997E-024 5.0295593E-023 1.4332174E-024
6.7963764 1.4249228E-024 5.0016523E-023 1.4243449E-024
6.8172811 1.4162611E-024 4.974313E-023 1.4156874E-024
6.8382501 1.4078122E-024 4.9475514E-023 1.4072426E-024
6.8592836 1.3995732E-024 4.9213786E-023 1.3990076E-024
6.8803818 1.3915419E-024 4.8958073E-023 1.3909801E-024
6.9015449 1.3837154E-024 4.8708523E-023 1.3831574E-024
6.922773 1.3760906E-024 4.8465298E-023 1.3755362E-024
6.9440665 1.3686647E-024 4.822858E-023 1.3681139E-024
6.9654255 1.3614347E-024 4.7998573E-023 1.3608873E-024
6.9868501 1.3543971E-024 4.7775504E-023 1.3538532E-024
7.0083407 1.347549E-024 4.7559626E-023 1.3470084E-024
7.0298973 1.340887E-024 4.7351217E-023 1.3403497E-024
7.0515203 1.3344076E-024 4.7150587E-023 1.3338735E-024
7.0732098 1.3281074E-024 4.6958079E-023 1.3275766E-024
7.094966 1.3219831E-024 4.6774073E-023 1.3214554E-024
7.1167891 1.3160309E-024 4.659899E-023 1.3155063E-024
7.1386793 1.3102474E-024 4.6433296E-023 1.309726E-024
7.1606369 1.3046291E-024 4.6277508E-023 1.3041109E-024
7.182662 1.2991721E-024 4.61322E-023 1.2986573E-024
7.2047548 1.2938733E-024 4.5998008E-023 1.2933617E-024
7.2269156 1.2887288E-024 4.5875643E-023 1.2882206E-024
7.2491446 1.2837351E-024 4.5765892E-023 1.2832303E-024
7.2714419 1.2788887E-024 4.5669638E-023 1.2783875E-024
7.2938079 1.2741861E-024 4.5587866E-023 1.2736887E-024
7.3162426 1.2696237E-024 4.5521676E-023 1.2691301E-024
7.3387463 1.2651982E-024 4.5472308E-023 1.2647087E-024
7.3613192 1.2609062E-024 4.5441154E-023 1.260421E-024
7.3839616 1.2567442E-024 4.5429782E-023 1.2562636E-024
7.4066736 1.2527091E-024 4.5439967E-023 1.2522333E-024
7.4294555 1.2487977E-024 4.547372E-023 1.248327E-024
7.4523074 1.2450066E-024 4.553333E-023 1.2445414E-024
7.4752297 1.2413328E-024 4.5621405E-023 1.2408736E-024
7.4982224 1.2377735E-024 4.5740932E-023 1.2373205E-024
7.5212859 1.2343253E-024 4.5895343E-023 1.2338792E-024
7.5444203 1.2309857E-024 4.6088594E-023 1.2305468E-024
7.5676259 1.2277517E-024 4.632527E-023 1.2273207E-024
7.5909028 1.2246205E-024 4.6610703E-023 1.2241981E-024
7.6142514 1.2215895E-024 4.6951126E-023 1.2211763E-024
7.6376717 1.2186562E-024 4.7353863E-023 1.2182529E-024
7.6611641 1.2158179E-024 4.7827569E-023 1.2154252E-024
7.6847288 1.2130721E-024 4.8382532E-023 1.212691E-024
7.7083659 1.2104167E-024 4.9031066E-023 1.210048E-024
7.7320757 1.207849E-024 4.978801E-023 1.2074937E-024
7.7558585 1.205367E-024 5.0671395E-023 1.2050261E-024
7.7797144 1.2029685E-024 5.1703317E-023 1.202643E-024
7.8036437 1.2006512E-024 5.2911116E-023 1.2003422E-024
7.8276466 1.1984132E-024 5.4328993E-023 1.1981218E-024
7.8517233 1.1962526E-024 5.6000241E-023 1.1959797E-024
7.8758741 1.1941672E-024 5.798043E-023 1.193914E-024
7.9000992 1.1921553E-024 6.0341995E-023 1.1919227E-024
7.9243988 1.1902151E-024 6.3181069E-023 1.190004E-024
7.9487731 1.1883447E-024 6.6627916E-023 1.1881557E-024
7.9732224 1.1865425E-024 7.0863403E-023 1.1863762E-024
7.9977469 1.1848068E-024 7.6146059E-023 1.1846634E-024
8.0223468 1.1831359E-024 8.2858576E-023 1.1830153E-024
8.0470224 1.1815283E-024 9.1592337E-023 1.18143E-024
8.0717739 1.1799825E-024 1.0331197E-022 1.1799056E-024
8.0966016 1.178497E-024 1.1970498E-022 1.1784399E-024
8.1215056 1.1770703E-024 1.4401527E-022 1.177031E-024
8.1464861 1.175701E-024 1.8337663E-022 1.1756769E-024
8.1715436 1.1743878E-024 2.5714382E-022 1.1743755E-024
8.1966781 1.1731292E-024 4.4268551E-022 1.1731251E-024
8.2218899 1.1719241E-024 1.7429597E-021 1.1719238E-024
8.2471793 1.1707711E-024 8.6593733E-022 1.17077E-024
8.2725464 1.1696689E-024 3.4322225E-022 1.1696621E-024
8.2979916 1.1686165E-024 2.1328352E-022 1.1685989E-024
8.323515 1.1676125E-024 1.546596E-022 1.1675792E-024
8.349117 1.1666558E-024 1.2148462E-022 1.166602E-024
8.3747977 1.1657453E-024 1.0027258E-022 1.1656666E-024
8.4005574 1.1648799E-024 8.562898E-023 1.1647721E-024
8.4263963 1.1640584E-024 7.4973308E-023 1.1639181E-024
8.4523147 1.1632799E-024 6.6915584E-023 1.1631042E-024
8.4783128 1.1625432E-024 6.064071E-023 1.1623297E-024
8.5043909 1.1618474E-024 5.5639131E-023 1.1615942E-024
8.5305492 1.1611914E-024 5.157601E-023 1.1608972E-024
8.556788 1.1605742E-024 4.8222364E-023 1.1602383E-024
8.5831074 1.1599949E-024 4.5416416E-023 1.1596167E-024
8.6095078 1.1594526E-024 4.3040739E-023 1.1590321E-024
8.6359895 1.1589461E-024 4.1008143E-023 1.1584836E-024
8.6625525 1.1584748E-024 3.9252625E-023 1.1579705E-024
8.6891973 1.1580376E-024 3.7723389E-023 1.1574923E-024
8.7159241 1.1576336E-024 3.6380774E-023 1.157048E-024
8.742733 1.157262E-024 3.5193423E-023 1.1566368E-024
8.7696244 1.1569219E-024 3.4136268E-023 1.156258E-024
8.7965985 1.1566124E-024 3.3189068E-023 1.1559107E-024
8.8236556 1.1563328E-024 3.2335338E-023 1.1555941E-024
8.8507959 1.1560822E-024 3.1561541E-023 1.1553074E-024
8.8780197 1.1558597E-024 3.0856482E-023 1.1550496E-024
8.9053272 1.1556646E-024 3.0210841E-023 1.15482E-024
8.9327188 1.1554962E-024 2.9616811E-023 1.1546177E-024
8.9601945 1.1553535E-024 2.9067816E-023 1.1544419E-024
8.9877548 1.1552358E-024 2.8558288E-023 1.1542918E-024
9.0153999 1.1551425E-024 2.8083488E-023 1.1541665E-024
9.04313 1.1550726E-024 2.7639366E-023 1.1540653E-024
9.0709454 1.1550256E-024 2.7222444E-023 1.1539874E-024
9.0988463 1.1550007E-024 2.6829725E-023 1.1539319E-024
9.1268331 1.1549971E-024 2.6458616E-023 1.1538982E-024
9.1549059 1.1550142E-024 2.6106865E-023 1.1538855E-024
9.1830651 1.1550513E-024 2.5772508E-023 1.153893E-024
9.2113109 1.1551076E-024 2.5453831E-023 1.1539201E-024
9.2396436 1.1551826E-024 2.5149327E-023 1.1539659E-024
9.2680634 1.1552755E-024 2.4857674E-023 1.1540299E-024
9.2965707 1.1553857E-024 2.4577703E-023 1.1541112E-024
9.3251656 1.1555126E-024 2.4308383E-023 1.1542093E-024
9.3538485 1.1556555E-024 2.4048795E-023 1.1543234E-024
9.3826196 1.1558137E-024 2.3798127E-023 1.154453E-024
9.4114792 1.1559867E-024 2.3555651E-023 1.1545973E-024
9.4404276 1.1561739E-024 2.332072E-023 1.1547557E-024
9.469465 1.1563747E-024 2.3092752E-023 1.1549276E-024
9.4985917 1.1565884E-024 2.2871226E-023 1.1551124E-024
9.527808 1.1568145E-024 2.2655673E-023 1.1553094E-024
9.5571142 1.1570524E-024 2.2445671E-023 1.1555181E-024
9.5865105 1.1573016E-024 2.2240838E-023 1.155738E-024
9.6159973 1.1575614E-024 2.2040829E-023 1.1559683E-024
9.6455747 1.1578314E-024 2.1845332E-023 1.1562086E-024
9.6752431 1.158111E-024 2.1654062E-023 1.1564582E-024
9.7050028 1.1583997E-024 2.1466761E-023 1.1567167E-024
9.734854 1.1586969E-024 2.1283193E-023 1.1569835E-024
9.764797 1.1590021E-024 2.1103145E-023 1.1572581E-024
9.7948322 1.1593149E-024 2.0926419E-023 1.1575399E-024
9.8249597 1.1596347E-024 2.0752835E-023 1.1578285E-024
9.8551799 1.159961E-024 2.0582228E-023 1.1581232E-024
9.885493 1.1602933E-024 2.0414448E-023 1.1584237E-024
9.9158994 1.1606313E-024 2.0249354E-023 1.1587295E-024
9.9463993 1.1609743E-024 2.0086818E-023 1.15904E-024
9.976993 1.161322E-024 1.9926721E-023 1.1593548E-024
10.007681 1.1616738E-024 1.9768955E-023 1.1596734E-024
10.038463 1.1620294E-024 1.9613418E-023 1.1599953E-024
10.06934 1.1623884E-024 1.9460016E-023 1.1603202E-024
10.100312 1.1627501E-024 1.9308662E-023 1.1606476E-024
10.131379 1.1631143E-024 1.9159276E-023 1.160977E-024
10.162542 1.1634806E-024 1.9011782E-023 1.161308E-024
10.1938 1.1638484E-024 1.8866109E-023 1.1616401E-024
10.225155 1.1642175E-024 1.8722194E-023 1.1619731E-024
10.256606 1.1645874E-024 1.8579975E-023 1.1623064E-024
10.288154 1.1649577E-024 1.8439395E-023 1.1626397E-024
10.319799 1.165328E-024 1.83004E-023 1.1629726E-024
10.351541 1.1656981E-024 1.8162941E-023 1.1633047E-024
10.383381 1.1660673E-024 1.8026972E-023 1.1636355E-024
10.415319 1.1664356E-024 1.7892447E-023 1.1639648E-024
10.447355 1.1668024E-024 1.7759326E-023 1.1642922E-024
10.479489 1.1671674E-024 1.762757E-023 1.1646172E-024
10.511723 1.1675302E-024 1.7497141E-023 1.1649397E-024
10.544055 1.1678906E-024 1.7368007E-023 1.1652591E-024
10.576487 1.1682482E-024 1.7240133E-023 1.1655752E-024
10.609019 1.1686027E-024 1.7113489E-023 1.1658877E-024
10.641651 1.1689537E-024 1.6988046E-023 1.1661961E-024
10.674383 1.169301E-024 1.6863776E-023 1.1665002E-024
10.707216 1.1696441E-024 1.6740652E-023 1.1667997E-024
10.74015 1.1699829E-024 1.6618651E-023 1.1670942E-024
10.773185 1.170317E-024 1.6497748E-023 1.1673834E-024
10.806322 1.1706461E-024 1.6377921E-023 1.1676671E-024
10.83956 1.1709699E-024 1.6259147E-023 1.1679449E-024
10.872901 1.1712882E-024 1.6141408E-023 1.1682166E-024
10.906345 1.1716006E-024 1.6024683E-023 1.1684818E-024
10.939891 1.171907E-024 1.5908954E-023 1.1687403E-024
10.973541 1.1722069E-024 1.5794203E-023 1.1689918E-024
11.007294 1.1725003E-024 1.5680412E-023 1.1692361E-024
11.041151 1.1727867E-024 1.5567567E-023 1.1694728E-024
11.075112 1.173066E-024 1.545565E-023 1.1697017E-024
11.109177 1.1733379E-024 1.5344647E-023 1.1699226E-024
11.143347 1.1736021E-024 1.5234544E-023 1.1701352E-024
11.177623 1.1738585E-024 1.5125327E-023 1.1703392E-024
11.212004 1.1741068E-024 1.5016982E-023 1.1705345E-024
11.24649 1.1743467E-024 1.4909497E-023 1.1707207E-024
11.281083 1.174578E-024 1.480286E-023 1.1708977E-024
11.315782 1.1748005E-024 1.4697058E-023 1.1710652E-024
11.350587 1.1750141E-024 1.459208E-023 1.171223E-024
11.3855 1.1752183E-024 1.4487915E-023 1.1713709E-024
11.42052 1.1754132E-024 1.4384552E-023 1.1715086E-024
11.455648 1.1755984E-024 1.4281982E-023 1.1716359E-024
11.490884 1.1757738E-024 1.4180193E-023 1.1717527E-024
11.526229 1.1759392E-024 1.4079177E-023 1.1718587E-024
11.561682 1.1760943E-024 1.3978923E-023 1.1719538E-024
11.597244 1.176239E-024 1.3879423E-023 1.1720377E-024
11.632915 1.1763731E-024 1.3780669E-023 1.1721103E-024
11.668696 1.1764964E-024 1.368265E-023 1.1721713E-024
11.704588 1.1766088E-024 1.3585359E-023 1.1722206E-024
11.740589 1.17671E-024 1.3488789E-023 1.1722579E-024
11.776702 1.1767999E-024 1.339293E-023 1.1722832E-024
11.812925 1.1768784E-024 1.3297776E-023 1.1722963E-024
11.84926 1.1769452E-024 1.3203318E-023 1.1722969E-024
11.885707 1.1770002E-024 1.310955E-023 1.1722849E-024
11.922265 1.1770433E-024 1.3016465E-023 1.1722602E-024
11.958937 1.1770743E-024 1.2924055E-023 1.1722226E-024
11.995721 1.177093E-024 1.2832313E-023 1.1721719E-024
12.032618 1.1770993E-024 1.2741234E-023 1.172108E-024
12.069628 1.1770931E-024 1.265081E-023 1.1720307E-024
12.106753 1.1770743E-024 1.2561036E-023 1.17194E-024
12.143991 1.1770426E-024 1.2471905E-023 1.1718355E-024
12.181345 1.176998E-024 1.238341E-023 1.1717173E-024
12.218813 1.1769403E-024 1.2295547E-023 1.1715852E-024
12.256396 1.1768694E-024 1.2208309E-023 1.171439E-024
12.294095 1.1767852E-024 1.2121691E-023 1.1712787E-024
12.33191 1.1766876E-024 1.2035687E-023 1.1711041E-024
12.369841 1.1765765E-024 1.1950292E-023 1.170915E-024
12.407889 1.1764517E-024 1.1865499E-023 1.1707114E-024
12.446054 1.1763131E-024 1.1781305E-023 1.1704932E-024
12.484336 1.1761607E-024 1.1697703E-023 1.1702601E-024
12.522736 1.1759943E-024 1.161469E-023 1.1700123E-024
12.561254 1.1758139E-024 1.1532258E-023 1.1697495E-024
12.599891 1.1756193E-024 1.1450405E-023 1.1694716E-024
12.638646 1.1754104E-024 1.1369125E-023 1.1691785E-024
12.677521 1.1751873E-024 1.1288413E-023 1.1688703E-024
12.716515 1.1749498E-024 1.1208264E-023 1.1685467E-024
12.75563 1.1746978E-024 1.1128674E-023 1.1682077E-024
12.794864 1.1744313E-024 1.1049639E-023 1.1678533E-024
12.834219 1.1741501E-024 1.0971154E-023 1.1674832E-024
12.873696 1.1738543E-024 1.0893215E-023 1.1670976E-024
12.913293 1.1735439E-024 1.0815816E-023 1.1666964E-024
12.953013 1.1732186E-024 1.0738955E-023 1.1662793E-024
12.992854 1.1728786E-024 1.0662627E-023 1.1658465E-024
13.032818 1.1725239E-024 1.0586827E-023 1.1653981E-024
13.072906 1.172154E-024 1.0511552E-023 1.1649336E-024
13.113116 1.1717695E-024 1.0436797E-023 1.1644534E-024
13.15345 1.1713703E-024 1.036256E-023 1.1639575E-024
13.193908 1.1709557E-024 1.0288834E-023 1.1634453E-024
13.234491 1.1705267E-024 1.0215618E-023 1.1629176E-024
13.275198 1.1700832E-024 1.0142907E-023 1.1623744E-024
13.316031 1.1696239E-024 1.0070696E-023 1.1618144E-024
13.356989 1.1691507E-024 9.9989837E-024 1.1612395E-024
13.398073 1.1686646E-024 9.9277649E-024 1.1606506E-024
13.439284 1.168163E-024 9.8570362E-024 1.1600451E-024
13.480621 1.1676453E-024 9.7867941E-024 1.1594226E-024
13.522086 1.1671129E-024 9.7170351E-024 1.1587843E-024
13.563678 1.166569E-024 9.6477556E-024 1.1581333E-024
