Low frequency,SR785 noise (V/sqrt(Hz)),0V output noise (V/sqrt(Hz)),HV output noise (V/sqrt(Hz)),Mid frequency,SR785 noise (V/sqrt(Hz)),0V output noise (V/sqrt(Hz)),HV output noise (V/sqrt(Hz)),High frequency,SR785 noise (V/sqrt(Hz)),0V output noise (V/sqrt(Hz)),HV output noise (V/sqrt(Hz)),
6.925000e+01,1.015797e-08,6.887254e-08,1.599727e-07,1.108000e+03,8.400866e-09,6.051795e-08,1.589291e-07,3.545600e+04,8.187634e-09,7.861889e-08,7.646890e-08,
6.950000e+01,1.209848e-08,7.082030e-08,1.395692e-07,1.112000e+03,8.389215e-09,5.510045e-08,1.462832e-07,3.558400e+04,8.237064e-09,7.551449e-08,7.482518e-08,
6.975000e+01,1.390719e-08,6.468640e-08,1.151035e-07,1.116000e+03,8.631963e-09,5.364543e-08,1.470431e-07,3.571200e+04,8.289249e-09,7.399537e-08,7.699469e-08,
7.000000e+01,1.455249e-08,6.561429e-08,1.154461e-07,1.120000e+03,8.372082e-09,5.612378e-08,1.499312e-07,3.584000e+04,8.294566e-09,7.940537e-08,7.856133e-08,
7.025000e+01,1.257901e-08,6.316792e-08,1.254803e-07,1.124000e+03,8.519315e-09,6.088531e-08,1.449645e-07,3.596800e+04,8.234496e-09,7.969238e-08,8.013503e-08,
7.050000e+01,1.256402e-08,5.955138e-08,1.312150e-07,1.128000e+03,8.264603e-09,6.534879e-08,1.491273e-07,3.609600e+04,8.189450e-09,8.321869e-08,8.952284e-08,
7.075000e+01,1.260736e-08,6.112825e-08,1.438074e-07,1.132000e+03,8.354506e-09,6.284824e-08,1.523432e-07,3.622400e+04,8.264894e-09,1.041998e-07,1.104692e-07,
7.100000e+01,1.091583e-08,6.530725e-08,1.651263e-07,1.136000e+03,8.817024e-09,5.838742e-08,1.518583e-07,3.635200e+04,8.485875e-09,1.197239e-07,1.284764e-07,
7.125000e+01,1.042947e-08,5.883118e-08,1.663718e-07,1.140000e+03,7.837206e-09,5.814464e-08,1.515766e-07,3.648000e+04,8.554502e-09,1.121600e-07,1.251806e-07,
7.150000e+01,1.111417e-08,4.917257e-08,1.528445e-07,1.144000e+03,7.112904e-09,6.073015e-08,1.384131e-07,3.660800e+04,8.351406e-09,9.205693e-08,9.872339e-08,
7.175000e+01,1.302753e-08,4.866810e-08,1.345456e-07,1.148000e+03,7.784275e-09,6.335566e-08,1.332335e-07,3.673600e+04,8.240827e-09,7.931667e-08,7.705034e-08,
7.200000e+01,1.263627e-08,5.897501e-08,1.274596e-07,1.152000e+03,8.732225e-09,6.475341e-08,1.449291e-07,3.686400e+04,8.245570e-09,7.244537e-08,7.150223e-08,
7.225000e+01,1.181396e-08,5.954099e-08,1.557122e-07,1.156000e+03,8.728794e-09,6.134361e-08,1.530264e-07,3.699200e+04,8.402748e-09,7.097216e-08,7.366132e-08,
7.250000e+01,1.217362e-08,6.529564e-08,1.866326e-07,1.160000e+03,8.148730e-09,5.873153e-08,1.475992e-07,3.712000e+04,8.571011e-09,7.616222e-08,7.430049e-08,
7.275000e+01,1.196087e-08,6.871814e-08,1.967626e-07,1.164000e+03,7.710458e-09,5.878294e-08,1.442316e-07,3.724800e+04,8.369839e-09,7.516351e-08,7.247003e-08,
7.300000e+01,1.133938e-08,5.900111e-08,1.976959e-07,1.168000e+03,8.378022e-09,6.050572e-08,1.461115e-07,3.737600e+04,8.262898e-09,7.176902e-08,7.163479e-08,
7.325000e+01,1.046198e-08,6.018174e-08,1.706702e-07,1.172000e+03,8.512283e-09,6.232079e-08,1.627735e-07,3.750400e+04,8.413770e-09,7.217393e-08,7.157803e-08,
7.350000e+01,9.296162e-09,5.947559e-08,1.432476e-07,1.176000e+03,8.585685e-09,6.127845e-08,1.754664e-07,3.763200e+04,8.386194e-09,7.057245e-08,6.943943e-08,
7.375000e+01,1.089549e-08,5.510753e-08,1.636499e-07,1.180000e+03,8.235274e-09,6.064286e-08,1.683435e-07,3.776000e+04,8.193785e-09,6.642928e-08,6.808197e-08,
7.400000e+01,1.178579e-08,5.552258e-08,1.688583e-07,1.184000e+03,7.897984e-09,5.679806e-08,1.610984e-07,3.788800e+04,8.170715e-09,6.900409e-08,6.853881e-08,
7.425000e+01,1.030297e-08,5.280521e-08,1.622140e-07,1.188000e+03,8.438694e-09,5.746264e-08,1.581341e-07,3.801600e+04,8.362325e-09,7.322097e-08,6.800562e-08,
7.450000e+01,1.103931e-08,6.662957e-08,1.391427e-07,1.192000e+03,8.718621e-09,6.234761e-08,1.596013e-07,3.814400e+04,8.539430e-09,6.967832e-08,6.841363e-08,
7.475000e+01,1.285891e-08,7.773625e-08,1.486135e-07,1.196000e+03,8.397269e-09,9.337684e-08,1.638785e-07,3.827200e+04,8.353076e-09,6.767193e-08,7.138269e-08,
7.500000e+01,1.235003e-08,6.994668e-08,1.770032e-07,1.200000e+03,8.436674e-09,1.167086e-07,1.739594e-07,3.840000e+04,8.244466e-09,7.322917e-08,7.375544e-08,
7.525000e+01,1.092522e-08,5.643175e-08,1.513659e-07,1.204000e+03,8.762979e-09,8.931274e-08,1.632463e-07,3.852800e+04,8.434248e-09,7.530311e-08,7.401202e-08,
7.550000e+01,1.226819e-08,5.486700e-08,1.301600e-07,1.208000e+03,8.611591e-09,6.739158e-08,1.622761e-07,3.865600e+04,8.431396e-09,7.039021e-08,7.179928e-08,
7.575000e+01,1.360050e-08,5.766634e-08,1.456224e-07,1.212000e+03,7.747984e-09,6.358927e-08,1.583360e-07,3.878400e+04,8.259940e-09,6.909036e-08,7.208293e-08,
7.600000e+01,1.323002e-08,6.009056e-08,1.474598e-07,1.216000e+03,7.376159e-09,6.169173e-08,1.472142e-07,3.891200e+04,8.185171e-09,7.006328e-08,7.101207e-08,
7.625000e+01,1.321236e-08,5.949916e-08,1.495875e-07,1.220000e+03,7.685221e-09,6.271127e-08,1.421304e-07,3.904000e+04,8.313001e-09,7.234092e-08,7.292780e-08,
7.650000e+01,1.305298e-08,5.214116e-08,1.590136e-07,1.224000e+03,8.126250e-09,6.144897e-08,1.457938e-07,3.916800e+04,8.480789e-09,7.751371e-08,7.867018e-08,
7.675000e+01,1.242653e-08,4.287052e-08,1.421195e-07,1.228000e+03,8.003945e-09,5.972287e-08,1.513406e-07,3.929600e+04,8.533114e-09,7.564951e-08,7.473388e-08,
7.700000e+01,1.212868e-08,4.845456e-08,1.599957e-07,1.232000e+03,8.618136e-09,5.835524e-08,1.552544e-07,3.942400e+04,8.659263e-09,7.059392e-08,6.890370e-08,
7.725000e+01,1.266466e-08,6.335497e-08,1.858680e-07,1.236000e+03,8.497996e-09,5.764900e-08,1.490160e-07,3.955200e+04,8.550765e-09,6.619986e-08,6.919087e-08,
7.750000e+01,1.307005e-08,6.589731e-08,1.914973e-07,1.240000e+03,7.982461e-09,6.012183e-08,1.488045e-07,3.968000e+04,8.339293e-09,6.741126e-08,7.128228e-08,
7.775000e+01,1.258227e-08,7.215665e-08,1.873528e-07,1.244000e+03,8.291325e-09,5.870916e-08,1.442665e-07,3.980800e+04,8.407749e-09,7.010545e-08,7.003259e-08,
7.800000e+01,1.158215e-08,8.420960e-08,2.080102e-07,1.248000e+03,8.489603e-09,5.593726e-08,1.500809e-07,3.993600e+04,8.398431e-09,6.738426e-08,6.868095e-08,
7.825000e+01,1.098553e-08,7.924799e-08,2.049711e-07,1.252000e+03,8.410501e-09,5.498182e-08,1.564192e-07,4.006400e+04,8.313859e-09,6.630570e-08,6.969339e-08,
7.850000e+01,1.111423e-08,6.442075e-08,1.614817e-07,1.256000e+03,8.287357e-09,5.509301e-08,1.498240e-07,4.019200e+04,8.321129e-09,6.901636e-08,7.042986e-08,
7.875000e+01,1.112022e-08,4.875763e-08,1.554369e-07,1.260000e+03,8.207039e-09,5.823108e-08,1.464407e-07,4.032000e+04,8.292326e-09,7.028240e-08,6.803990e-08,
7.900000e+01,1.078896e-08,5.226899e-08,1.522197e-07,1.264000e+03,7.695944e-09,6.114632e-08,1.497701e-07,4.044800e+04,8.186591e-09,6.707961e-08,6.649430e-08,
7.925000e+01,1.129488e-08,6.655997e-08,1.317012e-07,1.268000e+03,8.216199e-09,6.261929e-08,1.438607e-07,4.057600e+04,8.247508e-09,6.704854e-08,6.751542e-08,
7.950000e+01,1.202918e-08,7.472534e-08,1.492733e-07,1.272000e+03,8.606619e-09,6.026711e-08,1.344924e-07,4.070400e+04,8.280607e-09,7.042368e-08,6.816298e-08,
7.975000e+01,1.111017e-08,7.731049e-08,1.832852e-07,1.276000e+03,8.724233e-09,6.344337e-08,1.439818e-07,4.083200e+04,8.176782e-09,6.838306e-08,6.687657e-08,
8.000000e+01,9.441447e-09,6.915138e-08,1.867088e-07,1.280000e+03,8.196737e-09,6.688891e-08,1.633482e-07,4.096000e+04,8.167414e-09,6.571531e-08,6.633752e-08,
8.025000e+01,1.024325e-08,5.645672e-08,1.697222e-07,1.284000e+03,7.243606e-09,6.173693e-08,1.742628e-07,4.108800e+04,8.162178e-09,6.825262e-08,6.823636e-08,
8.050000e+01,1.253478e-08,5.280214e-08,1.577635e-07,1.288000e+03,7.389242e-09,5.746517e-08,1.717190e-07,4.121600e+04,8.281680e-09,7.021946e-08,6.908520e-08,
8.075000e+01,1.253613e-08,5.431366e-08,1.504399e-07,1.292000e+03,8.101252e-09,6.648416e-08,1.592622e-07,4.134400e+04,8.324436e-09,6.748362e-08,6.713613e-08,
8.100000e+01,1.230870e-08,5.168910e-08,1.382120e-07,1.296000e+03,8.686269e-09,1.075341e-07,1.653776e-07,4.147200e+04,8.194145e-09,6.511165e-08,6.714681e-08,
8.125000e+01,1.234415e-08,5.096942e-08,1.483218e-07,1.300000e+03,8.232200e-09,1.292524e-07,1.874928e-07,4.160000e+04,8.203616e-09,6.785630e-08,6.809849e-08,
8.150000e+01,1.132743e-08,6.033596e-08,1.668180e-07,1.304000e+03,7.859921e-09,9.363525e-08,1.704410e-07,4.172800e+04,8.262752e-09,6.961332e-08,6.744236e-08,
8.175000e+01,1.029326e-08,6.781414e-08,1.509664e-07,1.308000e+03,8.193155e-09,6.233214e-08,1.506564e-07,4.185600e+04,8.167970e-09,6.793674e-08,6.851894e-08,
8.200000e+01,1.129976e-08,6.619106e-08,1.271610e-07,1.312000e+03,8.341014e-09,5.840075e-08,1.474173e-07,4.198400e+04,8.203237e-09,6.736362e-08,7.030972e-08,
8.225000e+01,1.112904e-08,6.547411e-08,1.429058e-07,1.316000e+03,8.323322e-09,5.900131e-08,1.463365e-07,4.211200e+04,8.364841e-09,6.962816e-08,6.944431e-08,
8.250000e+01,1.106316e-08,6.762143e-08,1.689905e-07,1.320000e+03,8.237009e-09,6.116485e-08,1.400217e-07,4.224000e+04,8.313330e-09,6.970158e-08,6.785012e-08,
8.275000e+01,1.178705e-08,7.301649e-08,1.663200e-07,1.324000e+03,8.039227e-09,6.382289e-08,1.365925e-07,4.236800e+04,8.223220e-09,6.743880e-08,6.972547e-08,
8.300000e+01,1.200531e-08,7.618447e-08,1.575987e-07,1.328000e+03,7.619803e-09,6.466168e-08,1.437740e-07,4.249600e+04,8.254665e-09,6.967036e-08,7.201000e-08,
8.325000e+01,1.223816e-08,7.809392e-08,1.520041e-07,1.332000e+03,7.191084e-09,6.131707e-08,1.452538e-07,4.262400e+04,8.399390e-09,7.148794e-08,7.040157e-08,
8.350000e+01,1.269604e-08,7.979797e-08,1.610638e-07,1.336000e+03,7.905480e-09,5.907352e-08,1.309782e-07,4.275200e+04,8.474646e-09,6.973940e-08,6.809311e-08,
8.375000e+01,1.166656e-08,7.292532e-08,1.660131e-07,1.340000e+03,8.333984e-09,5.853749e-08,1.210605e-07,4.288000e+04,8.490945e-09,6.787553e-08,6.772805e-08,
8.400000e+01,9.719869e-09,7.496991e-08,1.494591e-07,1.344000e+03,8.567868e-09,5.765223e-08,1.373335e-07,4.300800e+04,8.368662e-09,7.026542e-08,6.959514e-08,
8.425000e+01,1.055860e-08,8.017728e-08,1.508675e-07,1.348000e+03,8.887099e-09,5.760952e-08,1.423488e-07,4.313600e+04,8.302183e-09,7.203933e-08,7.005451e-08,
8.450000e+01,1.239297e-08,7.193516e-08,1.668819e-07,1.352000e+03,8.727145e-09,5.752236e-08,1.460640e-07,4.326400e+04,8.223365e-09,6.989716e-08,6.789438e-08,
8.475000e+01,1.201256e-08,6.507749e-08,1.755281e-07,1.356000e+03,7.932799e-09,5.617871e-08,1.514515e-07,4.339200e+04,8.346163e-09,6.713738e-08,6.753543e-08,
8.500000e+01,1.172626e-08,6.165097e-08,1.814481e-07,1.360000e+03,7.251803e-09,5.728393e-08,1.532690e-07,4.352000e+04,8.445869e-09,6.948260e-08,6.957191e-08,
8.525000e+01,1.201649e-08,6.320642e-08,1.812452e-07,1.364000e+03,7.475546e-09,5.770542e-08,1.533640e-07,4.364800e+04,8.326904e-09,7.154086e-08,6.965522e-08,
8.550000e+01,9.983018e-09,7.258550e-08,1.869312e-07,1.368000e+03,7.991809e-09,5.997152e-08,1.441395e-07,4.377600e+04,8.268615e-09,7.023735e-08,7.034532e-08,
8.575000e+01,9.144354e-09,6.805081e-08,2.063662e-07,1.372000e+03,7.777628e-09,6.362621e-08,1.386705e-07,4.390400e+04,8.322974e-09,6.869831e-08,7.243813e-08,
8.600000e+01,1.052496e-08,5.865761e-08,1.976104e-07,1.376000e+03,7.745620e-09,5.758353e-08,1.364383e-07,4.403200e+04,8.500590e-09,7.099563e-08,7.289818e-08,
8.625000e+01,9.801423e-09,5.942415e-08,1.513878e-07,1.380000e+03,8.396403e-09,5.226560e-08,1.408006e-07,4.416000e+04,8.498612e-09,7.347868e-08,7.144502e-08,
8.650000e+01,8.384593e-09,6.403473e-08,1.374668e-07,1.384000e+03,8.667310e-09,5.274002e-08,1.453285e-07,4.428800e+04,8.452103e-09,7.188274e-08,7.009467e-08,
8.675000e+01,8.600007e-09,6.725424e-08,1.565314e-07,1.388000e+03,8.237462e-09,5.371244e-08,1.454971e-07,4.441600e+04,8.251511e-09,6.964872e-08,6.929587e-08,
8.700000e+01,8.963831e-09,6.944050e-08,1.700938e-07,1.392000e+03,7.885420e-09,6.719343e-08,1.465644e-07,4.454400e+04,8.194829e-09,7.000391e-08,7.036718e-08,
8.725000e+01,9.586854e-09,7.079682e-08,1.719983e-07,1.396000e+03,8.242945e-09,1.239269e-07,1.663512e-07,4.467200e+04,8.283100e-09,7.040860e-08,6.993992e-08,
8.750000e+01,9.960158e-09,6.587192e-08,1.523491e-07,1.400000e+03,8.502793e-09,1.467103e-07,2.020244e-07,4.480000e+04,8.236142e-09,6.780439e-08,6.887042e-08,
8.775000e+01,1.033529e-08,6.914888e-08,1.595349e-07,1.404000e+03,8.607337e-09,9.092334e-08,1.677785e-07,4.492800e+04,8.318662e-09,6.678499e-08,6.962548e-08,
8.800000e+01,1.176639e-08,6.975809e-08,1.664351e-07,1.408000e+03,9.085508e-09,5.408942e-08,1.376874e-07,4.505600e+04,8.507406e-09,6.962655e-08,7.056176e-08,
8.825000e+01,1.301700e-08,6.133727e-08,1.710251e-07,1.412000e+03,9.256664e-09,5.527557e-08,1.373938e-07,4.518400e+04,8.396255e-09,7.029598e-08,6.844007e-08,
8.850000e+01,1.255578e-08,5.035251e-08,1.711033e-07,1.416000e+03,8.898132e-09,6.031019e-08,1.359187e-07,4.531200e+04,8.273810e-09,6.782903e-08,6.641477e-08,
8.875000e+01,1.169249e-08,5.393742e-08,1.793454e-07,1.420000e+03,8.498052e-09,6.289380e-08,1.411640e-07,4.544000e+04,8.269614e-09,6.525458e-08,6.912617e-08,
8.900000e+01,1.169066e-08,6.292882e-08,1.727364e-07,1.424000e+03,8.411387e-09,5.896349e-08,1.443921e-07,4.556800e+04,8.321914e-09,6.650576e-08,7.072821e-08,
8.925000e+01,1.068803e-08,6.524519e-08,1.715404e-07,1.428000e+03,8.525903e-09,5.325406e-08,1.442924e-07,4.569600e+04,8.322646e-09,6.687951e-08,6.884970e-08,
8.950000e+01,9.841711e-09,6.419051e-08,1.674601e-07,1.432000e+03,8.311231e-09,5.540566e-08,1.452621e-07,4.582400e+04,8.198320e-09,6.367926e-08,6.746384e-08,
8.975000e+01,9.944248e-09,6.500379e-08,1.691206e-07,1.436000e+03,8.043960e-09,5.688943e-08,1.405528e-07,4.595200e+04,8.210770e-09,6.387518e-08,6.832992e-08,
9.000000e+01,9.276219e-09,7.326729e-08,1.926048e-07,1.440000e+03,8.090284e-09,5.743854e-08,1.375613e-07,4.608000e+04,8.139555e-09,6.750378e-08,6.785108e-08,
9.025000e+01,9.709310e-09,6.729849e-08,1.816947e-07,1.444000e+03,7.643281e-09,6.016502e-08,1.374768e-07,4.620800e+04,8.148318e-09,6.729834e-08,6.684060e-08,
9.050000e+01,1.106511e-08,6.186320e-08,1.840032e-07,1.448000e+03,7.753584e-09,6.184425e-08,1.466112e-07,4.633600e+04,8.370592e-09,6.436701e-08,6.686115e-08,
9.075000e+01,1.251472e-08,6.498573e-08,1.903126e-07,1.452000e+03,8.193354e-09,6.112779e-08,1.430821e-07,4.646400e+04,8.378242e-09,6.342457e-08,6.648569e-08,
9.100000e+01,1.272593e-08,6.318644e-08,1.857574e-07,1.456000e+03,8.024412e-09,6.058024e-08,1.398245e-07,4.659200e+04,8.232544e-09,6.616672e-08,6.737109e-08,
9.125000e+01,1.082474e-08,6.229205e-08,1.816568e-07,1.460000e+03,7.761471e-09,5.642152e-08,1.450641e-07,4.672000e+04,8.076970e-09,6.796665e-08,6.703654e-08,
9.150000e+01,9.561855e-09,6.406398e-08,1.796471e-07,1.464000e+03,8.285628e-09,5.581162e-08,1.458007e-07,4.684800e+04,8.159760e-09,6.572628e-08,6.637315e-08,
9.175000e+01,9.543564e-09,7.365622e-08,1.821811e-07,1.468000e+03,8.404242e-09,6.073528e-08,1.484911e-07,4.697600e+04,8.264368e-09,6.545183e-08,6.663931e-08,
9.200000e+01,1.011206e-08,7.007997e-08,1.491231e-07,1.472000e+03,8.257365e-09,6.157432e-08,1.571201e-07,4.710400e+04,8.193138e-09,6.880542e-08,6.763101e-08,
9.225000e+01,1.012803e-08,5.435345e-08,1.180238e-07,1.476000e+03,8.278026e-09,5.834384e-08,1.507199e-07,4.723200e+04,8.292709e-09,6.997049e-08,6.891611e-08,
9.250000e+01,1.009024e-08,5.115719e-08,1.375255e-07,1.480000e+03,8.773048e-09,5.796737e-08,1.431948e-07,4.736000e+04,8.301290e-09,6.771578e-08,7.003052e-08,
9.275000e+01,9.720574e-09,6.114148e-08,1.533358e-07,1.484000e+03,8.044313e-09,6.183590e-08,1.448459e-07,4.748800e+04,8.089875e-09,6.707166e-08,6.932409e-08,
9.300000e+01,1.006769e-08,6.667970e-08,1.479190e-07,1.488000e+03,7.444438e-09,6.425601e-08,1.447124e-07,4.761600e+04,8.108211e-09,6.844736e-08,6.869084e-08,
9.325000e+01,1.046134e-08,6.828537e-08,1.322646e-07,1.492000e+03,8.591381e-09,6.956007e-08,1.461636e-07,4.774400e+04,8.282536e-09,6.779784e-08,6.843609e-08,
9.350000e+01,9.894237e-09,6.209410e-08,1.300046e-07,1.496000e+03,8.583347e-09,1.157249e-07,1.721137e-07,4.787200e+04,8.349811e-09,6.455584e-08,6.715323e-08,
9.375000e+01,1.115896e-08,6.845472e-08,1.639173e-07,1.500000e+03,8.234569e-09,1.395533e-07,1.947619e-07,4.800000e+04,8.272829e-09,6.394178e-08,6.578692e-08,
9.400000e+01,1.160276e-08,8.102525e-08,1.751744e-07,1.504000e+03,8.382972e-09,9.396594e-08,1.560210e-07,4.812800e+04,8.336052e-09,6.674006e-08,6.544163e-08,
9.425000e+01,9.216504e-09,8.064202e-08,1.579107e-07,1.508000e+03,8.783168e-09,5.891599e-08,1.310717e-07,4.825600e+04,8.300998e-09,6.790258e-08,6.487673e-08,
9.450000e+01,9.420157e-09,7.433142e-08,1.425823e-07,1.512000e+03,8.487124e-09,5.534583e-08,1.311651e-07,4.838400e+04,8.319192e-09,6.656267e-08,6.497147e-08,
9.475000e+01,1.033766e-08,6.638029e-08,1.548358e-07,1.516000e+03,8.701140e-09,5.252857e-08,1.270979e-07,4.851200e+04,8.378942e-09,6.532411e-08,6.640427e-08,
9.500000e+01,1.119169e-08,5.619697e-08,1.780786e-07,1.520000e+03,9.311075e-09,4.819564e-08,1.296071e-07,4.864000e+04,8.375649e-09,6.679885e-08,6.828275e-08,
9.525000e+01,1.139603e-08,4.979443e-08,1.908531e-07,1.524000e+03,8.568677e-09,5.675149e-08,1.300263e-07,4.876800e+04,8.282026e-09,6.962816e-08,6.843752e-08,
9.550000e+01,1.067817e-08,6.161111e-08,2.192430e-07,1.528000e+03,7.722913e-09,6.191831e-08,1.257371e-07,4.889600e+04,8.247724e-09,6.760717e-08,6.655252e-08,
9.575000e+01,1.073284e-08,6.606712e-08,2.493685e-07,1.532000e+03,8.022333e-09,5.857369e-08,1.218303e-07,4.902400e+04,8.201688e-09,6.359485e-08,6.564139e-08,
9.600000e+01,1.054149e-08,5.620321e-08,2.431948e-07,1.536000e+03,8.322992e-09,5.493916e-08,1.302893e-07,4.915200e+04,8.185423e-09,6.395695e-08,6.606045e-08,
9.625000e+01,1.039362e-08,5.562203e-08,1.850752e-07,1.540000e+03,8.783033e-09,5.374182e-08,1.410636e-07,4.928000e+04,8.156857e-09,6.722036e-08,6.687370e-08,
9.650000e+01,9.627697e-09,5.913510e-08,2.000273e-07,1.544000e+03,8.855015e-09,5.532906e-08,1.516468e-07,4.940800e+04,8.163792e-09,6.678360e-08,6.737597e-08,
9.675000e+01,9.406493e-09,6.067603e-08,2.049657e-07,1.548000e+03,8.191752e-09,5.765324e-08,1.462704e-07,4.953600e+04,8.152757e-09,6.314629e-08,6.813035e-08,
9.700000e+01,1.001066e-08,6.345257e-08,2.134732e-07,1.552000e+03,8.202426e-09,5.782142e-08,1.398228e-07,4.966400e+04,8.308876e-09,6.349425e-08,6.863053e-08,
9.725000e+01,9.489169e-09,6.243913e-08,2.553988e-07,1.556000e+03,9.211284e-09,5.831784e-08,1.429058e-07,4.979200e+04,8.377194e-09,6.496633e-08,6.868481e-08,
9.750000e+01,8.367082e-09,6.058922e-08,2.737343e-07,1.560000e+03,9.436969e-09,5.899347e-08,1.436789e-07,4.992000e+04,8.272121e-09,6.399459e-08,6.776569e-08,
9.775000e+01,8.126678e-09,5.852297e-08,2.819567e-07,1.564000e+03,8.590060e-09,5.657040e-08,1.391127e-07,5.004800e+04,8.328459e-09,6.204394e-08,6.589442e-08,
9.800000e+01,8.975965e-09,5.257860e-08,3.168606e-07,1.568000e+03,8.211419e-09,5.448747e-08,1.306048e-07,5.017600e+04,8.487124e-09,6.434497e-08,6.725661e-08,
9.825000e+01,1.023631e-08,5.623493e-08,3.236777e-07,1.572000e+03,8.156947e-09,5.428898e-08,1.283477e-07,5.030400e+04,8.415415e-09,6.721445e-08,6.922347e-08,
9.850000e+01,1.150503e-08,6.470039e-08,2.729040e-07,1.576000e+03,8.195855e-09,5.689030e-08,1.292895e-07,5.043200e+04,8.366293e-09,6.701012e-08,6.777767e-08,
9.875000e+01,1.108015e-08,6.035504e-08,2.498884e-07,1.580000e+03,7.759802e-09,6.076036e-08,1.267896e-07,5.056000e+04,8.349683e-09,6.597550e-08,6.757853e-08,
9.900000e+01,1.067364e-08,5.931672e-08,2.646409e-07,1.584000e+03,7.378427e-09,6.332590e-08,1.321903e-07,5.068800e+04,8.282718e-09,6.514197e-08,6.791213e-08,
9.925000e+01,1.112677e-08,2.314591e-07,1.436660e-06,1.588000e+03,7.881508e-09,6.180638e-08,1.321221e-07,5.081600e+04,8.278808e-09,6.547813e-08,6.757281e-08,
9.950000e+01,1.240375e-08,1.756951e-06,1.813357e-05,1.592000e+03,8.099224e-09,6.500036e-08,1.341423e-07,5.094400e+04,8.217011e-09,6.614406e-08,6.867877e-08,
9.975000e+01,1.324326e-08,4.795383e-06,6.568868e-05,1.596000e+03,8.104224e-09,1.002064e-07,1.586228e-07,5.107200e+04,8.181146e-09,6.552819e-08,6.908073e-08,
1.000000e+02,1.091503e-08,5.875281e-06,1.013607e-04,1.600000e+03,8.295295e-09,1.169607e-07,1.763444e-07,5.120000e+04,8.400792e-09,6.441346e-08,7.053906e-08,
1.002500e+02,8.881656e-09,3.366235e-06,7.308443e-05,1.604000e+03,8.046840e-09,8.280817e-08,1.567264e-07,5.132800e+04,8.424013e-09,6.592647e-08,7.396540e-08,
1.005000e+02,9.356536e-09,7.985222e-07,2.296933e-05,1.608000e+03,7.917849e-09,6.019602e-08,1.381580e-07,5.145600e+04,8.398984e-09,6.940788e-08,7.439029e-08,
1.007500e+02,9.796345e-09,9.872198e-08,2.263076e-06,1.612000e+03,8.360232e-09,5.984082e-08,1.335702e-07,5.158400e+04,8.397066e-09,6.902454e-08,7.055696e-08,
1.010000e+02,1.137767e-08,7.978176e-08,2.812397e-07,1.616000e+03,8.776035e-09,6.022127e-08,1.284234e-07,5.171200e+04,8.423642e-09,6.536636e-08,6.880595e-08,
1.012500e+02,1.387448e-08,6.649795e-08,2.618414e-07,1.620000e+03,8.720096e-09,6.123842e-08,1.264595e-07,5.184000e+04,8.322152e-09,6.546886e-08,6.955068e-08,
1.015000e+02,1.307338e-08,7.043474e-08,2.893293e-07,1.624000e+03,8.702726e-09,6.222561e-08,1.225872e-07,5.196800e+04,8.298739e-09,6.742666e-08,6.944659e-08,
1.017500e+02,1.071793e-08,6.336256e-08,2.960008e-07,1.628000e+03,8.771026e-09,5.984161e-08,1.284508e-07,5.209600e+04,8.357533e-09,6.665255e-08,6.996949e-08,
1.020000e+02,9.829487e-09,6.557980e-08,2.772077e-07,1.632000e+03,8.377783e-09,6.001440e-08,1.366345e-07,5.222400e+04,8.311961e-09,6.460122e-08,7.022393e-08,
1.022500e+02,1.125141e-08,6.971873e-08,2.707789e-07,1.636000e+03,8.154941e-09,6.245148e-08,1.390185e-07,5.235200e+04,8.266292e-09,6.518518e-08,6.924042e-08,
1.025000e+02,1.301426e-08,6.865924e-08,2.534866e-07,1.640000e+03,8.361957e-09,6.076637e-08,1.356452e-07,5.248000e+04,8.287539e-09,6.607583e-08,6.781779e-08,
1.027500e+02,1.272335e-08,7.507757e-08,2.495402e-07,1.644000e+03,8.166123e-09,5.990604e-08,1.322471e-07,5.260800e+04,8.173191e-09,6.583584e-08,6.778757e-08,
1.030000e+02,1.212325e-08,7.666394e-08,2.483790e-07,1.648000e+03,8.229055e-09,6.290492e-08,1.323466e-07,5.273600e+04,8.174520e-09,6.385240e-08,6.843752e-08,
1.032500e+02,1.139030e-08,6.762477e-08,2.559162e-07,1.652000e+03,8.118010e-09,6.013669e-08,1.292736e-07,5.286400e+04,8.333087e-09,6.290616e-08,6.870517e-08,
1.035000e+02,1.089581e-08,5.423107e-08,2.499715e-07,1.656000e+03,8.487533e-09,5.642945e-08,1.278363e-07,5.299200e+04,8.237625e-09,6.363739e-08,6.732332e-08,
1.037500e+02,8.894733e-09,4.677753e-08,2.487584e-07,1.660000e+03,9.063410e-09,5.328821e-08,1.349260e-07,5.312000e+04,8.197978e-09,6.557138e-08,6.595334e-08,
1.040000e+02,8.367818e-09,5.021399e-08,2.664378e-07,1.664000e+03,8.560646e-09,5.595003e-08,1.410340e-07,5.324800e+04,8.204444e-09,6.589796e-08,6.576417e-08,
1.042500e+02,1.002410e-08,5.473163e-08,2.429488e-07,1.668000e+03,7.915329e-09,5.875720e-08,1.415983e-07,5.337600e+04,8.306906e-09,6.370136e-08,6.622894e-08,
1.045000e+02,1.068400e-08,6.311613e-08,2.252350e-07,1.672000e+03,7.583695e-09,5.658711e-08,1.337037e-07,5.350400e+04,8.340740e-09,6.322169e-08,6.649080e-08,
