Low frequency,SR785 noise (V/sqrt(Hz)),0V output noise (V/sqrt(Hz)),HV output noise (V/sqrt(Hz)),Mid frequency,SR785 noise (V/sqrt(Hz)),0V output noise (V/sqrt(Hz)),HV output noise (V/sqrt(Hz)),High frequency,SR785 noise (V/sqrt(Hz)),0V output noise (V/sqrt(Hz)),HV output noise (V/sqrt(Hz)),
3.375000e+01,1.627152e-08,7.323882e-08,1.269660e-07,5.400000e+02,8.156463e-09,6.401469e-08,1.681587e-07,1.728000e+04,8.179511e-09,6.672914e-08,6.823861e-08,
3.400000e+01,1.758898e-08,8.710067e-08,1.262546e-07,5.440000e+02,8.395443e-09,7.708402e-08,1.662564e-07,1.740800e+04,8.165011e-09,6.706577e-08,6.852188e-08,
3.425000e+01,1.729985e-08,8.518370e-08,1.494575e-07,5.480000e+02,8.708041e-09,1.045769e-07,2.042350e-07,1.753600e+04,8.150626e-09,6.568681e-08,6.899219e-08,
3.450000e+01,1.768305e-08,7.301569e-08,1.515168e-07,5.520000e+02,8.761054e-09,9.815574e-08,2.135536e-07,1.766400e+04,8.285118e-09,6.562878e-08,6.791466e-08,
3.475000e+01,1.702295e-08,6.476307e-08,1.424470e-07,5.560000e+02,8.396052e-09,6.468917e-08,1.855318e-07,1.779200e+04,8.503727e-09,6.726879e-08,6.947039e-08,
3.500000e+01,1.650901e-08,6.622036e-08,1.282340e-07,5.600000e+02,8.410723e-09,5.664660e-08,1.747470e-07,1.792000e+04,8.384574e-09,7.497625e-08,8.052903e-08,
3.525000e+01,1.716397e-08,7.364191e-08,1.415715e-07,5.640000e+02,8.242075e-09,6.152188e-08,1.730639e-07,1.804800e+04,8.265057e-09,1.001864e-07,1.099342e-07,
3.550000e+01,1.610857e-08,8.356268e-08,1.643489e-07,5.680000e+02,8.021382e-09,6.192320e-08,1.698208e-07,1.817600e+04,8.235129e-09,1.179371e-07,1.289988e-07,
3.575000e+01,1.523611e-08,9.082227e-08,1.631519e-07,5.720000e+02,8.443940e-09,6.379276e-08,1.631583e-07,1.830400e+04,8.189252e-09,1.069275e-07,1.158671e-07,
3.600000e+01,1.583195e-08,9.572538e-08,1.482974e-07,5.760000e+02,8.620710e-09,6.455386e-08,1.499396e-07,1.843200e+04,8.272538e-09,8.340117e-08,8.640240e-08,
3.625000e+01,1.844861e-08,8.558194e-08,1.337378e-07,5.800000e+02,8.638694e-09,6.255353e-08,1.452788e-07,1.856000e+04,8.410944e-09,7.533355e-08,7.113263e-08,
3.650000e+01,1.892938e-08,7.746590e-08,1.073576e-07,5.840000e+02,8.615374e-09,6.293884e-08,1.549211e-07,1.868800e+04,8.410833e-09,7.279876e-08,6.824925e-08,
3.675000e+01,1.529619e-08,7.162197e-08,1.299096e-07,5.880000e+02,8.100986e-09,6.249640e-08,1.624658e-07,1.881600e+04,8.241732e-09,6.753973e-08,6.925464e-08,
3.700000e+01,1.510518e-08,6.833795e-08,1.560419e-07,5.920000e+02,7.930099e-09,6.280292e-08,1.636460e-07,1.894400e+04,8.245117e-09,6.459640e-08,7.020589e-08,
3.725000e+01,1.748890e-08,6.874478e-08,1.393340e-07,5.960000e+02,8.185998e-09,9.622191e-08,1.757468e-07,1.907200e+04,8.357937e-09,6.477275e-08,6.697364e-08,
3.750000e+01,1.631340e-08,7.670780e-08,1.330440e-07,6.000000e+02,8.363426e-09,1.219654e-07,1.902128e-07,1.920000e+04,8.284027e-09,6.500186e-08,6.425375e-08,
3.775000e+01,1.584993e-08,8.329026e-08,1.465515e-07,6.040000e+02,8.416746e-09,8.814895e-08,1.754969e-07,1.932800e+04,8.240574e-09,6.431114e-08,6.535166e-08,
3.800000e+01,1.950127e-08,8.794738e-08,1.283515e-07,6.080000e+02,8.645298e-09,5.908370e-08,1.572403e-07,1.945600e+04,8.952579e-09,6.565869e-08,6.905093e-08,
3.825000e+01,2.093644e-08,8.421183e-08,1.104601e-07,6.120000e+02,8.737519e-09,5.916679e-08,1.613859e-07,1.958400e+04,9.910893e-09,6.941214e-08,7.229257e-08,
3.850000e+01,1.991121e-08,8.452873e-08,1.304285e-07,6.160000e+02,8.629347e-09,6.167602e-08,1.648193e-07,1.971200e+04,9.182264e-09,6.828223e-08,7.068684e-08,
3.875000e+01,1.909466e-08,7.904308e-08,1.402544e-07,6.200000e+02,8.701006e-09,6.312189e-08,1.615205e-07,1.984000e+04,8.526689e-09,6.562352e-08,6.862555e-08,
3.900000e+01,1.747583e-08,7.196463e-08,1.463637e-07,6.240000e+02,8.805029e-09,6.211537e-08,1.734037e-07,1.996800e+04,8.436934e-09,6.484312e-08,6.723630e-08,
3.925000e+01,1.666452e-08,7.402153e-08,1.364916e-07,6.280000e+02,8.592720e-09,6.469392e-08,2.026989e-07,2.009600e+04,8.440659e-09,6.464145e-08,6.671215e-08,
3.950000e+01,1.765544e-08,7.571033e-08,1.186850e-07,6.320000e+02,8.323705e-09,6.626734e-08,2.010516e-07,2.022400e+04,8.389326e-09,6.550452e-08,6.710731e-08,
3.975000e+01,1.905589e-08,8.035680e-08,1.358996e-07,6.360000e+02,7.844953e-09,6.631742e-08,1.828410e-07,2.035200e+04,8.138018e-09,6.660814e-08,6.812758e-08,
4.000000e+01,1.886135e-08,7.485213e-08,1.557362e-07,6.400000e+02,8.137946e-09,6.228726e-08,1.709968e-07,2.048000e+04,8.069418e-09,6.708897e-08,7.113967e-08,
4.025000e+01,1.886483e-08,6.488663e-08,1.597003e-07,6.440000e+02,8.907438e-09,8.059254e-08,1.689449e-07,2.060800e+04,8.073424e-09,6.902212e-08,7.494793e-08,
4.050000e+01,1.815029e-08,6.583049e-08,1.535415e-07,6.480000e+02,9.481067e-09,1.210269e-07,1.757991e-07,2.073600e+04,8.184974e-09,7.512168e-08,7.541440e-08,
4.075000e+01,1.662495e-08,7.225036e-08,1.394609e-07,6.520000e+02,9.269051e-09,1.158891e-07,1.760413e-07,2.086400e+04,8.239724e-09,7.593886e-08,7.073466e-08,
4.100000e+01,1.510712e-08,7.181600e-08,1.316567e-07,6.560000e+02,8.914188e-09,7.469909e-08,1.645532e-07,2.099200e+04,8.304827e-09,6.913316e-08,6.615394e-08,
4.125000e+01,1.584459e-08,6.749303e-08,1.270694e-07,6.600000e+02,9.130088e-09,6.107619e-08,1.558682e-07,2.112000e+04,8.390947e-09,6.592531e-08,6.484824e-08,
4.150000e+01,1.707705e-08,6.835236e-08,1.251670e-07,6.640000e+02,8.905463e-09,5.750405e-08,1.490779e-07,2.124800e+04,8.368607e-09,6.582601e-08,6.566778e-08,
4.175000e+01,1.484091e-08,7.601444e-08,1.306889e-07,6.680000e+02,8.634806e-09,5.423262e-08,1.662594e-07,2.137600e+04,8.303296e-09,6.451163e-08,6.712610e-08,
4.200000e+01,1.581597e-08,7.792861e-08,1.491323e-07,6.720000e+02,8.095313e-09,5.510838e-08,1.815858e-07,2.150400e+04,8.331459e-09,6.485166e-08,6.711571e-08,
4.225000e+01,1.584141e-08,6.881811e-08,1.746994e-07,6.760000e+02,7.970463e-09,5.907643e-08,1.845276e-07,2.163200e+04,8.459009e-09,6.632674e-08,6.630533e-08,
4.250000e+01,1.507305e-08,7.874519e-08,2.391344e-07,6.800000e+02,8.275591e-09,6.358299e-08,1.829120e-07,2.176000e+04,8.549393e-09,6.626036e-08,6.706304e-08,
4.275000e+01,1.553079e-08,9.856569e-08,3.263190e-07,6.840000e+02,8.460701e-09,6.193103e-08,1.730791e-07,2.188800e+04,8.540406e-09,6.529894e-08,6.702933e-08,
4.300000e+01,1.560066e-08,1.051687e-07,2.791150e-07,6.880000e+02,8.301892e-09,6.040244e-08,1.673792e-07,2.201600e+04,8.364529e-09,6.558750e-08,6.652117e-08,
4.325000e+01,1.521178e-08,1.039511e-07,1.480259e-07,6.920000e+02,8.355937e-09,6.761274e-08,1.674840e-07,2.214400e+04,8.165908e-09,6.613803e-08,6.562006e-08,
4.350000e+01,1.367141e-08,9.507596e-08,1.161319e-07,6.960000e+02,8.104419e-09,1.099165e-07,1.913015e-07,2.227200e+04,8.126214e-09,6.700755e-08,6.516544e-08,
4.375000e+01,1.214742e-08,7.701109e-08,1.477959e-07,7.000000e+02,8.272029e-09,1.384900e-07,2.232520e-07,2.240000e+04,8.172276e-09,6.792167e-08,6.607510e-08,
4.400000e+01,1.052078e-08,6.484946e-08,1.395014e-07,7.040000e+02,8.987759e-09,1.017433e-07,2.198577e-07,2.252800e+04,8.262190e-09,6.826776e-08,6.738011e-08,
4.425000e+01,1.234719e-08,6.235316e-08,1.165111e-07,7.080000e+02,8.720344e-09,6.737478e-08,2.077151e-07,2.265600e+04,8.396329e-09,6.965522e-08,6.882695e-08,
4.450000e+01,1.418157e-08,6.516114e-08,1.226260e-07,7.120000e+02,8.387741e-09,5.837902e-08,1.820633e-07,2.278400e+04,8.436545e-09,6.964490e-08,7.014032e-08,
4.475000e+01,1.351255e-08,6.712691e-08,1.311898e-07,7.160000e+02,9.204692e-09,5.760161e-08,1.483966e-07,2.291200e+04,8.317968e-09,6.841340e-08,7.049981e-08,
4.500000e+01,1.534502e-08,6.205831e-08,1.121423e-07,7.200000e+02,9.779344e-09,5.767040e-08,1.474321e-07,2.304000e+04,8.214305e-09,6.898431e-08,6.880875e-08,
4.525000e+01,1.624426e-08,6.254618e-08,1.182416e-07,7.240000e+02,9.117426e-09,5.492745e-08,1.674715e-07,2.316800e+04,8.292326e-09,7.036038e-08,6.833458e-08,
4.550000e+01,1.774422e-08,6.856952e-08,1.381999e-07,7.280000e+02,8.205236e-09,5.411253e-08,1.679495e-07,2.329600e+04,8.317931e-09,7.050623e-08,7.008182e-08,
4.575000e+01,1.903887e-08,7.583821e-08,1.485795e-07,7.320000e+02,7.787250e-09,5.671219e-08,1.642268e-07,2.342400e+04,8.321184e-09,7.150364e-08,7.121320e-08,
4.600000e+01,1.661127e-08,7.578577e-08,1.475658e-07,7.360000e+02,7.746012e-09,5.854508e-08,1.592176e-07,2.355200e+04,8.237860e-09,7.558641e-08,7.682513e-08,
4.625000e+01,1.438900e-08,6.632645e-08,1.456428e-07,7.400000e+02,8.381868e-09,5.896167e-08,1.647082e-07,2.368000e+04,8.093500e-09,7.921937e-08,8.191833e-08,
4.650000e+01,1.215124e-08,6.260636e-08,1.449439e-07,7.440000e+02,8.576697e-09,7.157654e-08,1.679029e-07,2.380800e+04,8.145670e-09,7.591243e-08,8.010108e-08,
4.675000e+01,1.241457e-08,5.831925e-08,1.410252e-07,7.480000e+02,8.615147e-09,1.033866e-07,1.775554e-07,2.393600e+04,8.243777e-09,7.235316e-08,7.522015e-08,
4.700000e+01,1.468814e-08,5.573256e-08,1.332892e-07,7.520000e+02,8.468228e-09,9.782458e-08,1.625012e-07,2.406400e+04,8.281517e-09,6.985688e-08,6.903425e-08,
4.725000e+01,1.436158e-08,5.701937e-08,1.299232e-07,7.560000e+02,8.332044e-09,6.885129e-08,1.436494e-07,2.419200e+04,8.293619e-09,6.800823e-08,6.595000e-08,
4.750000e+01,1.440294e-08,6.142159e-08,1.244606e-07,7.600000e+02,7.908171e-09,6.353567e-08,1.592870e-07,2.432000e+04,8.381315e-09,6.736214e-08,6.438143e-08,
4.775000e+01,1.435661e-08,7.520925e-08,1.180593e-07,7.640000e+02,7.876144e-09,6.082116e-08,1.696205e-07,2.444800e+04,8.405479e-09,6.708705e-08,6.442811e-08,
4.800000e+01,1.525436e-08,8.188731e-08,1.491971e-07,7.680000e+02,8.452567e-09,5.622067e-08,1.681194e-07,2.457600e+04,8.306250e-09,6.600071e-08,6.571004e-08,
4.825000e+01,1.601841e-08,8.497669e-08,1.743342e-07,7.720000e+02,8.386379e-09,5.618969e-08,1.552211e-07,2.470400e+04,8.218292e-09,6.638561e-08,6.614145e-08,
4.850000e+01,1.596019e-08,8.154135e-08,1.728218e-07,7.760000e+02,8.430322e-09,5.402781e-08,1.558614e-07,2.483200e+04,8.182440e-09,6.631021e-08,6.486519e-08,
4.875000e+01,1.647479e-08,6.340528e-08,1.600250e-07,7.800000e+02,9.040114e-09,5.793174e-08,1.701691e-07,2.496000e+04,8.227230e-09,6.703853e-08,6.440724e-08,
4.900000e+01,1.556541e-08,6.382997e-08,1.323547e-07,7.840000e+02,8.592702e-09,6.310879e-08,1.946016e-07,2.508800e+04,8.358580e-09,6.692968e-08,6.565739e-08,
4.925000e+01,1.457714e-08,8.405045e-08,1.272645e-07,7.880000e+02,7.831940e-09,6.376377e-08,1.899869e-07,2.521600e+04,8.375999e-09,6.543056e-08,6.663426e-08,
4.950000e+01,1.692652e-08,4.019577e-07,2.421179e-07,7.920000e+02,8.463339e-09,6.822542e-08,1.649297e-07,2.534400e+04,8.262734e-09,6.479017e-08,6.527141e-08,
4.975000e+01,3.417012e-08,1.222146e-06,6.456158e-07,7.960000e+02,8.662344e-09,1.076179e-07,1.662535e-07,2.547200e+04,8.141593e-09,6.552733e-08,6.426723e-08,
5.000000e+01,5.200989e-08,1.644278e-06,9.507168e-07,8.000000e+02,8.123056e-09,1.327759e-07,1.861750e-07,2.560000e+04,8.071917e-09,6.571278e-08,6.547806e-08,
5.025000e+01,3.890098e-08,1.027543e-06,6.760932e-07,8.040000e+02,8.621070e-09,9.247237e-08,1.712717e-07,2.572800e+04,8.277045e-09,6.596760e-08,6.741867e-08,
5.050000e+01,1.843510e-08,2.795664e-07,2.638489e-07,8.080000e+02,8.607620e-09,5.882052e-08,1.544537e-07,2.585600e+04,8.525884e-09,6.616767e-08,6.645649e-08,
5.075000e+01,1.483868e-08,7.458952e-08,1.689642e-07,8.120000e+02,8.073867e-09,5.911504e-08,1.623893e-07,2.598400e+04,8.435545e-09,6.611553e-08,6.577190e-08,
5.100000e+01,1.433521e-08,6.716687e-08,1.368378e-07,8.160000e+02,7.810010e-09,5.814349e-08,2.165901e-07,2.611200e+04,8.240917e-09,6.600607e-08,6.589116e-08,
5.125000e+01,1.426846e-08,6.423401e-08,1.434445e-07,8.200000e+02,8.403338e-09,5.450931e-08,3.419414e-07,2.624000e+04,8.265221e-09,6.623177e-08,6.522492e-08,
5.150000e+01,1.364893e-08,5.773046e-08,1.687906e-07,8.240000e+02,8.552585e-09,5.575472e-08,3.199036e-07,2.636800e+04,8.361297e-09,6.412288e-08,6.490181e-08,
5.175000e+01,1.341927e-08,4.933523e-08,1.475266e-07,8.280000e+02,8.499769e-09,5.785679e-08,2.000554e-07,2.649600e+04,8.397952e-09,6.280740e-08,6.557462e-08,
5.200000e+01,1.585077e-08,4.760215e-08,1.202531e-07,8.320000e+02,9.077492e-09,6.290284e-08,1.669607e-07,2.662400e+04,8.477177e-09,6.456605e-08,6.613563e-08,
5.225000e+01,1.670702e-08,5.597393e-08,1.140562e-07,8.360000e+02,9.160352e-09,6.614522e-08,1.571284e-07,2.675200e+04,8.453346e-09,6.624057e-08,6.596101e-08,
5.250000e+01,1.433637e-08,6.439967e-08,1.218223e-07,8.400000e+02,8.236576e-09,6.287861e-08,1.523168e-07,2.688000e+04,8.332081e-09,6.841348e-08,6.766933e-08,
5.275000e+01,1.387399e-08,7.760602e-08,1.323602e-07,8.440000e+02,7.740162e-09,5.896549e-08,1.652600e-07,2.700800e+04,8.351204e-09,6.984293e-08,6.848555e-08,
5.300000e+01,1.525977e-08,9.048455e-08,1.507649e-07,8.480000e+02,8.067133e-09,6.123003e-08,1.774120e-07,2.713600e+04,8.389693e-09,6.738818e-08,6.690771e-08,
5.325000e+01,1.418358e-08,8.495673e-08,1.534475e-07,8.520000e+02,8.527887e-09,6.104650e-08,1.684881e-07,2.726400e+04,8.411960e-09,6.516365e-08,6.629405e-08,
5.350000e+01,1.091411e-08,7.141098e-08,1.262567e-07,8.560000e+02,8.657932e-09,5.704743e-08,1.602355e-07,2.739200e+04,8.424641e-09,6.476990e-08,6.664282e-08,
5.375000e+01,1.039496e-08,6.741016e-08,1.252565e-07,8.600000e+02,8.639415e-09,5.365815e-08,1.688318e-07,2.752000e+04,8.364712e-09,6.572180e-08,6.541871e-08,
5.400000e+01,1.385991e-08,6.065844e-08,1.392055e-07,8.640000e+02,8.746234e-09,5.287663e-08,1.695198e-07,2.764800e+04,8.337132e-09,6.667700e-08,6.461442e-08,
5.425000e+01,1.592519e-08,5.467504e-08,1.400809e-07,8.680000e+02,8.163613e-09,5.469924e-08,1.589357e-07,2.777600e+04,8.338304e-09,6.572851e-08,6.492148e-08,
5.450000e+01,1.276366e-08,5.831810e-08,1.431387e-07,8.720000e+02,7.114810e-09,5.714736e-08,1.627467e-07,2.790400e+04,8.271430e-09,6.543645e-08,6.505977e-08,
5.475000e+01,1.295335e-08,6.137056e-08,1.528798e-07,8.760000e+02,7.648452e-09,5.992873e-08,1.654334e-07,2.803200e+04,8.278063e-09,6.669332e-08,6.648474e-08,
5.500000e+01,1.346275e-08,7.731066e-08,1.603092e-07,8.800000e+02,8.089804e-09,5.635194e-08,1.545075e-07,2.816000e+04,8.434767e-09,6.636476e-08,6.736931e-08,
5.525000e+01,1.162388e-08,7.829035e-08,1.402975e-07,8.840000e+02,7.794744e-09,5.373822e-08,1.513586e-07,2.828800e+04,8.384960e-09,6.550373e-08,6.613723e-08,
5.550000e+01,1.374760e-08,6.764734e-08,1.295357e-07,8.880000e+02,7.151730e-09,5.649814e-08,1.565687e-07,2.841600e+04,8.544195e-09,6.454139e-08,6.503049e-08,
5.575000e+01,1.395899e-08,6.512710e-08,1.242628e-07,8.920000e+02,7.405567e-09,6.046455e-08,1.714092e-07,2.854400e+04,8.674774e-09,6.500908e-08,6.666389e-08,
5.600000e+01,1.238792e-08,6.886648e-08,1.352530e-07,8.960000e+02,7.763722e-09,7.893623e-08,2.007128e-07,2.867200e+04,8.469697e-09,6.697599e-08,6.833435e-08,
5.625000e+01,1.362099e-08,6.956969e-08,1.552443e-07,9.000000e+02,8.167629e-09,9.352295e-08,2.131446e-07,2.880000e+04,8.328167e-09,6.796128e-08,6.746406e-08,
5.650000e+01,1.506873e-08,6.026201e-08,1.589631e-07,9.040000e+02,8.946860e-09,7.752946e-08,1.969391e-07,2.892800e+04,8.221469e-09,6.800719e-08,6.614929e-08,
5.675000e+01,1.467881e-08,5.463154e-08,1.621354e-07,9.080000e+02,8.790288e-09,6.706952e-08,1.853984e-07,2.905600e+04,8.104029e-09,6.778236e-08,6.571718e-08,
5.700000e+01,1.291995e-08,6.730211e-08,1.571790e-07,9.120000e+02,7.902911e-09,6.887004e-08,1.702435e-07,2.918400e+04,8.111702e-09,6.793972e-08,6.658708e-08,
5.725000e+01,1.295052e-08,7.031922e-08,1.512047e-07,9.160000e+02,7.407389e-09,6.770247e-08,1.614733e-07,2.931200e+04,8.225405e-09,6.821059e-08,6.621359e-08,
5.750000e+01,1.213537e-08,6.721586e-08,1.595727e-07,9.200000e+02,7.280667e-09,6.210391e-08,1.717643e-07,2.944000e+04,8.349774e-09,6.827000e-08,6.624516e-08,
5.775000e+01,1.250388e-08,7.084487e-08,1.421474e-07,9.240000e+02,7.671463e-09,6.064799e-08,1.736675e-07,2.956800e+04,8.457617e-09,6.739735e-08,6.759656e-08,
5.800000e+01,1.412617e-08,7.262528e-08,1.368683e-07,9.280000e+02,8.121113e-09,5.739605e-08,1.621570e-07,2.969600e+04,8.416339e-09,6.764697e-08,6.837923e-08,
5.825000e+01,1.418902e-08,7.755628e-08,1.397262e-07,9.320000e+02,8.455184e-09,5.737873e-08,1.561094e-07,2.982400e+04,8.323249e-09,6.792838e-08,6.862194e-08,
5.850000e+01,1.391286e-08,8.206597e-08,1.261988e-07,9.360000e+02,8.642944e-09,5.652365e-08,1.644529e-07,2.995200e+04,8.357313e-09,6.699894e-08,6.725594e-08,
5.875000e+01,1.283695e-08,8.699363e-08,1.412384e-07,9.400000e+02,8.580784e-09,5.621407e-08,1.645671e-07,3.008000e+04,8.414657e-09,6.699518e-08,6.509964e-08,
5.900000e+01,1.305397e-08,7.858834e-08,1.380070e-07,9.440000e+02,8.482689e-09,6.653249e-08,1.543796e-07,3.020800e+04,8.431396e-09,6.633133e-08,6.657422e-08,
5.925000e+01,1.630645e-08,6.371906e-08,1.329510e-07,9.480000e+02,7.999798e-09,8.674593e-08,1.595550e-07,3.033600e+04,8.461908e-09,6.601731e-08,6.913149e-08,
5.950000e+01,2.547038e-08,6.963022e-08,1.553727e-07,9.520000e+02,7.795668e-09,8.208877e-08,1.714173e-07,3.046400e+04,8.393066e-09,6.695144e-08,6.891785e-08,
5.975000e+01,7.058175e-08,1.147468e-07,1.815080e-07,9.560000e+02,7.601018e-09,6.003654e-08,1.759553e-07,3.059200e+04,8.319411e-09,6.741504e-08,6.829340e-08,
6.000000e+01,1.011001e-07,1.360207e-07,1.724114e-07,9.600000e+02,7.432334e-09,4.942295e-08,1.764426e-07,3.072000e+04,8.256368e-09,6.898492e-08,6.937923e-08,
6.025000e+01,6.799748e-08,9.669298e-08,1.331337e-07,9.640000e+02,7.603589e-09,5.298751e-08,1.631684e-07,3.084800e+04,8.233537e-09,7.181316e-08,6.918494e-08,
6.050000e+01,2.273863e-08,6.098701e-08,1.022816e-07,9.680000e+02,7.853640e-09,5.788050e-08,1.558369e-07,3.097600e+04,8.467429e-09,7.455832e-08,6.867470e-08,
6.075000e+01,1.345183e-08,6.380552e-08,1.103683e-07,9.720000e+02,7.923137e-09,5.893112e-08,1.594044e-07,3.110400e+04,8.451453e-09,7.725033e-08,7.202178e-08,
6.100000e+01,9.929671e-09,8.001836e-08,1.356455e-07,9.760000e+02,8.147728e-09,5.482184e-08,1.568218e-07,3.123200e+04,8.297827e-09,8.823755e-08,8.780382e-08,
6.125000e+01,1.089143e-08,8.282217e-08,1.499070e-07,9.800000e+02,8.231802e-09,5.262492e-08,1.610843e-07,3.136000e+04,8.323778e-09,1.126513e-07,1.125833e-07,
6.150000e+01,1.225620e-08,7.544065e-08,1.370485e-07,9.840000e+02,8.376918e-09,5.602115e-08,1.780161e-07,3.148800e+04,8.389786e-09,1.522902e-07,1.509950e-07,
6.175000e+01,1.258026e-08,7.079635e-08,1.460301e-07,9.880000e+02,8.290687e-09,5.773730e-08,1.736352e-07,3.161600e+04,8.405553e-09,1.996672e-07,1.872706e-07,
6.200000e+01,1.642450e-08,6.735748e-08,1.669985e-07,9.920000e+02,8.900947e-09,6.844090e-08,1.583774e-07,3.174400e+04,8.370298e-09,2.410853e-07,2.173932e-07,
6.225000e+01,1.798769e-08,6.444063e-08,1.641821e-07,9.960000e+02,9.330561e-09,1.169895e-07,1.911077e-07,3.187200e+04,8.313859e-09,2.610448e-07,2.265841e-07,
6.250000e+01,1.555940e-08,6.635894e-08,1.535407e-07,1.000000e+03,8.669499e-09,1.458512e-07,2.333115e-07,3.200000e+04,8.295786e-09,2.474592e-07,2.161143e-07,
6.275000e+01,1.307751e-08,7.283818e-08,1.566588e-07,1.004000e+03,8.043553e-09,9.942108e-08,1.983440e-07,3.212800e+04,8.426399e-09,2.169163e-07,1.879398e-07,
6.300000e+01,1.288821e-08,8.301545e-08,1.467678e-07,1.008000e+03,8.312965e-09,6.063381e-08,1.678243e-07,3.225600e+04,8.421127e-09,1.906466e-07,1.587059e-07,
6.325000e+01,1.437362e-08,8.731151e-08,1.371424e-07,1.012000e+03,8.722317e-09,5.667167e-08,1.664025e-07,3.238400e+04,8.164617e-09,1.852779e-07,1.474122e-07,
6.350000e+01,1.465155e-08,8.395656e-08,1.449817e-07,1.016000e+03,8.758631e-09,6.122787e-08,1.610931e-07,3.251200e+04,8.156588e-09,2.321901e-07,1.899763e-07,
6.375000e+01,1.448151e-08,7.322974e-08,1.527769e-07,1.020000e+03,9.323004e-09,6.243557e-08,1.582787e-07,3.264000e+04,8.379162e-09,2.269516e-07,1.891577e-07,
6.400000e+01,1.361597e-08,6.785071e-08,1.648597e-07,1.024000e+03,9.590559e-09,6.041869e-08,1.623779e-07,3.276800e+04,8.348875e-09,2.348992e-07,1.878249e-07,
6.425000e+01,1.392925e-08,6.846781e-08,1.661707e-07,1.028000e+03,9.203763e-09,6.353944e-08,1.817675e-07,3.289600e+04,8.340831e-09,2.315669e-07,1.809799e-07,
6.450000e+01,1.371760e-08,6.347975e-08,1.540341e-07,1.032000e+03,8.448948e-09,6.634626e-08,1.694413e-07,3.302400e+04,8.368277e-09,2.522979e-07,2.063477e-07,
6.475000e+01,1.270532e-08,5.718973e-08,1.486688e-07,1.036000e+03,7.848865e-09,6.376377e-08,1.484038e-07,3.315200e+04,8.176190e-09,3.934842e-07,3.042761e-07,
6.500000e+01,1.138946e-08,5.259857e-08,1.463118e-07,1.040000e+03,7.899303e-09,6.151857e-08,1.575195e-07,3.328000e+04,8.206336e-09,5.052518e-07,3.802336e-07,
6.525000e+01,1.004514e-08,5.694442e-08,1.284283e-07,1.044000e+03,8.626259e-09,6.358592e-08,1.710067e-07,3.340800e+04,8.377102e-09,5.187598e-07,3.945480e-07,
6.550000e+01,1.193586e-08,6.891989e-08,1.589528e-07,1.048000e+03,9.626597e-09,7.113115e-08,1.690596e-07,3.353600e+04,8.456985e-09,4.064087e-07,3.065832e-07,
6.575000e+01,1.468560e-08,7.477212e-08,1.792702e-07,1.052000e+03,9.538096e-09,6.819846e-08,1.466531e-07,3.366400e+04,8.511461e-09,2.499688e-07,1.914965e-07,
6.600000e+01,1.388550e-08,6.449746e-08,1.543602e-07,1.056000e+03,8.869553e-09,6.109853e-08,1.430040e-07,3.379200e+04,8.541156e-09,1.509296e-07,1.279422e-07,
6.625000e+01,1.381248e-08,5.378420e-08,1.056234e-07,1.060000e+03,8.370850e-09,5.683518e-08,1.548123e-07,3.392000e+04,8.369140e-09,1.065151e-07,9.474084e-08,
6.650000e+01,1.413601e-08,5.394720e-08,1.065815e-07,1.064000e+03,8.314498e-09,5.422803e-08,1.504686e-07,3.404800e+04,8.357056e-09,9.364985e-08,8.744640e-08,
6.675000e+01,1.368506e-08,6.403508e-08,1.353976e-07,1.068000e+03,8.001186e-09,5.816462e-08,1.635933e-07,3.417600e+04,8.452604e-09,9.387262e-08,9.227126e-08,
6.700000e+01,1.474078e-08,6.834103e-08,1.576967e-07,1.072000e+03,8.218580e-09,5.782638e-08,1.839422e-07,3.430400e+04,8.491019e-09,9.257884e-08,8.800476e-08,
6.725000e+01,1.426795e-08,6.292971e-08,1.515659e-07,1.076000e+03,8.916284e-09,5.123757e-08,1.758371e-07,3.443200e+04,8.549863e-09,8.605929e-08,8.334377e-08,
6.750000e+01,1.342017e-08,6.158047e-08,1.433796e-07,1.080000e+03,8.921356e-09,5.184711e-08,1.550641e-07,3.456000e+04,8.500796e-09,8.655204e-08,8.496121e-08,
6.775000e+01,1.333123e-08,6.076937e-08,1.174373e-07,1.084000e+03,8.111007e-09,5.589925e-08,1.378519e-07,3.468800e+04,8.222227e-09,8.875993e-08,8.129498e-08,
6.800000e+01,1.081461e-08,6.881358e-08,9.100963e-08,1.088000e+03,7.193358e-09,5.715225e-08,1.440830e-07,3.481600e+04,8.097127e-09,8.374049e-08,7.837704e-08,
6.825000e+01,8.522065e-09,7.434497e-08,1.206151e-07,1.092000e+03,7.960964e-09,6.194531e-08,1.581152e-07,3.494400e+04,8.194720e-09,8.165532e-08,8.104304e-08,
6.850000e+01,1.000960e-08,7.424308e-08,1.683873e-07,1.096000e+03,8.877562e-09,9.918264e-08,1.790861e-07,3.507200e+04,8.247489e-09,8.293018e-08,7.810927e-08,
6.875000e+01,9.262703e-09,7.087382e-08,1.866051e-07,1.100000e+03,8.433063e-09,1.234519e-07,1.937518e-07,3.520000e+04,8.240936e-09,7.889231e-08,7.460811e-08,
6.900000e+01,8.164348e-09,6.439536e-08,1.770032e-07,1.104000e+03,8.321622e-09,8.757112e-08,1.779486e-07,3.532800e+04,8.248522e-09,7.649678e-08,7.635145e-08,
