Frequency,ESD,Coil,
1.049593e+02,-0.000000000695488638417099+0.000000001398109606422750j,0.000000000012972015269493+0.000000000034328243266195j,
1.064209e+02,-0.000000000683022993202749+0.000000001343718885498689j,0.000000000011986107472828+0.000000000031933780431839j,
1.079029e+02,-0.000000000670534058635851+0.000000001291515806136302j,0.000000000011074179815824+0.000000000029707726709611j,
1.094055e+02,-0.000000000658042037516302+0.000000001241410978538686j,0.000000000010230781639100+0.000000000027638156516561j,
1.109290e+02,-0.000000000645565528931143+0.000000001193318704349132j,0.000000000009450815037865+0.000000000025713958649970j,
1.124737e+02,-0.000000000633121627972969+0.000000001147156821707627j,0.000000000008729617904868+0.000000000023924884970253j,
1.140400e+02,-0.000000000620726020468502+0.000000001102846557653705j,0.000000000008062803818858+0.000000000022261333480586j,
1.156280e+02,-0.000000000608393072709084+0.000000001060312387300334j,0.000000000007446325953245+0.000000000020714425443906j,
1.172382e+02,-0.000000000596135914757439+0.000000001019481897953607j,0.000000000006876475907076+0.000000000019275931574787j,
1.188708e+02,-0.000000000583966519830237+0.000000000980285659405719j,0.000000000006349722093611+0.000000000017938193078353j,
1.205261e+02,-0.000000000571895779519716+0.000000000942657099991140j,0.000000000005862888246590+0.000000000016694081806913j,
1.222045e+02,-0.000000000559933573006845+0.000000000906532387799445j,0.000000000005412978085282+0.000000000015536985739097j,
1.239062e+02,-0.000000000548088833988485+0.000000000871850315880956j,0.000000000004997239290775+0.000000000014460795992101j,
1.256317e+02,-0.000000000536369612067949+0.000000000838552194394543j,0.000000000004613098812079+0.000000000013459767525855j,
1.273811e+02,-0.000000000524783132369869+0.000000000806581745191395j,0.000000000004258200422577+0.000000000012528633846906j,
1.291550e+02,-0.000000000513335849635302+0.000000000775885002149794j,0.000000000003930313499468+0.000000000011662448729773j,
1.309535e+02,-0.000000000502033500861637+0.000000000746410214622513j,0.000000000003627443033109+0.000000000010856666891257j,
1.327771e+02,-0.000000000490881153438689+0.000000000718107756569754j,0.000000000003347692914748+0.000000000010107032915913j,
1.346261e+02,-0.000000000479883251318055+0.000000000690930037832437j,0.000000000003089310048775+0.000000000009409584015367j,
1.365008e+02,-0.000000000469043658486532+0.000000000664831419740691j,0.000000000002850697907533+0.000000000008760670071774j,
1.384016e+02,-0.000000000458365698808091+0.000000000639768134875016j,0.000000000002630347908106+0.000000000008156880435359j,
1.403289e+02,-0.000000000447852194692155+0.000000000615698209232190j,0.000000000002426874624539+0.000000000007595041559691j,
1.422830e+02,-0.000000000437505502752650+0.000000000592581388496431j,0.000000000002239037114081+0.000000000007072233048070j,
1.442644e+02,-0.000000000427327547216903+0.000000000570379065816282j,0.000000000002065603054034+0.000000000006585697164118j,
1.462733e+02,-0.000000000417319852091050+0.000000000549054215473361j,0.000000000001905492560504+0.000000000006132915661841j,
1.483103e+02,-0.000000000407483570179295+0.000000000528571326325662j,0.000000000001757686917624+0.000000000005711501940364j,
1.503755e+02,-0.000000000397819511505714+0.000000000508896339742163j,0.000000000001621280202540+0.000000000005319285193919j,
1.524696e+02,-0.000000000388328168965774+0.000000000489996589709109j,0.000000000001495351215240+0.000000000004954210997349j,
1.545928e+02,-0.000000000379009743061480+0.000000000471840745214396j,0.000000000001379150462003+0.000000000004614399232508j,
1.567455e+02,-0.000000000369864165081638+0.000000000454398755332818j,0.000000000001271914433612+0.000000000004298069113989j,
1.589283e+02,-0.000000000360891118439466+0.000000000437641796802323j,0.000000000001172963957556+0.000000000004003591387823j,
1.611414e+02,-0.000000000352090059005524+0.000000000421542222880196j,0.000000000001081639503215+0.000000000003729448907617j,
1.633854e+02,-0.000000000343460233796900+0.000000000406073515404886j,0.000000000000997401530859+0.000000000003474218482893j,
1.656606e+02,-0.000000000335000698966259+0.000000000391210238010353j,0.000000000000919675432843+0.000000000003236584483550j,
1.679675e+02,-0.000000000326710336451146+0.000000000376927992011132j,0.000000000000847969214357+0.000000000003015329816304j,
1.703065e+02,-0.000000000318587869430132+0.000000000363203373492774j,0.000000000000781816122203+0.000000000002809306014841j,
1.726781e+02,-0.000000000310631876400895+0.000000000350013932252333j,0.000000000000720795782294+0.000000000002617467931687j,
1.750827e+02,-0.000000000302840805631846+0.000000000337338133225837j,0.000000000000664514861545+0.000000000002438822254542j,
1.775208e+02,-0.000000000295212987257055+0.000000000325155318296517j,0.000000000000612603471635+0.000000000002272454180412j,
1.799929e+02,-0.000000000287746645197294+0.000000000313445670678021j,0.000000000000564718518918+0.000000000002117516896802j,
1.824993e+02,-0.000000000280439908341058+0.000000000302190180112511j,0.000000000000520567839452+0.000000000001973215918108j,
1.850407e+02,-0.000000000273290820921868+0.000000000291370610026901j,0.000000000000479853422910+0.000000000001838816128303j,
1.876175e+02,-0.000000000266297352046876+0.000000000280969465667373j,0.000000000000442300387860+0.000000000001713633254794j,
1.902301e+02,-0.000000000259457404596849+0.000000000270969963959436j,0.000000000000407671778054+0.000000000001597033065499j,
1.928792e+02,-0.000000000252768823827376+0.000000000261356003986859j,0.000000000000375752157536+0.000000000001488418741428j,
1.955651e+02,-0.000000000246229404889190+0.000000000252112139189317j,0.000000000000346311559355+0.000000000001387233588750j,
1.982884e+02,-0.000000000239836900138023+0.000000000243223550486012j,0.000000000000319177813415+0.000000000001292981079122j,
2.010496e+02,-0.000000000233589025939423+0.000000000234676020992052j,0.000000000000294162346467+0.000000000001205167063318j,
2.038493e+02,-0.000000000227483468880746+0.000000000226455910960902j,0.000000000000271091533662+0.000000000001123358484850j,
2.066880e+02,-0.000000000221517891286522+0.000000000218550134109782j,0.000000000000249830872014+0.000000000001047134131297j,
2.095662e+02,-0.000000000215689937086981+0.000000000210946135571428j,0.000000000000230235752897+0.000000000000976116900134j,
2.124845e+02,-0.000000000209997236366870+0.000000000203631869499430j,0.000000000000212167293304+0.000000000000909942890930j,
2.154435e+02,-0.000000000204437409939837+0.000000000196595778645441j,0.000000000000195511428614+0.000000000000848284094393j,
2.184436e+02,-0.000000000199008073824874+0.000000000189826774220521j,0.000000000000180170120137+0.000000000000790829124229j,
2.214855e+02,-0.000000000193706843031186+0.000000000183314217120656j,0.000000000000166019836479+0.000000000000737287464483j,
2.245698e+02,-0.000000000188531335045828+0.000000000177047899139483j,0.000000000000152983925480+0.000000000000687391087927j,
2.276970e+02,-0.000000000183479173309010+0.000000000171018025374014j,0.000000000000140973061043+0.000000000000640887852074j,
2.308678e+02,-0.000000000178547990170645+0.000000000165215197981612j,0.000000000000129896203076+0.000000000000597551393787j,
2.340827e+02,-0.000000000173735429533510+0.000000000159630399307065j,0.000000000000119691689046+0.000000000000557166507860j,
2.373424e+02,-0.000000000169039149659358+0.000000000154254976548536j,0.000000000000110288388806+0.000000000000519522763271j,
2.406475e+02,-0.000000000164456825196745+0.000000000149080627257552j,0.000000000000101623705280+0.000000000000484432449371j,
2.439986e+02,-0.000000000159986149502220+0.000000000144099384549376j,0.000000000000093639391648+0.000000000000451727831559j,
2.473964e+02,-0.000000000155624836407314+0.000000000139303603686353j,0.000000000000086285842366+0.000000000000421242619904j,
2.508415e+02,-0.000000000151370622013961+0.000000000134685949200181j,0.000000000000079508340241+0.000000000000392826565249j,
2.543346e+02,-0.000000000147221266308085+0.000000000130239381873677j,0.000000000000073265160317+0.000000000000366334442757j,
2.578763e+02,-0.000000000143174554288988+0.000000000125957146837002j,0.000000000000067507262927+0.000000000000341642379860j,
2.614673e+02,-0.000000000139228297567349+0.000000000121832762163046j,0.000000000000062202911068+0.000000000000318622814090j,
2.651084e+02,-0.000000000135380335172921+0.000000000117860007685638j,0.000000000000057321180953+0.000000000000297159603701j,
2.688001e+02,-0.000000000131628534732686+0.000000000114032914243107j,0.000000000000052818565138+0.000000000000277154068231j,
2.725433e+02,-0.000000000127970793233799+0.000000000110345753700362j,0.000000000000048671375801+0.000000000000258495840656j,
2.763385e+02,-0.000000000124405037742947+0.000000000106793028850423j,0.000000000000044855835282+0.000000000000241100704724j,
2.801867e+02,-0.000000000120929226248213+0.000000000103369464500866j,0.000000000000041335225363+0.000000000000224883955634j,
2.840884e+02,-0.000000000117541347710261+0.000000000100069998013877j,0.000000000000038095202176+0.000000000000209763419280j,
2.880444e+02,-0.000000000114239423094684+0.000000000096889771046095j,0.000000000000035109113349+0.000000000000195665155504j,
2.920556e+02,-0.000000000111021505369783+0.000000000093824120961456j,0.000000000000032357926313+0.000000000000182513883529j,
2.961225e+02,-0.000000000107885679883577+0.000000000090868573169692j,0.000000000000029823179078+0.000000000000170260860341j,
3.002462e+02,-0.000000000104830064655899+0.000000000088018833285272j,0.000000000000027492527231+0.000000000000158824335400j,
3.044272e+02,-0.000000000101852810327276+0.000000000085270780095781j,0.000000000000025341178239+0.000000000000148165091868j,
3.086665e+02,-0.000000000098952100443224+0.000000000082620458435859j,0.000000000000023359705260+0.000000000000138221842687j,
3.129648e+02,-0.000000000096126151444865+0.000000000080064072269240j,0.000000000000021537860470+0.000000000000128947932076j,
3.173230e+02,-0.000000000093373212400799+0.000000000077597978630284j,0.000000000000019856077175+0.000000000000120302669579j,
3.217418e+02,-0.000000000090691565369996+0.000000000075218681261945j,0.000000000000018307509533+0.000000000000112239417396j,
3.262222e+02,-0.000000000088079524762047+0.000000000072922824703105j,0.000000000000016882841457+0.000000000000104717014987j,
3.307650e+02,-0.000000000085535437695558+0.000000000070707188574973j,0.000000000000015568843035+0.000000000000097702585312j,
3.353710e+02,-0.000000000083057683306571+0.000000000068568682341399j,0.000000000000014358721367+0.000000000000091158389180j,
3.400412e+02,-0.000000000080644672774850+0.000000000066504339889327j,0.000000000000013243388773+0.000000000000085054191514j,
3.447764e+02,-0.000000000078294849068011+0.000000000064511314513112j,0.000000000000012217994479+0.000000000000079364422954j,
3.495776e+02,-0.000000000076006686452108+0.000000000062586874383190j,0.000000000000011270559394+0.000000000000074053893549j,
3.544456e+02,-0.000000000073778690366656+0.000000000060728397622720j,0.000000000000010399935528+0.000000000000069101967402j,
3.593814e+02,-0.000000000071609396793154+0.000000000058933368221440j,0.000000000000009596939504+0.000000000000064482321668j,
3.643859e+02,-0.000000000069497372174493+0.000000000057199371493481j,0.000000000000008859942250+0.000000000000060168216257j,
3.694601e+02,-0.000000000067441212800806+0.000000000055524090284762j,0.000000000000008178357255+0.000000000000056150523965j,
3.746050e+02,-0.000000000065439544293985+0.000000000053905301148151j,0.000000000000007548911726+0.000000000000052398509852j,
3.798215e+02,-0.000000000063491021506565+0.000000000052340870237742j,0.000000000000006972106466+0.000000000000048900217096j,
3.851107e+02,-0.000000000061594327630881+0.000000000050828750133360j,0.000000000000006439082214+0.000000000000045636764129j,
3.904735e+02,-0.000000000059748173929087+0.000000000049366976348322j,0.000000000000005949686432+0.000000000000042590420269j,
3.959110e+02,-0.000000000057951299157723+0.000000000047953664088513j,0.000000000000005502489533+0.000000000000039750993037j,
4.014242e+02,-0.000000000056202469137910+0.000000000046587004883095j,0.000000000000005080485412+0.000000000000037098432078j,
4.070142e+02,-0.000000000054500476037712+0.000000000045265264035807j,0.000000000000004698630406+0.000000000000034624776224j,
4.126821e+02,-0.000000000052844137932379+0.000000000043986777460737j,0.000000000000004343474605+0.000000000000032315555414j,
4.184289e+02,-0.000000000051232298073423+0.000000000042749948998092j,0.000000000000004020718075+0.000000000000030166212551j,
4.242556e+02,-0.000000000049663824429144+0.000000000041553247960652j,0.000000000000003716435793+0.000000000000028157552566j,
4.301636e+02,-0.000000000048137609012292+0.000000000040395206517437j,0.000000000000003441215277+0.000000000000026282627258j,
4.361538e+02,-0.000000000046652567100156+0.000000000039274417352726j,0.000000000000003187746953+0.000000000000024531325436j,
4.422274e+02,-0.000000000045207636704927+0.000000000038189531572333j,0.000000000000002954107107+0.000000000000022899695210j,
4.483856e+02,-0.000000000043801777734715+0.000000000037139256392417j,0.000000000000002736820961+0.000000000000021377688333j,
4.546295e+02,-0.000000000042433971336956+0.000000000036122353142049j,0.000000000000002538402182+0.000000000000019957206429j,
4.609604e+02,-0.000000000041103218968733+0.000000000035137635526953j,0.000000000000002355049433+0.000000000000018629431234j,
4.673795e+02,-0.000000000039808541683583+0.000000000034183967649353j,0.000000000000002182584294+0.000000000000017391872756j,
4.738880e+02,-0.000000000038548979064708+0.000000000033260262530146j,0.000000000000002028412002+0.000000000000016238077676j,
4.804870e+02,-0.000000000037323588424082+0.000000000032365480476792j,0.000000000000001883332645+0.000000000000015158761000j,
4.871780e+02,-0.000000000036131443561804+0.000000000031498627451261j,0.000000000000001748931007+0.000000000000014153421624j,
4.939622e+02,-0.000000000034971633701987+0.000000000030658754285518j,0.000000000000001631596685+0.000000000000013214398513j,
5.008408e+02,-0.000000000033843262235745+0.000000000029844954927955j,0.000000000000001520084597+0.000000000000012338730668j,
5.078152e+02,-0.000000000032745445012877+0.000000000029056365924609j,0.000000000000001415181847+0.000000000000011520470234j,
5.148867e+02,-0.000000000031677309092789+0.000000000028292165304767j,0.000000000000001320228849+0.000000000000010757794665j,
5.220568e+02,-0.000000000030637990554401+0.000000000027551572001413j,0.000000000000001231933666+0.000000000000010044739477j,
5.293266e+02,-0.000000000029626632524220+0.000000000026833845415668j,0.000000000000001148303273+0.000000000000009378751718j,
5.366977e+02,-0.000000000028642382573085+0.000000000026138285182996j,0.000000000000001076683711+0.000000000000008759672567j,
5.441714e+02,-0.000000000027684389806983+0.000000000025464231345326j,0.000000000000001006571942+0.000000000000008181260352j,
5.517492e+02,-0.000000000026751801263491+0.000000000024811064395067j,0.000000000000000944714408+0.000000000000007639463500j,
5.594326e+02,-0.000000000025843757742831+0.000000000024178206630355j,0.000000000000000885744529+0.000000000000007133834531j,
5.672229e+02,-0.000000000024959388421662+0.000000000023565122766132j,0.000000000000000834521861+0.000000000000006662785653j,
5.751217e+02,-0.000000000024097804540783+0.000000000022971322367286j,0.000000000000000782410263+0.000000000000006224241177j,
5.831305e+02,-0.000000000023258091302968+0.000000000022396362063025j,0.000000000000000739389442+0.000000000000005812732623j,
5.912508e+02,-0.000000000022439297690284+0.000000000021839849181907j,0.000000000000000699707364+0.000000000000005428549034j,
5.994843e+02,-0.000000000021640423103378+0.000000000021301446439809j,0.000000000000000661292154+0.000000000000005071868569j,
6.078323e+02,-0.000000000020860400751287+0.000000000020780877956116j,0.000000000000000627781934+0.000000000000004736954532j,
6.162966e+02,-0.000000000020098074798553+0.000000000020277937725894j,0.000000000000000596586888+0.000000000000004425946385j,
6.248788e+02,-0.000000000019352170673961+0.000000000019792500073160j,0.000000000000000566876836+0.000000000000004133035583j,
6.335805e+02,-0.000000000018621253912924+0.000000000019324533615524j,0.000000000000000543421444+0.000000000000003861973376j,
6.424034e+02,-0.000000000017903673976106+0.000000000018874120199616j,0.000000000000000520897331+0.000000000000003607294606j,
6.513491e+02,-0.000000000017197484502951+0.000000000018441479034462j,0.000000000000000500311986+0.000000000000003371482997j,
6.604194e+02,-0.000000000016500328800969+0.000000000018026999525624j,0.000000000000000484308027+0.000000000000003148296880j,
6.696160e+02,-0.000000000015809271021031+0.000000000017631283779095j,0.000000000000000469495578+0.000000000000002940758260j,
6.789407e+02,-0.000000000015120540844889+0.000000000017255203184492j,0.000000000000000459432522+0.000000000000002746193609j,
6.883952e+02,-0.000000000014429135405376+0.000000000016899969894509j,0.000000000000000451061479+0.000000000000002565821893j,
6.979814e+02,-0.000000000013728177903105+0.000000000016567223242225j,0.000000000000000447474126+0.000000000000002395638670j,
7.077011e+02,-0.000000000013007841990852+0.000000000016259115530936j,0.000000000000000447165578+0.000000000000002236615557j,
7.175561e+02,-0.000000000012253464899904+0.000000000015978339634622j,0.000000000000000451627607+0.000000000000002086308064j,
7.275484e+02,-0.000000000011442056502887+0.000000000015727899779363j,0.000000000000000463596706+0.000000000000001942163311j,
7.376798e+02,-0.000000000010535428269304+0.000000000015509953534072j,0.000000000000000483831332+0.000000000000001805798732j,
7.479523e+02,-0.000000000009465670621744+0.000000000015321330057919j,0.000000000000000517167325+0.000000000000001669641192j,
7.583678e+02,-0.000000000008102059066320+0.000000000015136300650418j,0.000000000000000572478649+0.000000000000001528978767j,
7.689284e+02,-0.000000000006171968228981+0.000000000014833906829810j,0.000000000000000657233135+0.000000000000001357672686j,
7.796360e+02,-0.000000000003108905177266+0.000000000013844321873045j,0.000000000000000784453284+0.000000000000001098824090j,
7.904928e+02,0.000000000001295305831290+0.000000000009461870437704j,0.000000000000000844755009+0.000000000000000568399351j,
8.015007e+02,-0.000000000001694634923557-0.000000000000703163667911j,0.000000000000000171463131+0.000000000000000011908091j,
8.126619e+02,-0.000000000010544523549437+0.000000000000276648941133j,-0.000000000000000358388947+0.000000000000000429432539j,
8.239786e+02,-0.000000000012327471157955+0.000000000004051533003529j,-0.000000000000000321717394+0.000000000000000715488288j,
8.354528e+02,-0.000000000012051485033861+0.000000000006029524178491j,-0.000000000000000232584568+0.000000000000000796894629j,
8.470868e+02,-0.000000000011452582913360+0.000000000007013509967909j,-0.000000000000000165356247+0.000000000000000799577726j,
8.588829e+02,-0.000000000010845826522648+0.000000000007514337596982j,-0.000000000000000119405057+0.000000000000000777449485j,
8.708431e+02,-0.000000000010285295190193+0.000000000007760953660299j,-0.000000000000000086761193+0.000000000000000742239461j,
8.829700e+02,-0.000000000009774333965542+0.000000000007862429851678j,-0.000000000000000063086317+0.000000000000000704639727j,
8.952657e+02,-0.000000000009306749227240+0.000000000007875538121264j,-0.000000000000000047494779+0.000000000000000665109620j,
9.077327e+02,-0.000000000008875656338411+0.000000000007832210736665j,-0.000000000000000032438302+0.000000000000000626911820j,
9.203732e+02,-0.000000000008475256022536+0.000000000007751585725573j,-0.000000000000000023702936+0.000000000000000589286926j,
9.331898e+02,-0.000000000008100970638772+0.000000000007645739295433j,-0.000000000000000015830786+0.000000000000000552735711j,
9.461848e+02,-0.000000000007749234619969+0.000000000007522618118370j,-0.000000000000000009124351+0.000000000000000519175115j,
9.593608e+02,-0.000000000007417258203767+0.000000000007387634895681j,-0.000000000000000005069083+0.000000000000000486665329j,
9.727203e+02,-0.000000000007102833036551+0.000000000007244582618427j,-0.000000000000000001721914+0.000000000000000456154246j,
9.862658e+02,-0.000000000006804185867716+0.000000000007096182776216j,0.000000000000000002236357+0.000000000000000426971858j,
1.000000e+03,-0.000000000006519870975444+0.000000000006944426587381j,0.000000000000000003823707+0.000000000000000399683362j,
1.013925e+03,-0.000000000006248691702110+0.000000000006790794717837j,0.000000000000000005880279+0.000000000000000374429425j,
1.028045e+03,-0.000000000005989643132113+0.000000000006636402820748j,0.000000000000000008124042+0.000000000000000350519195j,
1.042361e+03,-0.000000000005741869528685+0.000000000006482100432850j,0.000000000000000009833514+0.000000000000000327911849j,
1.056876e+03,-0.000000000005504632807806+0.000000000006328539740798j,0.000000000000000010182242+0.000000000000000307420683j,
1.071593e+03,-0.000000000005277288658254+0.000000000006176224330313j,0.000000000000000011132783+0.000000000000000287235592j,
1.086516e+03,-0.000000000005059268513400+0.000000000006025544377349j,0.000000000000000011678614+0.000000000000000269187714j,
1.101646e+03,-0.000000000004850065545363+0.000000000005876802388853j,0.000000000000000012792349+0.000000000000000251456050j,
1.116987e+03,-0.000000000004649223885303+0.000000000005730232505338j,0.000000000000000011864872+0.000000000000000235621582j,
1.132541e+03,-0.000000000004456330023002+0.000000000005586015016409j,0.000000000000000013190669+0.000000000000000220115558j,
1.148312e+03,-0.000000000004271006278532+0.000000000005444287228175j,0.000000000000000013009188+0.000000000000000205942665j,
1.164303e+03,-0.000000000004092905263589+0.000000000005305152187095j,0.000000000000000013251455+0.000000000000000192871593j,
1.180517e+03,-0.000000000003921705655068+0.000000000005168685250686j,0.000000000000000013214536+0.000000000000000180417598j,
1.196956e+03,-0.000000000003757108645529+0.000000000005034939332336j,0.000000000000000013737581+0.000000000000000168657494j,
1.213624e+03,-0.000000000003598835105568+0.000000000004903949029385j,0.000000000000000013759035+0.000000000000000157724130j,
1.230524e+03,-0.000000000003446623200330+0.000000000004775733942677j,0.000000000000000013214293+0.000000000000000147463726j,
1.247660e+03,-0.000000000003300226444322+0.000000000004650301341030j,0.000000000000000013071224+0.000000000000000137960531j,
1.265034e+03,-0.000000000003159412017469+0.000000000004527648362895j,0.000000000000000012708797+0.000000000000000129091782j,
1.282650e+03,-0.000000000003023959459566+0.000000000004407763755051j,0.000000000000000013305868+0.000000000000000120610526j,
1.300511e+03,-0.000000000002893659463829+0.000000000004290629293934j,0.000000000000000012791751+0.000000000000000112997689j,
1.318621e+03,-0.000000000002768312856781+0.000000000004176221036609j,0.000000000000000012677039+0.000000000000000105427741j,
1.336984e+03,-0.000000000002647729808123+0.000000000004064510244699j,0.000000000000000012565646+0.000000000000000098825071j,
1.355602e+03,-0.000000000002531729045437+0.000000000003955464286413j,0.000000000000000012265436+0.000000000000000092375855j,
1.374479e+03,-0.000000000002420137241622+0.000000000003849047252155j,0.000000000000000012174605+0.000000000000000086057879j,
1.393619e+03,-0.000000000002312788444315+0.000000000003745220591731j,0.000000000000000011872865+0.000000000000000080428621j,
1.413026e+03,-0.000000000002209523599190+0.000000000003643943569948j,0.000000000000000011746020+0.000000000000000075331852j,
1.432703e+03,-0.000000000002110190122334+0.000000000003545173690980j,0.000000000000000011638321+0.000000000000000070843023j,
1.452654e+03,-0.000000000002014641515440+0.000000000003448867052113j,0.000000000000000011072671+0.000000000000000066084573j,
1.472883e+03,-0.000000000001922736996162+0.000000000003354978647800j,0.000000000000000010852623+0.000000000000000061771984j,
1.493393e+03,-0.000000000001834341231718+0.000000000003263462626370j,0.000000000000000010818015+0.000000000000000057564987j,
1.514189e+03,-0.000000000001749324052509+0.000000000003174272494272j,0.000000000000000010845065+0.000000000000000053555809j,
1.535275e+03,-0.000000000001667560186552+0.000000000003087361329737j,0.000000000000000010330950+0.000000000000000050217247j,
1.556654e+03,-0.000000000001588929038519+0.000000000003002681926687j,0.000000000000000010081886+0.000000000000000046791250j,
1.578331e+03,-0.000000000001513314498106+0.000000000002920186949150j,0.000000000000000009986923+0.000000000000000043913314j,
1.600310e+03,-0.000000000001440604703239+0.000000000002839829050313j,0.000000000000000009688592+0.000000000000000041202130j,
1.622595e+03,-0.000000000001370691923812+0.000000000002761560971414j,0.000000000000000009368833+0.000000000000000038192183j,
1.645191e+03,-0.000000000001303472337221+0.000000000002685335649187j,0.000000000000000009298829+0.000000000000000035907659j,
1.668101e+03,-0.000000000001238845911700+0.000000000002611106284459j,0.000000000000000009125243+0.000000000000000033366544j,
1.691330e+03,-0.000000000001176716239468+0.000000000002538826412711j,0.000000000000000008725354+0.000000000000000031137163j,
1.714882e+03,-0.000000000001116990416953+0.000000000002468449975294j,0.000000000000000008278467+0.000000000000000029262855j,
1.738762e+03,-0.000000000001059578918929+0.000000000002399931361162j,0.000000000000000008205220+0.000000000000000027168217j,
1.762975e+03,-0.000000000001004395466107+0.000000000002333225458330j,0.000000000000000008295670+0.000000000000000025344488j,
1.787526e+03,-0.000000000000951356895339+0.000000000002268287700696j,0.000000000000000007907942+0.000000000000000023766792j,
1.812418e+03,-0.000000000000900383088973+0.000000000002205074086831j,0.000000000000000007756444+0.000000000000000022021715j,
1.837656e+03,-0.000000000000851396837237+0.000000000002143541230400j,0.000000000000000007799564+0.000000000000000020636225j,
1.863246e+03,-0.000000000000804323772083+0.000000000002083646372673j,0.000000000000000007468467+0.000000000000000019158526j,
1.889193e+03,-0.000000000000759092215240+0.000000000002025347414644j,0.000000000000000007303918+0.000000000000000017850967j,
1.915501e+03,-0.000000000000715633154584+0.000000000001968602925283j,0.000000000000000007118145+0.000000000000000016609834j,
1.942175e+03,-0.000000000000673880097320+0.000000000001913372170451j,0.000000000000000006922898+0.000000000000000015512377j,
1.969220e+03,-0.000000000000633769029169+0.000000000001859615121252j,0.000000000000000006712849+0.000000000000000014411540j,
1.996642e+03,-0.000000000000595238296481+0.000000000001807292460592j,0.000000000000000006527071+0.000000000000000013417201j,
2.024447e+03,-0.000000000000558228566397+0.000000000001756365602990j,0.000000000000000006406468+0.000000000000000012488566j,
2.052638e+03,-0.000000000000522682701492+0.000000000001706796696946j,0.000000000000000006176202+0.000000000000000011630205j,
2.081222e+03,-0.000000000000488545732763+0.000000000001658548628080j,0.000000000000000006051388+0.000000000000000010756364j,
2.110203e+03,-0.000000000000455764755548+0.000000000001611585027403j,0.000000000000000005901050+0.000000000000000010000368j,
2.139589e+03,-0.000000000000424288876919+0.000000000001565870271732j,0.000000000000000005745419+0.000000000000000009269178j,
2.169384e+03,-0.000000000000394069138263+0.000000000001521369487529j,0.000000000000000005534510+0.000000000000000008611633j,
2.199593e+03,-0.000000000000365058462223+0.000000000001478048548235j,0.000000000000000005402392+0.000000000000000007958524j,
2.230223e+03,-0.000000000000337211576982+0.000000000001435874074375j,0.000000000000000005296502+0.000000000000000007386514j,
2.261280e+03,-0.000000000000310484962072+0.000000000001394813430037j,0.000000000000000005116931+0.000000000000000006772107j,
2.292769e+03,-0.000000000000284836785463+0.000000000001354834725865j,0.000000000000000004909532+0.000000000000000006299598j,
2.324697e+03,-0.000000000000260226850845+0.000000000001315906805604j,0.000000000000000004805659+0.000000000000000005829851j,
2.357069e+03,-0.000000000000236616535202+0.000000000001277999252012j,0.000000000000000004688452+0.000000000000000005387832j,
2.389893e+03,-0.000000000000213968740826+0.000000000001241082371678j,0.000000000000000004541740+0.000000000000000004964479j,
2.423173e+03,-0.000000000000192247834415+0.000000000001205127194102j,0.000000000000000004430570+0.000000000000000004550148j,
2.456916e+03,-0.000000000000171419607502+0.000000000001170105469533j,0.000000000000000004288114+0.000000000000000004157999j,
2.491130e+03,-0.000000000000151451216504+0.000000000001135989649921j,0.000000000000000004153708+0.000000000000000003837503j,
2.525820e+03,-0.000000000000132311140200+0.000000000001102752892108j,0.000000000000000004034015+0.000000000000000003503780j,
2.560993e+03,-0.000000000000113969131228+0.000000000001070369045413j,0.000000000000000003899764+0.000000000000000003185773j,
2.596656e+03,-0.000000000000096396167347+0.000000000001038812645674j,0.000000000000000003813923+0.000000000000000002914579j,
2.632815e+03,-0.000000000000079564419950+0.000000000001008058900450j,0.000000000000000003667025+0.000000000000000002640179j,
2.669478e+03,-0.000000000000063447199050+0.000000000000978083686900j,0.000000000000000003582103+0.000000000000000002395874j,
2.706652e+03,-0.000000000000048018915760+0.000000000000948863538053j,0.000000000000000003467993+0.000000000000000002159152j,
2.744343e+03,-0.000000000000033255045052+0.000000000000920375636871j,0.000000000000000003377979+0.000000000000000001922810j,
2.782559e+03,-0.000000000000019132088459+0.000000000000892597801525j,0.000000000000000003275552+0.000000000000000001727893j,
2.821308e+03,-0.000000000000005627529137+0.000000000000865508479974j,0.000000000000000003180760+0.000000000000000001550152j,
2.860596e+03,0.000000000000007280192293+0.000000000000839086736483j,0.000000000000000003070101+0.000000000000000001394119j,
2.900430e+03,0.000000000000019611718473+0.000000000000813312245810j,0.000000000000000002956306+0.000000000000000001200097j,
2.940820e+03,0.000000000000031386815518+0.000000000000788165277449j,0.000000000000000002839824+0.000000000000000001057971j,
2.981772e+03,0.000000000000042624393089+0.000000000000763626689670j,0.000000000000000002793501+0.000000000000000000913847j,
3.023295e+03,0.000000000000053342544161+0.000000000000739677916410j,0.000000000000000002697545+0.000000000000000000777933j,
3.065395e+03,0.000000000000063558568438+0.000000000000716300960581j,0.000000000000000002586400+0.000000000000000000652019j,
3.108082e+03,0.000000000000073289010389+0.000000000000693478380434j,0.000000000000000002505956+0.000000000000000000549149j,
3.151363e+03,0.000000000000082549676150+0.000000000000671193278718j,0.000000000000000002423710+0.000000000000000000430398j,
3.195248e+03,0.000000000000091355672315+0.000000000000649429298560j,0.000000000000000002340961+0.000000000000000000345054j,
3.239743e+03,0.000000000000099721418841+0.000000000000628170608366j,0.000000000000000002251982+0.000000000000000000240238j,
