All measurements 3.8Vpp sine wave injections,,,,,,
TIME,700mHz 1,700mHz 2,900mHz 1,900mHz 2,1080mHz 1,1080mHz 2
16.23,-0.039,-2.48,-0.023,2.88,0.008,-2.08
16.24,-0.089,-2.56,-0.061,3.16,0.029,-2.36
16.25,-0.075,-2.64,-0.044,3.24,0.041,-2.4
16.26,-0.075,-2.72,-0.026,3.4,0.032,-2.64
16.27,-0.079,-2.72,-0.025,3.44,0.028,-2.8
16.28,-0.072,-2.84,-0.002,3.52,0.037,-2.88
16.29,-0.064,-2.88,-0.035,3.56,0.047,-3.04
16.3,-0.109,-2.96,0.007,3.68,0.025,-3.32
16.31,-0.035,-3,0.048,3.76,0.033,-3.36
16.32,-0.104,-3.04,-0.001,3.8,0.033,-3.44
16.33,-0.093,-3.04,0.035,3.8,0.035,-3.52
16.34,-0.035,-3.12,0.014,3.84,0.047,-3.52
16.35,-0.094,-3.16,0.003,3.96,0.038,-3.6
16.36,-0.095,-3.28,0.037,3.88,0.045,-3.68
16.37,-0.044,-3.24,0.014,3.88,0.031,-3.6
16.38,-0.084,-3.32,0.028,3.92,0.024,-3.68
16.39,-0.053,-3.32,0.057,3.84,0.047,-3.68
16.4,-0.073,-3.32,0.051,3.76,0.038,-3.6
16.41,-0.082,-3.32,0.052,3.8,0.033,-3.56
16.42,-0.039,-3.36,0.019,3.76,0.057,-3.48
16.43,-0.056,-3.36,0.051,3.56,0.032,-3.32
16.44,-0.072,-3.48,0.031,3.56,0.067,-3.28
16.45,-0.033,-3.4,0.018,3.4,0.036,-3.12
16.46,-0.072,-3.44,0.042,3.36,0.021,-3.04
16.47,-0.054,-3.48,0.04,3.24,0.075,-2.84
16.48,-0.03,-3.48,0.028,3.16,0.027,-2.68
16.49,-0.05,-3.48,0.039,2.96,0.04,-2.52
16.5,-0.051,-3.48,0.013,2.8,0.059,-2.28
16.51,-0.035,-3.48,0.026,2.64,0.036,-2.08
16.52,-0.041,-3.4,0.008,2.56,0.05,-1.88
16.53,-0.038,-3.4,0.003,2.32,0.039,-1.6
16.54,-0.04,-3.4,0.034,2.12,0.018,-1.44
16.55,-0.018,-3.44,0.003,2,0.044,-1.24
16.56,-0.029,-3.36,0.001,1.68,0.025,-0.96
16.57,-0.002,-3.28,0.045,1.64,0.056,-0.68
16.58,-0.03,-3.28,-0.002,1.48,0.058,-0.44
16.59,-0.019,-3.2,-0.02,1.2,0.036,-0.2
