Frequency,Response,
1.355602e+01,-871880.2048116708174348-196579391.9518275856971741j,
1.377651e+01,-900472.9304287384729832-199776676.0512385666370392j,
1.400058e+01,-930012.1099794253241271-203025959.5000112056732178j,
1.422830e+01,-960505.3394656397867948-206328087.7564827203750610j,
1.445973e+01,-992001.0808793846517801-209683920.1872512996196747j,
1.469492e+01,-1024533.7577889079693705-213094330.0281877517700195j,
1.493393e+01,-1058133.1894604240078479-216560204.6294294893741608j,
1.517683e+01,-1092835.2809598837047815-220082445.9098565578460693j,
1.542369e+01,-1128677.8111335292924196-223661970.3610155284404755j,
1.567455e+01,-1165688.1174629405140877-227299709.3961268663406372j,
1.592950e+01,-1203912.4909835890866816-230996609.5331501662731171j,
1.618860e+01,-1243395.8457164480350912-234753632.6662853360176086j,
1.645191e+01,-1284170.5139430952258408-238571756.3589026927947998j,
1.671950e+01,-1326285.9572988087311387-242451974.0261836647987366j,
1.699144e+01,-1369782.0607777982950211-246395295.1838482916355133j,
1.726781e+01,-1414698.8131045117042959-250402745.8789664506912231j,
1.754867e+01,-1461096.9733689008280635-254475368.6377177834510803j,
1.783410e+01,-1509015.6835257094353437-258614223.0762314200401306j,
1.812418e+01,-1558500.6906948664691299-262820385.9907559752464294j,
1.841897e+01,-1609607.6918982756324112-267094951.5907832980155945j,
1.871855e+01,-1662400.1133649861440063-271439031.9334607124328613j,
1.902301e+01,-1716912.7066270904615521-275853757.1673485040664673j,
1.933242e+01,-1773212.2101259357295930-280340275.7030961513519287j,
1.964687e+01,-1831365.1777214352041483-284899754.5580679178237915j,
1.996642e+01,-1891423.6758963479660451-289533379.8389539718627930j,
2.029118e+01,-1953450.9144034776836634-294242356.9301935434341431j,
2.062122e+01,-2017515.2438528514467180-299027910.5854319930076599j,
2.095662e+01,-2083669.7349162572063506-303891285.7461784482002258j,
2.129749e+01,-2152001.7897145957686007-308833747.1886541247367859j,
2.164389e+01,-2222580.6046127425506711-313856580.4334650635719299j,
2.199593e+01,-2295465.4187860637903214-318961092.0291615724563599j,
2.235370e+01,-2370745.9737897682934999-324148609.3939766883850098j,
2.271728e+01,-2448489.6069033648818731-329420481.7956086397171021j,
2.308678e+01,-2528787.4679072685539722-334778080.1427465081214905j,
2.346229e+01,-2611712.0262817274779081-340222797.8038256168365479j,
2.384390e+01,-2697361.3497645840980113-345756050.5628470778465271j,
2.423173e+01,-2785818.7637913818471134-351379277.3094108104705811j,
2.462586e+01,-2877178.3261773167178035-357093940.2938233017921448j,
2.502640e+01,-2971526.8570450767874718-362901525.4986111521720886j,
2.543346e+01,-3068973.0083418865688145-368803542.8146786689758301j,
2.584714e+01,-3169618.8470661807805300-374801526.7444894313812256j,
2.626754e+01,-3273562.7597152483649552-380897036.8095244169235229j,
2.669478e+01,-3380913.3512903167866170-387091657.7097451686859131j,
2.712898e+01,-3491789.9494262374937534-393386999.6957991123199463j,
2.757023e+01,-3606293.5251718442887068-399784699.5611137151718140j,
2.801867e+01,-3724550.4493246949277818-406286420.2157080173492432j,
2.847439e+01,-3846695.6224715812131763-412893851.4096219539642334j,
2.893753e+01,-3972836.7864018473774195-419608710.9485043287277222j,
2.940820e+01,-4103121.0240051671862602-426432743.7242599129676819j,
2.988653e+01,-4237678.6369915809482336-433367723.3549277186393738j,
3.037264e+01,-4376641.9944639690220356-440415452.2205408811569214j,
3.086665e+01,-4520172.2745322631672025-447577761.5484074950218201j,
3.136870e+01,-4668394.8187175402417779-454856512.8664790391921997j,
3.187891e+01,-4821487.7383699696511030-462253596.9079270362854004j,
3.239743e+01,-4979595.0914395190775394-469770935.9489289522171021j,
3.292437e+01,-5142898.1736764758825302-477410482.5628890991210938j,
3.345989e+01,-5311542.2891678232699633-485174222.0361122488975525j,
3.400412e+01,-5485724.4259754400700331-493064170.5834363698959351j,
3.455720e+01,-5665613.3072200659662485-501082377.8125820159912109j,
3.511928e+01,-5851404.3578125741332769-509230926.2888926267623901j,
3.569049e+01,-6043291.0804754626005888-517511932.0947053432464600j,
3.627100e+01,-6241459.4895916730165482-525927546.1848332285881042j,
3.686095e+01,-6446133.6822224194183946-534479953.2957843542098999j,
3.746050e+01,-6657518.5555755719542503-543171374.2977983951568604j,
3.806980e+01,-6875832.8080445807427168-552004065.7505534887313843j,
3.868901e+01,-7101306.4243146684020758-560980320.5650548934936523j,
3.931829e+01,-7334170.0364022310823202-570102468.9412400722503662j,
3.995780e+01,-7574674.6480540502816439-579372878.3275914192199707j,
4.060772e+01,-7823059.7241378342732787-588793954.9281516075134277j,
4.126821e+01,-8079591.0796934505924582-598368143.4513571262359619j,
4.193944e+01,-8344536.1522441413253546-608097928.1034967899322510j,
4.262159e+01,-8618166.3738342784345150-617985833.4768407344818115j,
4.331483e+01,-8900765.7796212378889322-628034424.6271347999572754j,
4.401935e+01,-9192635.3392514642328024-638246307.9742956161499023j,
4.473533e+01,-9494071.5456404164433479-648624132.3221633434295654j,
4.546295e+01,-9805394.9393760524690151-659170588.6858148574829102j,
4.620241e+01,-10126922.1070306673645973-669888412.0462350845336914j,
4.695390e+01,-10458992.1559346988797188-680780380.9856760501861572j,
4.771761e+01,-10801950.0656881872564554-691849319.0512287616729736j,
4.849374e+01,-11156153.7805364262312651-703098095.2165441513061523j,
4.928250e+01,-11521969.2551196552813053-714529624.8004312515258789j,
5.008408e+01,-11899776.7809126097708941-726146869.9620854854583740j,
5.089870e+01,-12289974.0842404253780842-737952840.2923378944396973j,
5.172657e+01,-12692963.0351402163505554-749950594.1876657009124756j,
5.256791e+01,-13109164.3385530039668083-762143239.0300879478454590j,
5.342293e+01,-13539009.1351531688123941-774533932.1952993869781494j,
5.429186e+01,-13982949.6085367836058140-787125881.5346586704254150j,
5.517492e+01,-14441439.5714409500360489-799922347.0552151203155518j,
5.607235e+01,-14914962.5154922120273113-812926640.3574961423873901j,
5.698437e+01,-15404009.9488412812352180-826142126.5810072422027588j,
5.791123e+01,-15909089.3708577305078506-839572224.8342685699462891j,
5.885316e+01,-16430729.5472978502511978-853220408.8908481597900391j,
5.981041e+01,-16969467.0227251313626766-867090208.4182361364364624j,
6.078323e+01,-17525865.3056802749633789-881185209.5285885334014893j,
6.177188e+01,-18100503.3638475649058819-895509055.5971313714981079j,
6.277660e+01,-18693979.2150260098278522-910065448.5357356071472168j,
6.379767e+01,-19306909.3798658102750778-924858149.1138828992843628j,
6.483534e+01,-19939932.8670738935470581-939890978.5182980298995972j,
6.588990e+01,-20593706.3538862019777298-955167818.9611198902130127j,
6.696160e+01,-21268909.3570617511868477-970692614.5420295000076294j,
6.805074e+01,-21966244.5039783716201782-986469372.2924816608428955j,
6.915759e+01,-22686436.1582270003855228-1002502163.0828716754913330j,
7.028244e+01,-23430236.5503716915845871-1018795122.6551764011383057j,
7.142559e+01,-24198413.3037741482257843-1035352452.8838818073272705j,
7.258734e+01,-24991770.8603355102241039-1052178421.9021409749984741j,
7.376798e+01,-25811129.8932126499712467-1069277366.3406140804290771j,
7.496782e+01,-26657344.9736008718609810-1086653691.2408728599548340j,
7.618718e+01,-27531293.9141099601984024-1104311871.9321265220642090j,
7.742637e+01,-28433886.0684031173586845-1122256454.4736363887786865j,
7.868572e+01,-29366058.1405448652803898-1140492057.1879868507385254j,
7.996555e+01,-30328781.3860888332128525-1159023371.2258467674255371j,
8.126619e+01,-31323054.2165265083312988-1177855162.2931857109069824j,
8.258799e+01,-32349910.7904780879616737-1196992271.1877937316894531j,
8.393129e+01,-33410417.8555633127689362-1216439615.2407493591308594j,
8.529644e+01,-34505676.5163600146770477-1236202189.3975322246551514j,
8.668380e+01,-35636827.0174431502819061-1256285067.1153082847595215j,
8.809372e+01,-36805041.7283399701118469-1276693401.8651072978973389j,
8.952657e+01,-38011535.6206569671630859-1297432428.2243499755859375j,
9.098273e+01,-39257560.1600856184959412-1318507462.9648866653442383j,
9.246257e+01,-40544412.9327717125415802-1339923905.8905723094940186j,
9.396648e+01,-41873427.6968619972467422-1361687241.9348502159118652j,
9.549486e+01,-43245986.5785125494003296-1383803041.4569697380065918j,
9.704809e+01,-44663510.8605620115995407-1406276962.3663749694824219j,
9.862658e+01,-46127477.7557690441608429-1429114750.1689648628234863j,
1.002308e+02,-47639403.0342268645763397-1452322240.4553995132446289j,
1.018610e+02,-49200857.8891715928912163-1475905359.4570317268371582j,
1.035178e+02,-50813461.2747411727905273-1499870125.6146080493927002j,
1.052015e+02,-52478888.3180302679538727-1524222650.5022566318511963j,
1.069126e+02,-54198867.7458152696490288-1548969140.2751989364624023j,
1.086516e+02,-55975182.1757982969284058-1574115897.6872296333312988j,
1.104188e+02,-57809675.2553906887769699-1599669322.0956678390502930j,
1.122148e+02,-59704251.4931603670120239-1625635911.5894289016723633j,
1.140400e+02,-61660874.5055857151746750-1652022264.4538254737854004j,
1.158948e+02,-63681573.5583530962467194-1678835080.1668033599853516j,
1.177799e+02,-65768444.3255425989627838-1706081160.6878893375396729j,
1.196956e+02,-67923649.8965504169464111-1733767412.1404056549072266j,
1.216424e+02,-70149423.9281098544597626-1761900845.9776644706726074j,
1.236210e+02,-72448075.5682495832443237-1790488580.0894403457641602j,
1.256317e+02,-74821985.3673411309719086-1819537840.7905209064483643j,
1.276751e+02,-77273612.1615582406520844-1849055963.9132018089294434j,
1.297517e+02,-79805498.1049822866916656-1879050395.7905306816101074j,
1.318621e+02,-82420263.5103140771389008-1909528695.2680978775024414j,
1.340069e+02,-85120618.0584511756896973-1940498534.6730337142944336j,
1.361865e+02,-87909356.9142665863037109-1971967701.4791765213012695j,
1.384016e+02,-90789367.7706415206193924-2003944099.3991572856903076j,
1.406527e+02,-93763630.2690989971160889-2036435750.2074036598205566j,
1.429405e+02,-96835223.0571419894695282-2069450794.5701689720153809j,
1.452654e+02,-100007323.7970487475395203-2102997493.8565268516540527j,
1.476281e+02,-103283215.2556599974632263-2137084231.1128683090209961j,
1.500293e+02,-106666282.8222273439168930-2171719513.2449607849121094j,
1.524696e+02,-110160025.8506284356117249-2206911971.1390166282653809j,
1.549495e+02,-113768056.1570427119731903-2242670362.2308907508850098j,
1.574698e+02,-117494102.0053041875362396-2279003570.9940085411071777j,
1.600310e+02,-121342013.1855928599834442-2315920610.7281999588012695j,
1.626340e+02,-125315763.0891000628471375-2353430624.9165906906127930j,
1.652792e+02,-129419456.9637316167354584-2391542887.8144173622131348j,
1.679675e+02,-133657331.0100035071372986-2430266806.7181921005249023j,
1.706995e+02,-138033758.6479966044425964-2469611922.5582423210144043j,
1.734759e+02,-142553255.0786458551883698-2509587911.4472017288208008j,
1.762975e+02,-147220481.2346961498260498-2550204585.8343534469604492j,
1.791650e+02,-152040251.9285662770271301-2591471895.0754604339599609j,
1.820792e+02,-157017533.9327927231788635-2633399927.7702503204345703j,
1.850407e+02,-162157455.1463807523250580-2675998912.1704845428466797j,
1.880504e+02,-167465312.6850200295448303-2719279216.6614007949829102j,
1.911091e+02,-172946569.2836500704288483-2763251352.4402737617492676j,
1.942175e+02,-178606869.2867978215217590-2807925972.5677080154418945j,
1.973764e+02,-184452035.9226440787315369-2853313874.4060521125793457j,
2.005868e+02,-190488081.7577207088470459-2899425999.7790918350219727j,
2.038493e+02,-196721212.2119094729423523-2946273436.0065193176269531j,
2.071650e+02,-203157832.9792342782020569-2993867416.6915078163146973j,
2.105345e+02,-209804556.1472383439540863-3042219322.3209600448608398j,
2.139589e+02,-216668206.0069519877433777-3091340681.1147165298461914j,
2.174389e+02,-223755827.6586827635765076-3141243169.0331287384033203j,
2.209756e+02,-231074692.0437017083168030-3191938611.0291156768798828j,
2.245698e+02,-238632302.2223516106605530-3243438981.0947074890136719j,
2.282224e+02,-246436403.2557065784931183-3295756402.5257754325866699j,
2.319345e+02,-254494988.9345389604568481-3348903147.9200696945190430j,
2.357069e+02,-262816308.6475028991699219-3402891639.7243847846984863j,
2.395407e+02,-271408876.1638641953468323-3457734449.9629678726196289j,
2.434369e+02,-280281476.9695807695388794-3513444300.3145761489868164j,
2.473964e+02,-289443179.0688729286193848-3570034061.3814725875854492j,
2.514203e+02,-298903337.1715625524520874-3627516753.1441264152526855j,
2.555097e+02,-308671607.3429009914398193-3685905543.5224604606628418j,
2.596656e+02,-318757953.6712790727615356-3745213748.0521411895751953j,
2.638891e+02,-329172654.4362229704856873-3805454829.5957465171813965j,
2.681813e+02,-339926319.1669704914093018-3866642396.2029504776000977j,
2.725433e+02,-351029890.7274015545845032-3928790201.2074098587036133j,
2.769762e+02,-362494662.0414450168609619-3991912140.8178534507751465j,
2.814812e+02,-374332283.5731140375137329-4056022253.0475564002990723j,
2.860596e+02,-386554774.7473304271697998-4121134715.7960839271545410j,
2.907123e+02,-399174535.7769353389739990-4187263844.9104714393615723j,
2.954408e+02,-412204358.7100472450256348-4254424091.8071737289428711j,
3.002462e+02,-425657439.3312069177627563-4322630041.1521644592285156j,
3.051297e+02,-439547389.6976575851440430-4391896407.9257392883300781j,
3.100927e+02,-453888250.6195483207702637-4462238034.4079074859619141j,
3.151363e+02,-468694503.5607273578643799-4533669887.1795902252197266j,
3.202621e+02,-483981086.4083982706069946-4606207052.6264057159423828j,
3.254712e+02,-499763403.9004289507865906-4679864734.0217323303222656j,
3.307650e+02,-516057343.3524343967437744-4754658246.3867712020874023j,
3.361449e+02,-532879290.4398193359375000-4830603012.3022823333740234j,
3.416123e+02,-550246138.8517720699310303-4907714556.6358995437622070j,
3.471687e+02,-568175311.2867424488067627-4986008500.9365062713623047j,
3.528154e+02,-586684771.5187948942184448-5065500557.7701091766357422j,
3.585540e+02,-605793040.2924439907073975-5146206524.5013809204101562j,
3.643859e+02,-625519213.7063660621643066-5228142275.8247966766357422j,
3.703127e+02,-645882976.5027248859405518-5311323757.5419540405273438j,
3.763358e+02,-666904622.4714465141296387-5395766977.6385440826416016j,
3.824570e+02,-688605069.1631278991699219-5481487998.8176136016845703j,
3.886777e+02,-711005877.8280034065246582-5568502928.8506088256835938j,
3.949995e+02,-734129270.0773955583572388-5656827911.6547384262084961j,
4.014242e+02,-757998147.7213485240936279-5746479116.7027750015258789j,
4.079535e+02,-782636111.0165678262710571-5837472728.5029697418212891j,
4.145888e+02,-808067479.1370350122451782-5929824934.7311630249023438j,
4.213322e+02,-834317308.3715522289276123-6023551914.6794996261596680j,
4.281852e+02,-861411414.6237177848815918-6118669825.5453987121582031j,
4.351497e+02,-889376393.0594700574874878-6215194788.9478893280029297j,
4.422274e+02,-918239638.4565348625183105-6313142876.4891204833984375j,
4.494203e+02,-948029369.4597556591033936-6412530093.7900915145874023j,
4.567301e+02,-978774647.4374444484710693-6513372364.8231792449951172j,
4.641589e+02,-1010505400.4702899456024170-6615685514.1286163330078125j,
4.717085e+02,-1043252447.0504510402679443-6719485248.1182212829589844j,
4.793808e+02,-1077047517.1308073997497559-6824787136.6143894195556641j,
4.871780e+02,-1111923277.7944800853729248-6931606591.4563293457031250j,
4.951020e+02,-1147913356.1287109851837158-7039958845.3276081085205078j,
5.031549e+02,-1185052363.1603002548217773-7149858929.2243270874023438j,
5.113388e+02,-1223375919.5832505226135254-7261321648.0006160736083984j,
5.196557e+02,-1262920680.7027139663696289-7374361554.8461074829101562j,
5.281080e+02,-1303724360.4101753234863281-7488992925.4403572082519531j,
5.366977e+02,-1345825758.2770423889160156-7605229729.0498008728027344j,
5.454271e+02,-1389264784.5222182273864746-7723085599.4485044479370117j,
5.542986e+02,-1434082487.2638516426086426-7842573803.3107023239135742j,
5.633143e+02,-1480321076.3883585929870605-7963707208.5977077484130859j,
5.724766e+02,-1528023953.1287736892700195-8086498248.9684877395629883j,
5.817880e+02,-1577235734.5687036514282227-8210958888.5527000427246094j,
5.912508e+02,-1628002280.8025906085968018-8337100584.0156011581420898j,
6.008676e+02,-1680370722.6595613956451416-8464934244.4823722839355469j,
6.106408e+02,-1734389486.5145621299743652-8594470190.4999923706054688j,
6.205729e+02,-1790108323.4678168296813965-8725718109.9321384429931641j,
6.306666e+02,-1847578334.4586877822875977-8858687012.3703842163085938j,
6.409244e+02,-1906851997.3572349548339844-8993385181.2964096069335938j,
6.513491e+02,-1967983192.8299751281738281-9129820124.0322608947753906j,
6.619433e+02,-2031027230.8319513797760010-9267998519.5008239746093750j,
6.727099e+02,-2096040876.1653056144714355-9407926162.6552238464355469j,
6.836516e+02,-2163082373.0403923988342285-9549607908.3019256591796875j,
6.947713e+02,-2232211471.4523010253906250-9693047610.2280578613281250j,
7.060718e+02,-2303489449.3080534934997559-9838248058.9517250061035156j,
7.175561e+02,-2376979137.0067558288574219-9985210917.0608596801757812j,
7.292272e+02,-2452744939.3131713867187500-10133936650.3417358398437500j,
7.410882e+02,-2530852857.3328790664672852-10284424457.3113250732421875j,
7.531420e+02,-2611370508.7823133468627930-10436672194.9035034179687500j,
7.653919e+02,-2694367147.5966782569885254-10590676301.8210105895996094j,
7.778411e+02,-2779913681.3170862197875977-10746431717.8710098266601562j,
7.904928e+02,-2868082687.7447929382324219-10903931801.0516414642333984j,
8.033502e+02,-2958948429.9552087783813477-11063168240.3572883605957031j,
8.164168e+02,-3052586869.1837282180786133-11224130965.5806045532226562j,
8.296959e+02,-3149075675.7431573867797852-11386808053.8978672027587891j,
8.431909e+02,-3248494237.0979099273681641-11551185632.8635330200195312j,
8.569055e+02,-3350923665.1271686553955078-11717247778.9907588958740234j,
8.708431e+02,-3456446800.0752305984497070-11884976413.2548103332519531j,
8.850075e+02,-3565148209.8751001358032227-12054351193.5693511962890625j,
8.994022e+02,-3677114189.8052434921264648-12225349401.4598007202148438j,
9.140311e+02,-3792432755.3242168426513672-12397945827.3958587646484375j,
9.288979e+02,-3911193633.9316048622131348-12572112649.9524021148681641j,
9.440065e+02,-4033488251.7353057861328125-12747819312.4090824127197266j,
9.593608e+02,-4159409716.4526224136352539-12925032394.7251739501953125j,
9.749649e+02,-4289052795.4763984680175781-13103715482.0896034240722656j,
9.908228e+02,-4422513888.8220405578613281-13283829029.1777420043945312j,
1.006939e+03,-4559890999.0235471725463867-13465330219.8976631164550781j,
1.023317e+03,-4701283692.3829250335693359-13648172824.5716209411621094j,
1.039961e+03,-4846793056.2572603225708008-13832307051.8996658325195312j,
1.056876e+03,-4996521650.3525447845458984-14017679397.2904319763183594j,
1.074066e+03,-5150573450.0903511047363281-14204232488.6035556793212891j,
1.091536e+03,-5309053783.9930324554443359-14391904926.2481250762939453j,
1.109290e+03,-5472069262.6658477783203125-14580631121.6503067016601562j,
1.127333e+03,-5639727700.8496799468994141-14770341130.9681243896484375j,
1.145669e+03,-5812138030.1221294403076172-14960960486.0227813720703125j,
1.164303e+03,-5989410203.2328710556030273-15152410022.4636001586914062j,
1.183241e+03,-6171655089.0899591445922852-15344605704.7132854461669922j,
1.202486e+03,-6358984357.3148708343505859-15537458448.3869857788085938j,
1.222045e+03,-6551510353.3700408935546875-15730873940.7264728546142578j,
1.241921e+03,-6749345962.7126188278198242-15924752458.6204223632812500j,
1.262121e+03,-6952604461.2439279556274414-16118988685.3992118835449219j,
1.282650e+03,-7161399357.8530216217041016-16313471526.7489509582519531j,
1.303512e+03,-7375844221.0648460388183594-16508083925.0682868957519531j,
1.324714e+03,-7596052494.1156272888183594-16702702674.3921756744384766j,
1.346261e+03,-7822137296.2930946350097656-16897198235.1580581665039062j,
1.368158e+03,-8054211209.8901071548461914-17091434550.4129428863525391j,
1.390411e+03,-8292386052.7228784561157227-17285268863.1166687011718750j,
1.413026e+03,-8536772635.2447366714477539-17478551536.2659339904785156j,
1.436009e+03,-8787480502.3612670898437500-17671125875.3076019287109375j,
1.459366e+03,-9044617658.1809310913085938-17862827955.8422775268554688j,
1.483103e+03,-9308290275.3054580688476562-18053486454.3908233642578125j,
1.507225e+03,-9578602385.4122428894042969-18242922486.7449111938476562j,
1.531740e+03,-9855655553.6970691680908203-18430949451.7432174682617188j,
1.556654e+03,-10139548534.3636207580566406-18617372883.7724609375000000j,
1.581973e+03,-10430376908.1259994506835938-18801990314.0760002136230469j,
1.607704e+03,-10728232700.8970069885253906-18984591142.6777572631835938j,
1.633854e+03,-11033203983.7175502777099609-19164956521.5769042968750000j,
1.660429e+03,-11345374453.5422401428222656-19342859251.5257568359375000j,
1.687436e+03,-11664822994.5511054992675781-19518063692.7481155395507812j,
1.714882e+03,-11991623220.5046348571777344-19690325692.5333061218261719j,
1.742775e+03,-12325842997.6665420532226562-19859392529.8152999877929688j,
1.771121e+03,-12667543948.6657428741455078-20025002879.7425422668457031j,
1.799929e+03,-13016780937.1033458709716797-20186886799.1145629882812500j,
1.829205e+03,-13373601534.8521614074707031-20344765734.2098464965820312j,
1.858957e+03,-13738045469.4467048645019531-20498352555.0893516540527344j,
1.889193e+03,-14110144055.5238876342773438-20647351614.9305572509765625j,
1.919921e+03,-14489919608.9020156860351562-20791458839.2981262207031250j,
1.951148e+03,-14877384844.9968528747558594-20930361845.5836486816406250j,
1.982884e+03,-15272542262.3567657470703125-21063740095.6646118164062500j,
2.015136e+03,-15675383513.0365428924560547-21191265083.1162986755371094j,
2.047912e+03,-16085888760.3209419250488281-21312600558.2850418090820312j,
2.081222e+03,-16504026026.6310081481933594-21427402791.1812896728515625j,
2.115073e+03,-16929750532.1469039916992188-21535320877.0763778686523438j,
2.149475e+03,-17363004027.3355407714843750-21635997084.0783233642578125j,
2.184436e+03,-17803714120.8179969787597656-21729067246.5214843750000000j,
2.219966e+03,-18251793605.3119049072265625-21814161205.9526977539062500j,
2.256074e+03,-18707139784.5058975219726562-21890903300.4875183105468750j,
2.292769e+03,-19169633803.7397689819335938-21958912905.2902069091796875j,
2.330061e+03,-19639139987.2270202636718750-22017805025.7614021301269531j,
2.367960e+03,-20115505186.1868553161621094-22067190944.1125717163085938j,
2.406475e+03,-20598558140.4725646972656250-22106678921.9550209045410156j,
2.445617e+03,-21088108858.5108108520507812-22135874958.2825698852539062j,
2.485395e+03,-21583948018.9543609619140625-22154383605.7517700195312500j,
2.525820e+03,-22085846398.9300460815429688-22161808843.8268547058105469j,
2.566903e+03,-22593554333.2222213745117188-22157755010.6590423583984375j,
2.608654e+03,-23106801209.1033477783203125-22141827793.2220611572265625j,
2.651084e+03,-23625295001.9327774047851562-22113635274.8929023742675781j,
2.694204e+03,-24148721856.5224609375000000-22072789040.6583557128906250j,
2.738025e+03,-24676745719.5248107910156250-22018905337.8328018188476562j,
2.782559e+03,-25209008028.3224296569824219-21951606292.1015663146972656j,
2.827818e+03,-25745127461.6602630615234375-21870521175.3878059387207031j,
2.873813e+03,-26284699757.7255630493164062-21775287723.9943504333496094j,
2.920556e+03,-26827297605.0181732177734375-21665553503.9552917480468750j,
2.968059e+03,-27372470611.6117248535156250-21540977320.1469802856445312j,
3.016334e+03,-27919745357.9750137329101562-21401230664.3456382751464844j,
3.065395e+03,-28468625538.7941360473632812-21245999198.6825485229492188j,
3.115254e+03,-29018592198.8254623413085938-21074984268.9841537475585938j,
3.165924e+03,-29569104067.5640563964843750-20887904441.8723068237304688j,
3.217418e+03,-30119597996.9233741760253906-20684497059.3880500793457031j,
3.269750e+03,-30669489506.9777221679687500-20464519805.5410308837890625j,
3.322933e+03,-31218173442.3568725585937500-20227752274.8618850708007812j,
3.376980e+03,-31765024743.3331680297851562-19973997537.7352981567382812j,
3.431907e+03,-32309399334.0987434387207031-19703083692.4952774047851562j,
3.487727e+03,-32850635130.0327186584472656-19414865395.3479537963867188j,
3.544456e+03,-33388053165.7526779174804688-19109225359.7466583251953125j,
3.602107e+03,-33920958844.2927055358886719-18786075814.6121520996093750j,
3.660695e+03,-34448643307.6543350219726562-18445359912.1731262207031250j,
3.720237e+03,-34970384927.0689849853515625-18087053074.2010955810546875j,
3.780747e+03,-35485450911.8969802856445312-17711164267.3872451782226562j,
3.842241e+03,-35993099033.8174743652343750-17317737195.8245582580566406j,
3.904735e+03,-36492579462.6904525756835938-16906851401.9907951354980469j,
3.968246e+03,-36983136709.2973327636718750-16478623263.8249397277832031j,
4.032790e+03,-37464011669.0183715820312500-16033206878.6725082397460938j,
4.098384e+03,-37934443760.1615982055664062-15570794824.2468872070312500j,
4.165044e+03,-38393673148.1564025878906250-15091618786.0132102966308594j,
4.232789e+03,-38840943047.8359756469726562-14595950043.0062580108642578j,
4.301636e+03,-39275502093.1524200439453125-14084099802.6819496154785156j,
4.371602e+03,-39696606764.1069488525390625-13556419377.5115222930908203j,
4.442707e+03,-40103523858.8215026855468750-13013300195.9752616882324219j,
4.514968e+03,-40495532998.8219985961914062-12455173642.2068347930908203j,
4.588404e+03,-40871929153.7981719970703125-11882510719.0132217407226562j,
4.663035e+03,-41232025172.4023895263671875-11295821530.3949928283691406j,
4.738880e+03,-41575154304.2775573730468750-10695654580.7408905029296875j,
4.815958e+03,-41900672699.1207427978515625-10082595889.5185585021972656j,
4.894290e+03,-42207961866.8014907836914062-9457267920.8448429107666016j,
4.973896e+03,-42496431083.5884475708007812-8820328329.4139003753662109j,
5.054797e+03,-42765519729.5286560058593750-8172468525.6592254638671875j,
5.137014e+03,-43014699540.8520355224609375-7514412063.7244567871093750j,
5.220568e+03,-43243476762.6946716308593750-6846912858.0505409240722656j,
5.305481e+03,-43451394187.7397308349609375-6170753235.5554962158203125j,
5.391775e+03,-43638033065.8977508544921875-5486741831.4941043853759766j,
5.479472e+03,-43803014872.8927536010742188-4795711339.1047220230102539j,
5.568596e+03,-43946002923.1568527221679688-4098516123.4300508499145508j,
5.659170e+03,-44066703817.4802703857421875-3396029712.0971674919128418j,
5.751217e+03,-44164868713.0615005493164062-2689142175.9022245407104492j,
5.844761e+03,-44240294407.9874572753906250-1978757413.8004355430603027j,
5.939827e+03,-44292824230.6397094726562500-1265790357.3241214752197266j,
6.036439e+03,-44322348729.1733245849609375-551164110.4235734939575195j,
6.134622e+03,-44328806153.8441619873046875+164192958.6681473255157471j,
6.234402e+03,-44312182730.2113342285156250+879350156.6148110628128052j,
6.335805e+03,-44272512720.3297500610351562+1593377417.9386563301086426j,
6.438857e+03,-44209878271.4858703613281250+2305348254.1814584732055664j,
6.543586e+03,-44124409053.8108825683593750+3014342682.0858821868896484j,
6.650018e+03,-44016281689.7432556152343750+3719450113.4895329475402832j,
6.758181e+03,-43885718978.9289169311523438+4419772189.9981422424316406j,
6.868104e+03,-43732988925.0620269775390625+5114425546.4793739318847656j,
6.979814e+03,-43558403571.8036422729492188+5802544487.2955226898193359j,
7.093341e+03,-43362317655.8922348022460938+6483283560.7209882736206055j,
7.208715e+03,-43145127088.2590942382812500+7155820017.6365690231323242j,
7.325965e+03,-42907267273.3271865844726562+7819356141.5182952880859375j,
7.445123e+03,-42649211279.1854095458984375+8473121438.1947803497314453j,
7.566219e+03,-42371467871.1140975952148438+9116374674.7209892272949219j,
7.689284e+03,-42074579423.1423797607421875+9748405758.6479835510253906j,
7.814351e+03,-41759119720.6393890380859375+10368537449.3524093627929688j,
7.941452e+03,-41425691670.1744232177734375+10976126895.6655426025390625j,
8.070620e+03,-41074924931.0556182861328125+11570566994.5710792541503906j,
8.201889e+03,-40707473483.9709167480468750+12151287567.5666313171386719j,
8.335294e+03,-40324013152.5296173095703125+12717756352.6995410919189453j,
8.470868e+03,-39925239092.3345718383789062+13269479811.5477905273437500j,
8.608648e+03,-39511863263.4411315917968750+13806003752.0783729553222656j,
8.748668e+03,-39084611900.1397399902343750+14326913769.1167564392089844j,
8.890966e+03,-38644222992.6411437988281250+14831835505.8830127716064453j,
9.035578e+03,-38191443794.1667861938476562+15320434740.9681434631347656j,
9.182543e+03,-37727028366.3928222656250000+15792417306.3127098083496094j,
9.331898e+03,-37251735175.1147689819335938+16247528842.4081974029541016j,
9.483682e+03,-36766324747.8706665039062500+16685554398.5306644439697266j,
9.637935e+03,-36271557403.3705596923828125+17106317885.6315822601318359j,
9.794697e+03,-35768191062.5071105957031250+17509681391.0458679199218750j,
