Frequency,Response,
6.022541e-01,-1611.1913968847038632-8733346.4251301251351833j,
6.120498e-01,-1786.6092792140348138-8875367.8174779061228037j,
6.220049e-01,-1660.4324127535426214-9019758.1798955164849758j,
6.321218e-01,-1912.9841604642090260-9166420.5086694713681936j,
6.424034e-01,-1865.5303454403574506-9315530.5644631162285805j,
6.528521e-01,-1958.7279237079030736-9467035.7353955209255219j,
6.634708e-01,-2020.0160501776126694-9621012.0210039336234331j,
6.742622e-01,-1989.8288172433490217-9777514.8943123631179333j,
6.852292e-01,-2118.3366285973415870-9936524.3978234753012657j,
6.963745e-01,-2243.3971855572312961-10098119.7780050039291382j,
7.077011e-01,-2354.0034569024646771-10262346.0281911995261908j,
7.192119e-01,-2332.2932002824627489-10429280.8436752613633871j,
7.309099e-01,-2499.6809493555210793-10598874.4384883027523756j,
7.427982e-01,-2420.1425902610221783-10771303.5114816762506962j,
7.548799e-01,-2637.6153828354554207-10946439.0783656425774097j,
7.671581e-01,-2590.9467660961104230-11124513.6666543073952198j,
7.796360e-01,-2927.8115745034451720-11305339.4975952394306660j,
7.923169e-01,-2682.5479677775501841-11489334.7064905688166618j,
8.052040e-01,-2897.4861533782518563-11676132.7008434720337391j,
8.183007e-01,-2990.3344786147549712-11866017.2285214383155107j,
8.316104e-01,-3031.7318216406465581-12059013.1596010290086269j,
8.451366e-01,-3055.5418224729737631-12255157.9308312758803368j,
8.588829e-01,-3066.2396972935084705-12454502.8869022913277149j,
8.728527e-01,-3003.6085082383274312-12657145.3063796572387218j,
8.870497e-01,-3217.2462522847554283-12862881.6670809984207153j,
9.014776e-01,-3429.9344310537921956-13071928.7144478522241116j,
9.161402e-01,-3230.6439653802826797-13284763.2646256778389215j,
9.310413e-01,-3413.1254393859139782-13500651.4321268517524004j,
9.461848e-01,-3274.3852125988178159-13720486.2506396621465683j,
9.615746e-01,-3327.8879544539054223-13943637.6819607391953468j,
9.772147e-01,-3297.6731678010219184-14170707.7593707554042339j,
9.931092e-01,-3400.4491213050218903-14401111.8021531589329243j,
1.009262e+00,-3504.4281701776153568-14635847.7141508627682924j,
1.025678e+00,-3741.0527948532831033-14874236.4077542647719383j,
1.042361e+00,-4010.6730785330560138-15116274.8581878319382668j,
1.059315e+00,-4284.6083356586323134-15362176.9093573093414307j,
1.076545e+00,-4598.8493466568634176-15612107.6598926112055779j,
1.094055e+00,-4909.7062187746596464-15866064.1673940718173981j,
1.111850e+00,-4888.1709127018748404-16123807.6330458074808121j,
1.129934e+00,-5501.9283325129754303-16386365.1389883421361446j,
1.148312e+00,-5646.1577953568084922-16652760.1848056614398956j,
1.166990e+00,-6055.0693317595250846-16923686.4766917638480663j,
1.185971e+00,-6323.0393066916312819-17198915.1030708923935890j,
1.205261e+00,-6468.4457173987830174-17478555.0739785954356194j,
1.224865e+00,-6830.4991986243603606-17762864.2643641829490662j,
1.244787e+00,-7118.2161457671463722-18051755.5365209504961967j,
1.265034e+00,-7326.6266536693819944-18345310.6238233968615532j,
1.285610e+00,-7620.0758235628891271-18643678.4425607323646545j,
1.306520e+00,-7935.0091623948683264-18946906.2134091891348362j,
1.327771e+00,-8217.7882068297349178-19255052.0957035385072231j,
1.349367e+00,-8634.0628897839087585-19568254.0487833619117737j,
1.371315e+00,-8802.2812906571161875-19886466.4900712072849274j,
1.393619e+00,-9183.5425331583337538-20209922.3381851017475128j,
1.416287e+00,-9374.7491694554628339-20538581.7132228687405586j,
1.439323e+00,-9901.2587668190535624-20872679.9984981492161751j,
1.462733e+00,-10094.1770402970014402-21212119.3440214097499847j,
1.486525e+00,-10407.4726556660789356-21557111.7939064912497997j,
1.510703e+00,-10730.1502080966474750-21907717.0195404663681984j,
1.535275e+00,-11117.7521279567226884-22264038.7200080193579197j,
1.560246e+00,-11463.8765969589694578-22626144.7787461653351784j,
1.585624e+00,-11872.4182628885282611-22994152.4272463098168373j,
1.611414e+00,-12282.6339886818077503-23368143.8472892940044403j,
1.637624e+00,-12675.0577849721230450-23748212.7925364598631859j,
1.664260e+00,-13121.4571802924510848-24134472.1305484995245934j,
1.691330e+00,-13415.0919226562946278-24526984.0596491247415543j,
1.718839e+00,-14063.5462160492224939-24925942.5969922915101051j,
1.746796e+00,-14420.6792588052703650-25331335.8920039869844913j,
1.775208e+00,-14962.2892718810871884-25743352.7803516648709774j,
1.804082e+00,-15408.9579674098840769-26162053.1579366624355316j,
1.833425e+00,-15843.9237793431093451-26587560.3537289947271347j,
1.863246e+00,-16399.9588194963362184-27020005.4587133824825287j,
1.893552e+00,-16942.9035741975530982-27459479.8621100522577763j,
1.924351e+00,-17610.5245169812842505-27906117.7398290373384953j,
1.955651e+00,-18120.8567742716477369-28359995.3284291774034500j,
1.987460e+00,-18701.0705037489060487-28821263.0870325639843941j,
2.019786e+00,-19333.0190799146366771-29290037.9331061840057373j,
2.052638e+00,-19933.1162180603751040-29766431.0355322882533073j,
2.086024e+00,-20625.7325944187468849-30250582.0394076108932495j,
2.119953e+00,-21289.1486662412207806-30742601.6732464507222176j,
2.154435e+00,-22011.4624078432971146-31242628.6543762609362602j,
2.189477e+00,-22694.6380948228943453-31750781.5704908557236195j,
2.225089e+00,-23433.4156331573394709-32267203.6664387919008732j,
2.261280e+00,-24275.9160417438542936-32792034.1939322575926781j,
2.298060e+00,-25041.2746645433362573-33325390.0083866752684116j,
2.335438e+00,-25863.7894619326471002-33867424.4638406485319138j,
2.373424e+00,-26705.1839049668124062-34418274.4896268099546432j,
2.412028e+00,-27597.9874963639340422-34978086.6133137345314026j,
2.451260e+00,-28495.9580605649898644-35547001.9173444062471390j,
2.491130e+00,-29492.8328152719259379-36125177.3366216048598289j,
2.531648e+00,-30397.6864293413818814-36712745.3596911430358887j,
2.572826e+00,-31421.3990244803389942-37309878.4566150009632111j,
2.614673e+00,-32458.0584202657955757-37916722.2225097566843033j,
2.657201e+00,-33514.8219745149472146-38533435.2370210587978363j,
2.700421e+00,-34558.1820343495564885-39160175.2518172860145569j,
2.744343e+00,-35734.3388998665250256-39797117.4839093387126923j,
2.788980e+00,-36925.8278189720585942-40444417.7991521805524826j,
2.834343e+00,-38055.1608782844996313-41102238.5836205482482910j,
2.880444e+00,-39366.9077056590249413-41770770.2180222421884537j,
2.927295e+00,-40659.6800351451311144-42450170.8823273181915283j,
2.974908e+00,-41955.0696622205359745-43140619.2039925754070282j,
3.023295e+00,-43332.9123232653364539-43842300.6989435628056526j,
3.072469e+00,-44799.7772403436538298-44555398.2021214738488197j,
3.122443e+00,-46251.2689155569532886-45280089.9091639220714569j,
3.173230e+00,-47763.1860837209387682-46016569.7040562108159065j,
3.224842e+00,-49291.3630362155381590-46765026.2563196867704391j,
3.277295e+00,-50954.0297141291230218-47525662.0043418332934380j,
3.330600e+00,-52606.7626441977336071-48298665.4506403058767319j,
3.384773e+00,-54320.4809235615539365-49084242.2417768388986588j,
3.439826e+00,-56134.5207538953472977-49882599.3392774686217308j,
3.495776e+00,-57975.7884858895995421-50693939.7401532307267189j,
3.552635e+00,-59877.3757893992587924-51518476.6759487986564636j,
3.610419e+00,-61831.7383616129955044-52356424.1679896786808968j,
3.669142e+00,-63864.6551492344151484-53208001.7558784261345863j,
3.728821e+00,-66002.0087604480213486-54073432.3499011769890785j,
3.789471e+00,-68112.2531085225637071-54952933.9962030500173569j,
3.851107e+00,-70362.8879038409941131-55846744.5373407006263733j,
3.913746e+00,-72686.2320273839723086-56755092.8565149083733559j,
3.977403e+00,-75069.4546594241692219-57678214.6523781344294548j,
4.042096e+00,-77533.2883039270527661-58616351.2004186511039734j,
4.107841e+00,-80061.0320194385276409-59569745.6861925795674324j,
4.174655e+00,-82694.4622139490675181-60538648.1848592013120651j,
4.242556e+00,-85384.8330496627022512-61523308.6227502971887589j,
4.311562e+00,-88182.5622883337782696-62523985.3992882892489433j,
4.381690e+00,-91075.4565375953679904-63540938.3224432542920113j,
4.452959e+00,-94076.5751444179186365-64574432.5397139936685562j,
4.525386e+00,-97145.1844494753167965-65624735.2020607441663742j,
4.598992e+00,-100361.5021718350908486-66692122.9504358321428299j,
4.673795e+00,-103632.3007835517928470-67776869.6216449737548828j,
4.749815e+00,-107034.7115336844290141-68879260.6420517563819885j,
4.827071e+00,-110577.0645687341893790-69999583.0870616734027863j,
4.905584e+00,-114191.9191335786017589-71138125.8212564587593079j,
4.985373e+00,-117917.0777985463209916-72295186.5669794380664825j,
5.066461e+00,-121802.4070335627766326-73471068.4334543198347092j,
5.148867e+00,-125786.9932018332474399-74666074.5553341507911682j,
5.232614e+00,-129909.0529887159063946-75880517.6892534792423248j,
5.317723e+00,-134179.2187368777813390-77114714.0892660021781921j,
5.404216e+00,-138576.8767005489207804-78368984.1391636580228806j,
5.492116e+00,-143114.8575309017905965-79643654.6517349034547806j,
5.581446e+00,-147803.7851383210509084-80939057.5483159869909286j,
5.672229e+00,-152661.3980014314292930-82255530.4911914467811584j,
5.764488e+00,-157645.1142281772335991-83593414.6589179635047913j,
5.858248e+00,-162817.7302867888356559-84953060.0969651341438293j,
5.953533e+00,-168163.4665238844754640-86334820.0412003397941589j,
6.050368e+00,-173682.8121042168932036-87739054.0183994472026825j,
6.148778e+00,-179383.4897051193693187-89166127.6156743168830872j,
6.248788e+00,-185271.5099923574016429-90616412.3399075418710709j,
6.350425e+00,-191328.0329519268125296-92090284.9215302914381027j,
6.453715e+00,-197609.1463234125985764-93588130.4007250219583511j,
6.558686e+00,-204106.1662953221239150-95110338.3433938324451447j,
6.665363e+00,-210775.0596821347717196-96657303.5807834565639496j,
6.773776e+00,-217698.8786370403831825-98229430.6990482211112976j,
6.883952e+00,-224846.7118845946970396-99827127.9828770458698273j,
6.995920e+00,-232208.2850964245444629-101450810.9123997390270233j,
7.109709e+00,-239844.4308512766729109-103100903.3521074354648590j,
7.225349e+00,-247683.4162713183904998-104777832.9196370691061020j,
7.342870e+00,-255825.3766316978144459-106482038.3009723275899887j,
7.462303e+00,-264193.7401636223075911-108213961.1715148538351059j,
7.583678e+00,-272877.0145155520294793-109974053.9829410314559937j,
7.707027e+00,-281825.5540577302454039-111762773.7000650763511658j,
7.832383e+00,-291050.8630610720720142-113580585.9795908629894257j,
7.959777e+00,-300603.2536547823110595-115427964.7083082795143127j,
8.089243e+00,-310454.7249818706186488-117305390.0953604578971863j,
8.220816e+00,-320652.3954205544432625-119213351.3934688568115234j,
8.354528e+00,-331159.0362168217543513-121152344.4347048699855804j,
8.490415e+00,-342020.8785153795033693-123122874.5315124988555908j,
8.628513e+00,-353235.6486181336222216-125125454.2179715335369110j,
8.768856e+00,-364823.8850375000620261-127160605.0431312620639801j,
8.911482e+00,-376786.3387631388613954-129228856.4643232226371765j,
9.056428e+00,-389142.9066280352999456-131330746.9174565076828003j,
9.203732e+00,-401890.5291896177805029-133466823.2892582267522812j,
9.353432e+00,-415078.8908630041405559-135637642.0056370496749878j,
9.505566e+00,-428711.3898815273423679-137843767.9310178756713867j,
9.660175e+00,-442749.0469173884484917-140085774.6447609663009644j,
9.817298e+00,-457274.1746932717505842-142364246.4675576686859131j,
9.976978e+00,-472270.4711453848867677-144679776.0618785619735718j,
1.013925e+01,-487755.3005572451511398-147032966.1125071644783020j,
1.030417e+01,-503756.7738565831677988-149424429.2040503025054932j,
1.047177e+01,-520271.8470978600671515-151854787.5567736029624939j,
1.064209e+01,-537336.8682564266491681-154324673.8918529152870178j,
1.081519e+01,-554961.3956538084894419-156834730.9496055841445923j,
1.099110e+01,-573163.5748815140686929-159385611.9077089130878448j,
1.116987e+01,-591952.6230978128733113-161977980.8611716032028198j,
1.135155e+01,-611369.7634103585733101-164612512.3551990985870361j,
1.153618e+01,-631420.2973146506119519-167289892.0973103046417236j,
1.172382e+01,-652132.3532324573025107-170010816.8543464541435242j,
1.191451e+01,-673513.6852374677546322-172775994.6972888112068176j,
1.210830e+01,-695603.9753397421445698-175586145.3596068620681763j,
1.230524e+01,-718414.3749364884570241-178442000.1044812798500061j,
1.250539e+01,-741962.6798249075654894-181344302.1518498659133911j,
1.270879e+01,-766305.7167149351444095-184293806.9050396382808685j,
1.291550e+01,-791436.2657745187170804-187291281.8274032473564148j,
1.312557e+01,-817390.9574623480439186-190337507.0162042677402496j,
1.333906e+01,-844191.3512779261218384-193433275.1222972273826599j,
