Frequency,Response,
3.277295e+00,45114.1194040132686496-24.1782984436003971j,
3.330600e+00,45114.1176452552899718-24.5867381595653569j,
3.384773e+00,45114.2586641926318407-27.3272104197890258j,
3.439826e+00,45114.1100526563823223-25.3739827048252664j,
3.495776e+00,45114.1073985844850540-25.7885173436425248j,
3.552635e+00,45114.1043728720396757-26.2155328652715980j,
3.610419e+00,45114.0092630684375763-25.0488345382027546j,
3.669142e+00,45113.9860568372532725-25.0988404697227452j,
3.728821e+00,45114.1754102939739823-28.9209238921057477j,
3.789471e+00,45114.0944295329973102-27.9717682741706994j,
3.851107e+00,45114.0912265917286277-28.4144086604296717j,
3.913746e+00,45114.0881429286673665-28.8623701278679619j,
3.977403e+00,45114.0856569129973650-29.3355256415666190j,
4.042096e+00,45113.9456212911754847-27.1349485528157857j,
4.107841e+00,45113.9720103573054075-28.1506139361699752j,
4.174655e+00,45113.9468878097832203-28.1250923035681808j,
4.242556e+00,45113.9782788101583719-29.2370328388574308j,
4.311562e+00,45114.0753289535641670-31.8178610949112226j,
4.381690e+00,45114.0730966497212648-32.3394422154460699j,
4.452959e+00,45114.0703300945460796-32.8519955837591624j,
4.525386e+00,45114.0263880798593163-32.4431458026256223j,
4.598992e+00,45114.0657378761097789-33.9229807020092267j,
4.673795e+00,45113.9212582958862185-31.1469745783169856j,
4.749815e+00,45114.1129127442836761-36.1899679992334313j,
4.827071e+00,45114.0932749165222049-36.4340884623188686j,
4.905584e+00,45114.0239768652245402-35.3506830178844211j,
4.985373e+00,45114.0128725850954652-35.6631069077720895j,
5.066461e+00,45114.0516395866870880-37.3816626143575377j,
5.148867e+00,45114.0408910382539034-37.7024837860517437j,
5.232614e+00,45114.0868688076734543-39.5411230418899322j,
5.317723e+00,45114.0360733652487397-38.9444176393144517j,
5.404216e+00,45114.0453263875097036-39.8703256512203552j,
5.492116e+00,45114.0202827956527472-39.8619982520981466j,
5.581446e+00,45114.0413066688925028-41.1803502488355662j,
5.672229e+00,45114.0391712514683604-41.8471497585387624j,
5.764488e+00,45114.0469654770568013-42.7832819639352238j,
5.858248e+00,45114.0353249795734882-43.2307718376287085j,
5.953533e+00,45114.0507773272693157-44.4886435264215834j,
6.050368e+00,45114.0308953421190381-44.6434493479373486j,
6.148778e+00,45114.0423456188291311-45.8199121498491877j,
6.248788e+00,45114.0472614625468850-46.7572362879109278j,
6.350425e+00,45114.0244299955666065-46.8617488040563330j,
6.453715e+00,45114.0395560199394822-48.2268659603932974j,
6.558686e+00,45114.0086051858961582-47.9923207019810434j,
6.665363e+00,45114.0059135248884559-48.7559600386284728j,
6.773776e+00,45114.0152154900133610-49.9799561269437618j,
6.883952e+00,45114.0127131221815944-50.7901073347529746j,
6.995920e+00,45114.0207508578896523-52.0223305429080938j,
7.109709e+00,45113.9854586245492101-51.5710389157729878j,
7.225349e+00,45113.9888851419091225-52.6874177372565100j,
7.342870e+00,45114.0112979765981436-54.5281687333472291j,
7.462303e+00,45114.0086881024762988-55.4180428501158531j,
7.583678e+00,45113.9975543878972530-55.9542051608705151j,
7.707027e+00,45113.9948486154899001-56.8641016601841329j,
7.832383e+00,45113.9853741545230150-57.4858675460582162j,
7.959777e+00,45113.9987718090415001-59.1282952414876490j,
8.089243e+00,45113.9803105844184756-59.4002795258684273j,
8.220816e+00,45113.9833279699087143-60.6558967939454305j,
8.354528e+00,45113.9748857235535979-61.3741001678081375j,
8.490415e+00,45113.9812272023409605-62.9203277701453771j,
8.628513e+00,45113.9813088867813349-64.0026750755014291j,
8.768856e+00,45113.9753426937386394-64.9466975873265255j,
8.911482e+00,45113.9673629030585289-65.7542240049415341j,
9.056428e+00,45113.9645570255815983-66.8238935999679597j,
9.203732e+00,45113.9565334022045135-67.6924506964542161j,
9.353432e+00,45113.9567340714856982-69.0171107638161629j,
9.505566e+00,45113.9563440047204494-70.3419719957828420j,
9.660175e+00,45113.9458729410544038-71.0786249461953048j,
9.817298e+00,45113.9483279157429934-72.6408032397685020j,
9.976978e+00,45113.9440664565190673-73.8116638882938787j,
1.013925e+01,45113.9369034497067332-74.8152972485086138j,
1.030417e+01,45113.9325625132769346-76.0305266883660806j,
1.047177e+01,45113.9281579814851284-77.2685065251998822j,
1.064209e+01,45113.9215419478714466-78.3764430262717724j,
1.081519e+01,45113.9188533863052726-79.8009337475841676j,
1.099110e+01,45113.9155597025528550-81.2514527412477037j,
1.116987e+01,45113.9090492632240057-82.4194971019442164j,
1.135155e+01,45113.9035457922145724-83.6963169687533082j,
1.153618e+01,45113.8985951086506248-85.1204902868339559j,
1.172382e+01,45113.8931184196844697-86.5039617194597668j,
1.191451e+01,45113.8875107681378722-87.9122639801498735j,
1.210830e+01,45113.8831214336678386-89.4735057725174556j,
1.230524e+01,45113.8770340671762824-90.9192039837216726j,
1.250539e+01,45113.8684232616797090-92.1546155323831044j,
1.270879e+01,45113.8632449526339769-93.7730915461816039j,
1.291550e+01,45113.8566987160593271-95.2978536092250579j,
1.312557e+01,45113.8502484140917659-96.8481466949160676j,
1.333906e+01,45113.8413036288693547-98.3249763963922305j,
1.355602e+01,45113.8372135572135448-100.1290125811538019j,
1.377651e+01,45113.8291980903595686-101.7534955086739501j,
1.400058e+01,45113.8219898324459791-103.4310386160286725j,
1.422830e+01,45113.8135303696617484-105.0772069373633713j,
1.445973e+01,45113.8041066378355026-106.6001995222941332j,
1.469492e+01,45113.7971627134829760-108.5175735372995405j,
1.493393e+01,45113.7873973818495870-110.0801881253300962j,
1.517683e+01,45113.7787410682067275-111.9833659950345464j,
1.542369e+01,45113.7695109974592924-113.8041608816329244j,
1.567455e+01,45113.7599947014823556-115.6561545205386210j,
1.592950e+01,45113.7501740381121635-117.5376660380316025j,
1.618860e+01,45113.7397490255534649-119.3854800140961743j,
1.645191e+01,45113.7295638518407941-121.3922602780457964j,
1.671950e+01,45113.7197605613619089-123.4351982174612203j,
1.699144e+01,45113.7076040990650654-125.3724205457383505j,
1.726781e+01,45113.6959004141390324-127.3496447294019163j,
1.754867e+01,45113.6842112941667438-129.4841430044161825j,
1.783410e+01,45113.6719442997127771-131.5894323707470903j,
1.812418e+01,45113.6591467279940844-133.6715504034509650j,
1.841897e+01,45113.6462182151153684-135.9050335749398073j,
1.871855e+01,45113.6328526912257075-138.2162183937325608j,
1.902301e+01,45113.6186968144029379-140.3088463052044972j,
1.933242e+01,45113.6043243939056993-142.5959454692147119j,
1.964687e+01,45113.5894840797409415-144.9159622982770088j,
1.996642e+01,45113.5744112469255924-147.3229350695728499j,
2.029118e+01,45113.5583263458684087-149.7665204247114161j,
2.062122e+01,45113.5419554207473993-152.1997148361497239j,
2.095662e+01,45113.5251168087124825-154.5876219794627104j,
2.129749e+01,45113.5076923239976168-157.1040104183375661j,
2.164389e+01,45113.4896413115784526-159.7002833573842508j,
2.199593e+01,45113.4716008547693491-162.3147122160426079j,
2.235370e+01,45113.4519266355782747-164.8987633944707341j,
2.271728e+01,45113.4319385876879096-167.6575906955549726j,
2.308678e+01,45113.4113574828952551-170.2817881441187637j,
