0,-0.005,0.0125,-0.0125,0.0004,-0.0046,0.0129,-0.0121,-0.0004,-0.0054,0.0121,-0.0129
2.4118e-11,1.0793e-10,2.2922e-10,2.8474e-10,2.9079e-11,9.7241e-11,2.4202e-10,2.7578e-10,2.5592e-11,1.1954e-10,2.1863e-10,2.9737e-10
113.22,12.66,174.7,4.9,135.03,14.47,174.5,5.28,81.1,11.28,174.3,3.78
