Frequency,Sum,Quantum Vacuum,HDa_DC Quantum,HDb_DC Quantum,INTERa_I Quantum,INTERa_Q Quantum,INTERb_I Quantum,INTERb_Q Quantum,REFL_I Quantum,REFL_Q Quantum,Op-amp,ADC,mdlSagnacSpeedmeter/Sensing/HDa_DC ADC Noise{1},mdlSagnacSpeedmeter/Sensing/HDb_DC ADC Noise{1},mdlSagnacSpeedmeter/Sensing/INTERa_I ADC Noise{1},mdlSagnacSpeedmeter/Sensing/INTERa_Q ADC Noise{1},mdlSagnacSpeedmeter/Sensing/INTERb_I ADC Noise{1},mdlSagnacSpeedmeter/Sensing/INTERb_Q ADC Noise{1},Current,mdlSagnacSpeedmeter/Sensing/HDb_DC Current Noise{1},mdlSagnacSpeedmeter/Sensing/INTERa_I Current Noise{1},mdlSagnacSpeedmeter/Sensing/INTERb_I Current Noise{1},Voltage,mdlSagnacSpeedmeter/Sensing/HDb_DC Voltage Noise{1},mdlSagnacSpeedmeter/Sensing/INTERa_I Voltage Noise{1},mdlSagnacSpeedmeter/Sensing/INTERb_I Voltage Noise{1},
1.31862140139474859368e-05,1.50435909384595867692e-14,4.55413211602108215215e-17,0.00000000000000000000e+00,4.55389116629042699217e-17,3.31253358977011094764e-19,0.00000000000000000000e+00,3.31253358976792260974e-19,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,1.50435116706563498925e-14,1.76331108019342474132e-17,0.00000000000000000000e+00,1.76313477553066416166e-17,1.76313477553065891350e-19,0.00000000000000000000e+00,1.76313477553066974685e-19,0.00000000000000000000e+00,1.65682490664805780723e-16,1.63635251398982815738e-16,1.83601771844002787518e-17,1.83601771844002787518e-17,1.50425992666646823442e-14,1.48567268805411697165e-14,1.66695217304911562636e-15,1.66695217304910379344e-15,
1.33698374182494531947e-05,1.48369947685529763201e-14,4.55413210897803153383e-17,0.00000000000000000000e+00,4.55389115924774985019e-17,3.31253358464536014372e-19,0.00000000000000000000e+00,3.31253358464315543541e-19,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,1.48369143969878797100e-14,1.76331107746543865233e-17,0.00000000000000000000e+00,1.76313477280295078434e-17,1.76313477280294483322e-19,0.00000000000000000000e+00,1.76313477280295590732e-19,0.00000000000000000000e+00,1.64540802483416995880e-16,1.62507670374390700917e-16,1.82336605125689734954e-17,1.82336605125687516283e-17,1.48360019933897401575e-14,1.46526824059860146512e-14,1.64405800645419260257e-15,1.64405800645417228940e-15,
1.35560178532936897880e-05,1.46332360802815896489e-14,4.55413211040088084335e-17,0.00000000000000000000e+00,4.55389116067052335511e-17,3.31253358568181186183e-19,0.00000000000000000000e+00,3.31253358567960667205e-19,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,1.46331545895863228290e-14,1.76331107801715287015e-17,0.00000000000000000000e+00,1.76313477335460984353e-17,1.76313477335460339167e-19,0.00000000000000000000e+00,1.76313477335461446576e-19,0.00000000000000000000e+00,1.63406981774353800526e-16,1.61387859608482501324e-16,1.81080156781015398788e-17,1.81080156781013950488e-17,1.46322421863854725610e-14,1.44514403368309409716e-14,1.62147827491681006878e-15,1.62147827491679389713e-15,
1.37447909267753667656e-05,1.44322758207525088752e-14,4.55413209437137885847e-17,0.00000000000000000000e+00,4.55389114464187001199e-17,3.31253357402264990531e-19,0.00000000000000000000e+00,3.31253357402046204889e-19,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,1.44321931953452798308e-14,1.76331107181080541391e-17,0.00000000000000000000e+00,1.76313476714888299896e-17,1.76313476714887770265e-19,0.00000000000000000000e+00,1.76313476714888829527e-19,0.00000000000000000000e+00,1.62280973396298749882e-16,1.60275764641289081874e-16,1.79832365704888663420e-17,1.79832365704887215121e-17,1.44312807925507497270e-14,1.42529621025305892568e-14,1.59920865075059134336e-15,1.59920865075057142463e-15,
1.39361927422414346800e-05,1.42340756870957955016e-14,4.55413210223227917138e-17,0.00000000000000000000e+00,4.55389115250235370774e-17,3.31253357974216976504e-19,0.00000000000000000000e+00,3.31253357973997372342e-19,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,1.42339919111771497171e-14,1.76331107485537771605e-17,0.00000000000000000000e+00,1.76313477019315085010e-17,1.76313477019314364712e-19,0.00000000000000000000e+00,1.76313477019315496196e-19,0.00000000000000000000e+00,1.61162724987658855076e-16,1.59171333758218291192e-16,1.78593173872582259114e-17,1.78593173872580810815e-17,1.42330795087897633482e-14,1.40572098732775572416e-14,1.57724488938132249761e-15,1.57724488938131066469e-15,
1.41302599059953363239e-05,1.40385976884616812012e-14,4.55413210764270880693e-17,0.00000000000000000000e+00,4.55389115791249799751e-17,3.31253358367278622555e-19,0.00000000000000000000e+00,3.31253358367058873948e-19,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,1.40385127460126935909e-14,1.76331107694770246096e-17,0.00000000000000000000e+00,1.76313477228526636197e-17,1.76313477228526040122e-19,0.00000000000000000000e+00,1.76313477228527123457e-19,0.00000000000000000000e+00,1.60052182138095721141e-16,1.58074513221247660598e-16,1.77362520989042391826e-17,1.77362520989041683084e-17,1.40376003440386372042e-14,1.38641461274407870963e-14,1.55558278081276301447e-15,1.55558278081275137878e-15,
1.43270295340982947751e-05,1.38458044172671447042e-14,4.55413210333983433563e-17,0.00000000000000000000e+00,4.55389115360985032373e-17,3.31253358054697303686e-19,0.00000000000000000000e+00,3.31253358054474280998e-19,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,1.38457182920460322434e-14,1.76331107528377941584e-17,0.00000000000000000000e+00,1.76313477062150971720e-17,1.76313477062150417052e-19,0.00000000000000000000e+00,1.76313477062151428166e-19,0.00000000000000000000e+00,1.58949291498446001866e-16,1.56985250340417472110e-16,1.76140347935165442620e-17,1.76140347935162607651e-17,1.38448058904930208985e-14,1.36737339194417435619e-14,1.53421817968284265640e-15,1.53421817968281208804e-15,
1.45265392594678120243e-05,1.36556590404547145011e-14,4.55413210206216131717e-17,0.00000000000000000000e+00,4.55389115233224571429e-17,3.31253357961654953997e-19,0.00000000000000000000e+00,3.31253357961435253539e-19,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,1.36555717159933526164e-14,1.76331107478850603875e-17,0.00000000000000000000e+00,1.76313477012628564392e-17,1.76313477012627993353e-19,0.00000000000000000000e+00,1.76313477012629004467e-19,0.00000000000000000000e+00,1.57854000784281381145e-16,1.55903493477346810109e-16,1.74926596771730932315e-17,1.74926596771729514831e-17,1.36546593148666306606e-14,1.34859368711209987194e-14,1.51314700429489688628e-15,1.51314700429488189792e-15,
1.47288272390750180427e-05,1.34681252037112622717e-14,4.55413210788478186906e-17,0.00000000000000000000e+00,4.55389115815455811739e-17,3.31253358385059770766e-19,0.00000000000000000000e+00,3.31253358384841033273e-19,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,1.34680366633121950583e-14,1.76331107704234604806e-17,0.00000000000000000000e+00,1.76313477237990039646e-17,1.76313477237989458015e-19,0.00000000000000000000e+00,1.76313477237990469129e-19,0.00000000000000000000e+00,1.56766257764959188727e-16,1.54829191046775690907e-16,1.73721209619129364778e-17,1.73721209619127269367e-17,1.34671242626162716206e-14,1.33007190771466623733e-14,1.49236522600447029935e-15,1.49236522600445905808e-15,
1.49339321612425338602e-05,1.32831669699146395328e-14,4.55413209690513660739e-17,0.00000000000000000000e+00,4.55389114717549340804e-17,3.31253357586412830312e-19,0.00000000000000000000e+00,3.31253357586194766894e-19,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,1.32830771966484370704e-14,1.76331107279101932284e-17,0.00000000000000000000e+00,1.76313476812899891657e-17,1.76313476812899259952e-19,0.00000000000000000000e+00,1.76313476812900343287e-19,0.00000000000000000000e+00,1.55686009610238371445e-16,1.53762290871254754174e-16,1.72524127933296261042e-17,1.72524127933295552300e-17,1.32821647963926932847e-14,1.31180450442257767485e-14,1.47186886239857082894e-15,1.47186886239855978489e-15,
1.51418932530435195068e-05,1.31007490553246532475e-14,4.55413209977452817068e-17,0.00000000000000000000e+00,4.55389115004473336213e-17,3.31253357795097643511e-19,0.00000000000000000000e+00,3.31253357794878087498e-19,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,1.31006580320256138861e-14,1.76331107390186767322e-17,0.00000000000000000000e+00,1.76313476923973602524e-17,1.76313476923972984300e-19,0.00000000000000000000e+00,1.76313476923974043562e-19,0.00000000000000000000e+00,1.54613205722862609456e-16,1.52702742978727582240e-16,1.71335295644665937193e-17,1.71335295644663872596e-17,1.30997456322133724345e-14,1.29378799243588488880e-14,1.45165400346735498379e-15,1.45165400346734433416e-15,
1.53527502878042107438e-05,1.29208365392349652261e-14,4.55413210558334304043e-17,0.00000000000000000000e+00,4.55389115585324069938e-17,3.31253358217744077217e-19,0.00000000000000000000e+00,3.31253358217524328610e-19,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,1.29207442484986417182e-14,1.76331107615167740449e-17,0.00000000000000000000e+00,1.76313477148932080789e-17,1.76313477148931472196e-19,0.00000000000000000000e+00,1.76313477148932507383e-19,0.00000000000000000000e+00,1.53547794431490726842e-16,1.51650496336324968398e-16,1.70154655493410995015e-17,1.70154655493409608345e-17,1.29198318491354972022e-14,1.27601892281002412254e-14,1.43171677943135031555e-15,1.43171677943133611605e-15,
1.55665435927106188263e-05,1.27433950029331367693e-14,4.55413211096427728999e-17,0.00000000000000000000e+00,4.55389116123389021947e-17,3.31253358609044941816e-19,0.00000000000000000000e+00,3.31253358608827841363e-19,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,1.27433014271128715927e-14,1.76331107823462394909e-17,0.00000000000000000000e+00,1.76313477357205904391e-17,1.76313477357205219723e-19,0.00000000000000000000e+00,1.76313477357206303058e-19,0.00000000000000000000e+00,1.52489724680795213919e-16,1.50605500519579308174e-16,1.68982150902353941830e-17,1.68982150902354619758e-17,1.27423890282051790757e-14,1.25849389617904451849e-14,1.41205337613926377117e-15,1.41205337613925351598e-15,
1.57833140565211635928e-05,1.25683904968118326605e-14,4.55413211108888095146e-17,0.00000000000000000000e+00,4.55389116135848710166e-17,3.31253358618069560646e-19,0.00000000000000000000e+00,3.31253358617849041667e-19,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,1.25682956180154195590e-14,1.76331107828265201967e-17,0.00000000000000000000e+00,1.76313477362008249226e-17,1.76313477362007598261e-19,0.00000000000000000000e+00,1.76313477362008681597e-19,0.00000000000000000000e+00,1.51438945721330708205e-16,1.49567705406125859611e-16,1.67817725633274792197e-17,1.67817725633272727600e-17,1.25673832195705880228e-14,1.24120955950756137780e-14,1.39266003142349183958e-15,1.39266003142347468186e-15,
1.60031031373870169597e-05,1.23957895679533322241e-14,4.55413211210583174296e-17,0.00000000000000000000e+00,4.55389116237538427527e-17,3.31253358691998885270e-19,0.00000000000000000000e+00,3.31253358691780051480e-19,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,1.23956933680393685149e-14,1.76331107867619068968e-17,0.00000000000000000000e+00,1.76313477401358171922e-17,1.76313477401357524810e-19,0.00000000000000000000e+00,1.76313477401358632219e-19,0.00000000000000000000e+00,1.50395407519025404085e-16,1.48537061580133782791e-16,1.66661324240699236074e-17,1.66661324240698588961e-17,1.23947809700636646703e-14,1.22416260881484432734e-14,1.37353303815668104978e-15,1.37353303815667099181e-15,
