-0.0229,4.8661e-10,4.9524e-10,4.7278e-10,-6.8168e-15,-6.6978e-15,-7.0167e-15
-0.022899,4.8659e-10,4.9522e-10,4.7276e-10,-6.8168e-15,-6.6978e-15,-7.0167e-15
-0.022898,4.8657e-10,4.952e-10,4.7274e-10,-6.8168e-15,-6.6978e-15,-7.0167e-15
-0.022897,4.8655e-10,4.9518e-10,4.7272e-10,-6.8168e-15,-6.6978e-15,-7.0167e-15
-0.022896,4.8653e-10,4.9516e-10,4.727e-10,-6.8168e-15,-6.6977e-15,-7.0167e-15
-0.022895,4.8651e-10,4.9514e-10,4.7268e-10,-6.8168e-15,-6.6977e-15,-7.0167e-15
-0.022894,4.8649e-10,4.9512e-10,4.7266e-10,-6.8168e-15,-6.6977e-15,-7.0167e-15
-0.022893,4.8647e-10,4.951e-10,4.7264e-10,-6.8168e-15,-6.6977e-15,-7.0167e-15
-0.022892,4.8645e-10,4.9508e-10,4.7262e-10,-6.8168e-15,-6.6977e-15,-7.0167e-15
-0.022891,4.8643e-10,4.9506e-10,4.726e-10,-6.8168e-15,-6.6977e-15,-7.0167e-15
-0.02289,4.8641e-10,4.9504e-10,4.7258e-10,-6.8168e-15,-6.6977e-15,-7.0167e-15
-0.022889,4.8639e-10,4.9502e-10,4.7256e-10,-6.8167e-15,-6.6977e-15,-7.0167e-15
-0.022888,4.8637e-10,4.95e-10,4.7254e-10,-6.8167e-15,-6.6976e-15,-7.0167e-15
-0.022887,4.8635e-10,4.9497e-10,4.7252e-10,-6.8167e-15,-6.6976e-15,-7.0167e-15
-0.022886,4.8632e-10,4.9495e-10,4.7249e-10,-6.8167e-15,-6.6976e-15,-7.0167e-15
-0.022885,4.863e-10,4.9493e-10,4.7247e-10,-6.8167e-15,-6.6976e-15,-7.0167e-15
-0.022884,4.8628e-10,4.9491e-10,4.7245e-10,-6.8167e-15,-6.6976e-15,-7.0167e-15
-0.022883,4.8626e-10,4.9489e-10,4.7243e-10,-6.8167e-15,-6.6976e-15,-7.0167e-15
-0.022882,4.8624e-10,4.9487e-10,4.7241e-10,-6.8167e-15,-6.6976e-15,-7.0167e-15
-0.022881,4.8622e-10,4.9485e-10,4.7239e-10,-6.8167e-15,-6.6975e-15,-7.0167e-15
-0.02288,4.862e-10,4.9483e-10,4.7237e-10,-6.8167e-15,-6.6975e-15,-7.0167e-15
-0.022879,4.8618e-10,4.9481e-10,4.7235e-10,-6.8167e-15,-6.6975e-15,-7.0167e-15
-0.022878,4.8616e-10,4.9479e-10,4.7233e-10,-6.8167e-15,-6.6975e-15,-7.0167e-15
-0.022877,4.8614e-10,4.9477e-10,4.7231e-10,-6.8166e-15,-6.6975e-15,-7.0167e-15
-0.022876,4.8612e-10,4.9475e-10,4.7229e-10,-6.8166e-15,-6.6975e-15,-7.0167e-15
-0.022875,4.861e-10,4.9473e-10,4.7227e-10,-6.8166e-15,-6.6975e-15,-7.0167e-15
-0.022874,4.8608e-10,4.9471e-10,4.7225e-10,-6.8166e-15,-6.6975e-15,-7.0167e-15
-0.022873,4.8606e-10,4.9469e-10,4.7223e-10,-6.8166e-15,-6.6974e-15,-7.0167e-15
-0.022872,4.8604e-10,4.9467e-10,4.7221e-10,-6.8166e-15,-6.6974e-15,-7.0167e-15
-0.022871,4.8602e-10,4.9464e-10,4.7219e-10,-6.8166e-15,-6.6974e-15,-7.0167e-15
-0.02287,4.8599e-10,4.9462e-10,4.7216e-10,-6.8166e-15,-6.6974e-15,-7.0167e-15
-0.022869,4.8597e-10,4.946e-10,4.7214e-10,-6.8166e-15,-6.6974e-15,-7.0167e-15
-0.022868,4.8595e-10,4.9458e-10,4.7212e-10,-6.8166e-15,-6.6974e-15,-7.0167e-15
-0.022867,4.8593e-10,4.9456e-10,4.721e-10,-6.8166e-15,-6.6974e-15,-7.0167e-15
-0.022866,4.8591e-10,4.9454e-10,4.7208e-10,-6.8165e-15,-6.6973e-15,-7.0167e-15
-0.022865,4.8589e-10,4.9452e-10,4.7206e-10,-6.8165e-15,-6.6973e-15,-7.0167e-15
-0.022864,4.8587e-10,4.945e-10,4.7204e-10,-6.8165e-15,-6.6973e-15,-7.0167e-15
-0.022863,4.8585e-10,4.9448e-10,4.7202e-10,-6.8165e-15,-6.6973e-15,-7.0167e-15
